Tarih,TP_FINSVERI4_K1
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,
2010-04-01,
2010-07-01,
2010-10-01,
2011-01-01,
2011-04-01,
2011-07-01,
2011-10-01,
2012-01-01,
2012-04-01,
2012-07-01,
2012-10-01,
2013-01-01,
2013-04-01,
2013-07-01,
2013-10-01,
2014-01-01,
2014-04-01,
2014-07-01,
2014-10-01,
2015-01-01,
2015-04-01,
2015-07-01,
2015-10-01,
2016-01-01,
2016-04-01,
2016-07-01,
2016-10-01,
2017-01-01,
2017-04-01,
2017-07-01,
2017-10-01,
2018-01-01,13743058.99
2018-04-01,17153006.53
2018-07-01,17158559.64
2018-10-01,17432139.15
2019-01-01,16252621.67
2019-04-01,20733598.88
2019-07-01,19679505.21
2019-10-01,21094392.3
2020-01-01,16860386.63
2020-04-01,19018135.13
2020-07-01,21046274.73
2020-10-01,24620561.77
2021-01-01,24680814.8
2021-04-01,30380844.11
2021-07-01,30752937.57
2021-10-01,32827491.88
2022-01-01,42720475.49
2022-04-01,48895584.87
2022-07-01,57433188.46
2022-10-01,65250734.92
2023-01-01,83626373.57
2023-04-01,78074120.31
2023-07-01,82648345.95
2023-10-01,119331880.24
2024-01-01,123837719.79
2024-04-01,160579169.21
2024-07-01,175573398.74
2024-10-01,182130311.3
2025-01-01,194004437.81
2025-04-01,229455499.36
