Tarih,TP_FINSVERI4_K24
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,
2010-04-01,
2010-07-01,
2010-10-01,
2011-01-01,
2011-04-01,
2011-07-01,
2011-10-01,
2012-01-01,
2012-04-01,
2012-07-01,
2012-10-01,
2013-01-01,
2013-04-01,
2013-07-01,
2013-10-01,
2014-01-01,
2014-04-01,
2014-07-01,
2014-10-01,
2015-01-01,
2015-04-01,
2015-07-01,
2015-10-01,
2016-01-01,
2016-04-01,
2016-07-01,
2016-10-01,
2017-01-01,
2017-04-01,
2017-07-01,
2017-10-01,
2018-01-01,670607.0
2018-04-01,680155.0
2018-07-01,693812.0
2018-10-01,762604.0
2019-01-01,575828.0
2019-04-01,585005.0
2019-07-01,607099.0
2019-10-01,573941.0
2020-01-01,147136.0
2020-04-01,357818.0
2020-07-01,610707.0
2020-10-01,631463.0
2021-01-01,490591.0
2021-04-01,453059.0
2021-07-01,1089123.0
2021-10-01,664127.0
2022-01-01,2051050.0
2022-04-01,2166541.0
2022-07-01,265745.0
2022-10-01,704608.0
2023-01-01,751692.0
2023-04-01,979561.0
2023-07-01,1316207.0
2023-10-01,1424937.0
2024-01-01,1630304.0
2024-04-01,1864314.0
2024-07-01,2148851.0
2024-10-01,3733509.0
2025-01-01,3732838.0
2025-04-01,4794692.0
