Tarih,TP_FINSVERI4_K11
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,
2010-04-01,
2010-07-01,
2010-10-01,
2011-01-01,
2011-04-01,
2011-07-01,
2011-10-01,
2012-01-01,
2012-04-01,
2012-07-01,
2012-10-01,
2013-01-01,
2013-04-01,
2013-07-01,
2013-10-01,
2014-01-01,
2014-04-01,
2014-07-01,
2014-10-01,
2015-01-01,
2015-04-01,
2015-07-01,
2015-10-01,
2016-01-01,
2016-04-01,
2016-07-01,
2016-10-01,
2017-01-01,
2017-04-01,
2017-07-01,
2017-10-01,
2018-01-01,32152361.48
2018-04-01,34327794.39
2018-07-01,38868107.9
2018-10-01,39482612.06
2019-01-01,42683924.48
2019-04-01,46422479.57
2019-07-01,48858063.3
2019-10-01,52043517.1
2020-01-01,991879.14
2020-04-01,1494224.48
2020-07-01,1825822.68
2020-10-01,2350678.65
2021-01-01,2404950.56
2021-04-01,1955279.98
2021-07-01,555136.95
2021-10-01,1837890.75
2022-01-01,3576126.06
2022-04-01,3169564.0
2022-07-01,4695225.39
2022-10-01,4502250.5
2023-01-01,3994515.69
2023-04-01,6304818.18
2023-07-01,5453384.66
2023-10-01,5564989.23
2024-01-01,2937509.53
2024-04-01,4604647.77
2024-07-01,5681977.44
2024-10-01,8367938.36
2025-01-01,8330860.32
2025-04-01,11545063.65
