Tarih,TP_PBD_V14
2000-01-01,246.0
2000-02-01,248.0
2000-03-01,249.0
2000-04-01,30.0
2000-05-01,32.0
2000-06-01,32.0
2000-07-01,32.0
2000-08-01,33.0
2000-09-01,29.0
2000-10-01,28.0
2000-11-01,28.0
2000-12-01,28.0
2001-01-01,28.0
2001-02-01,28.0
2001-03-01,28.0
2001-04-01,13.0
2001-05-01,12.0
2001-06-01,11.0
2001-07-01,6.0
2001-08-01,6.0
2001-09-01,6.0
2001-10-01,6.0
2001-11-01,6.0
2001-12-01,6.0
2002-01-01,6.0
2002-02-01,6.0
2002-03-01,4.0
2002-04-01,4.0
2002-05-01,3.0
2002-06-01,3.0
2002-07-01,2.0
2002-08-01,2.0
2002-09-01,2.0
2002-10-01,2.0
2002-11-01,2.0
2002-12-01,2.0
2003-01-01,2.0
2003-02-01,2.0
2003-03-01,1.0
2003-04-01,1.0
2003-05-01,1.0
2003-06-01,1.0
2003-07-01,1.0
2003-08-01,1.0
2003-09-01,1.0
2003-10-01,1.0
2003-11-01,1.0
2003-12-01,1.0
2004-01-01,1.0
2004-02-01,1.0
2004-03-01,1.0
2004-04-01,1.0
2004-05-01,1.0
2004-06-01,1.0
2004-07-01,1.0
2004-08-01,1.0
2004-09-01,1.0
2004-10-01,1.0
2004-11-01,1.0
2004-12-01,1.0
2005-01-01,1.0
2005-02-01,1.0
2005-03-01,1.0
2005-04-01,1.0
2005-05-01,1.0
2005-06-01,1.0
2005-07-01,1.0
2005-08-01,1.0
2005-09-01,1.0
2005-10-01,1.0
2005-11-01,1.0
2005-12-01,1.0
2006-01-01,1.0
2006-02-01,1.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.0
2009-09-01,53125.0
2009-10-01,54264.0
2009-11-01,82091.0
2009-12-01,101395.0
2010-01-01,132758.0
2010-02-01,141743.0
2010-03-01,144022.0
2010-04-01,170427.0
2010-05-01,157977.0
2010-06-01,163508.0
2010-07-01,221832.0
