Tarih,TP_KM_D29
2000-01-01,1147256.0
2000-02-01,1155126.0
2000-03-01,1140647.0
2000-04-01,1177405.0
2000-05-01,1186778.0
2000-06-01,1243078.0
2000-07-01,1243082.0
2000-08-01,1266363.0
2000-09-01,1299280.0
2000-10-01,1148767.0
2000-11-01,886516.0
2000-12-01,570143.0
2001-01-01,467395.0
2001-02-01,385912.0
2001-03-01,390028.0
2001-04-01,357790.0
2001-05-01,350585.0
2001-06-01,385492.0
2001-07-01,359041.0
2001-08-01,386047.0
2001-09-01,149914.0
2001-10-01,154817.0
2001-11-01,145779.0
2001-12-01,143518.0
2002-01-01,7481.0
2002-02-01,9520.0
2002-03-01,8140.0
2002-04-01,7911.0
2002-05-01,1773.0
2002-06-01,2045.0
2002-07-01,20649.0
2002-08-01,24273.0
2002-09-01,13581.0
2002-10-01,11465.0
2002-11-01,6269.0
2002-12-01,20137.0
2003-01-01,7981.0
2003-02-01,48204.0
2003-03-01,33082.0
2003-04-01,33624.0
2003-05-01,31229.0
2003-06-01,17658.0
2003-07-01,12600.0
2003-08-01,11242.0
2003-09-01,24167.0
2003-10-01,27671.0
2003-11-01,29475.0
2003-12-01,27447.0
2004-01-01,49514.0
2004-02-01,40872.0
2004-03-01,31881.0
2004-04-01,53606.0
2004-05-01,28354.0
2004-06-01,14943.0
2004-07-01,35270.0
2004-08-01,30781.0
2004-09-01,40701.0
2004-10-01,44317.0
2004-11-01,48223.0
2004-12-01,77267.0
2005-01-01,66653.0
2005-02-01,68244.0
2005-03-01,80445.0
2005-04-01,58316.0
2005-05-01,14177.0
2005-06-01,24961.0
2005-07-01,21891.0
2005-08-01,38712.0
2005-09-01,66520.0
2005-10-01,104178.0
2005-11-01,68292.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,
2013-02-01,
2013-03-01,
2013-04-01,
2013-05-01,
2013-06-01,
2013-07-01,
2013-08-01,
2013-09-01,
2013-10-01,
2013-11-01,
2013-12-01,
2014-01-01,
2014-02-01,
2014-03-01,
2014-04-01,
2014-05-01,
2014-06-01,
2014-07-01,
2014-08-01,
2014-09-01,
2014-10-01,
2014-11-01,
2014-12-01,
2015-01-01,
2015-02-01,
2015-03-01,
2015-04-01,
2015-05-01,
2015-06-01,
2015-07-01,
2015-08-01,
2015-09-01,
2015-10-01,
2015-11-01,
2015-12-01,
2016-01-01,
2016-02-01,
2016-03-01,
2016-04-01,
2016-05-01,
2016-06-01,
2016-07-01,
2016-08-01,
2016-09-01,
2016-10-01,
2016-11-01,
2016-12-01,
2017-01-01,
2017-02-01,
2017-03-01,
2017-04-01,
2017-05-01,
2017-06-01,
2017-07-01,
2017-08-01,
2017-09-01,
2017-10-01,
2017-11-01,
2017-12-01,
2018-01-01,
2018-02-01,
2018-03-01,
2018-04-01,
2018-05-01,
2018-06-01,
2018-07-01,
2018-08-01,
2018-09-01,
2018-10-01,
2018-11-01,
2018-12-01,
2019-01-01,
2019-02-01,
2019-03-01,
2019-04-01,
2019-05-01,
2019-06-01,
2019-07-01,
2019-08-01,
2019-09-01,
2019-10-01,
2019-11-01,
2019-12-01,
2020-01-01,
2020-02-01,
2020-03-01,
2020-04-01,
2020-05-01,
2020-06-01,
2020-07-01,
2020-08-01,
2020-09-01,
2020-10-01,
2020-11-01,
2020-12-01,
2021-01-01,
2021-02-01,
2021-03-01,
2021-04-01,
2021-05-01,
2021-06-01,
2021-07-01,
2021-08-01,
2021-09-01,
2021-10-01,
2021-11-01,
2021-12-01,
2022-01-01,
2022-02-01,
2022-03-01,
2022-04-01,
2022-05-01,
2022-06-01,
2022-07-01,
2022-08-01,
2022-09-01,
2022-10-01,
2022-11-01,
2022-12-01,
2023-01-01,
2023-02-01,
2023-03-01,
2023-04-01,
2023-05-01,
2023-06-01,
2023-07-01,
2023-08-01,
2023-09-01,
2023-10-01,
2023-11-01,
2023-12-01,
2024-01-01,
2024-02-01,
2024-03-01,
