Tarih,TP_KYBKATFON_KB2,TP_KYBKATFON_KB2
2007-05-25,2007-21,3038.07
2007-06-01,2007-22,
2007-06-08,2007-23,
2007-06-15,2007-24,
2007-06-22,2007-25,
2007-06-29,2007-26,3077.69
2007-07-06,2007-27,
2007-07-13,2007-28,
2007-07-20,2007-29,
2007-07-27,2007-30,3240.22
2007-08-03,2007-31,3272.86
2007-08-10,2007-32,3244.01
2007-08-17,2007-33,3106.95
2007-08-24,2007-34,3105.74
2007-08-31,2007-35,3112.56
2007-09-07,2007-36,3118.98
2007-09-14,2007-37,3164.5
2007-09-21,2007-38,3283.13
2007-09-28,2007-39,3296.61
2007-10-05,2007-40,3270.31
2007-10-12,2007-41,3347.49
2007-10-19,2007-42,3409.57
2007-10-26,2007-43,3441.67
2007-11-02,2007-44,3489.8
2007-11-09,2007-45,3483.87
2007-11-16,2007-46,3458.93
2007-11-23,2007-47,3440.32
2007-11-30,2007-48,3362.77
2007-12-07,2007-49,3341.96
2007-12-14,2007-50,3411.93
2007-12-21,2007-51,3381.37
2007-12-28,2007-52,3406.42
2008-01-04,2008-1,3386.04
2008-01-11,2008-2,3374.21
2008-01-18,2008-3,3304.31
2008-01-25,2008-4,3384.04
2008-02-01,2008-5,3472.31
2008-02-08,2008-6,3442.17
2008-02-15,2008-7,3451.5
2008-02-22,2008-8,3481.86
2008-02-29,2008-9,3510.0
2008-03-07,2008-10,3478.84
2008-03-14,2008-11,3560.57
2008-03-21,2008-12,3698.47
2008-03-28,2008-13,3694.12
2008-04-04,2008-14,3731.73
2008-04-11,2008-15,3863.07
2008-04-18,2008-16,3887.04
2008-04-25,2008-17,4058.65
2008-05-02,2008-18,4150.04
2008-05-09,2008-19,4166.23
2008-05-16,2008-20,4221.78
2008-05-23,2008-21,4353.51
2008-05-30,2008-22,4431.15
2008-06-06,2008-23,4480.22
2008-06-13,2008-24,4535.19
2008-06-20,2008-25,4648.06
2008-06-27,2008-26,4715.67
2008-07-04,2008-27,4626.28
2008-07-11,2008-28,4679.16
2008-07-18,2008-29,4740.36
2008-07-25,2008-30,4843.61
2008-08-01,2008-31,4807.25
2008-08-08,2008-32,4772.04
2008-08-15,2008-33,4726.69
2008-08-22,2008-34,4722.12
2008-08-29,2008-35,4685.02
2008-09-05,2008-36,4555.69
2008-09-12,2008-37,4558.48
2008-09-19,2008-38,4466.19
2008-09-26,2008-39,4476.72
2008-10-03,2008-40,4365.44
2008-10-10,2008-41,4098.64
2008-10-17,2008-42,3952.26
2008-10-24,2008-43,3762.79
2008-10-31,2008-44,3707.28
2008-11-07,2008-45,3767.38
2008-11-14,2008-46,3730.46
2008-11-21,2008-47,3503.07
2008-11-28,2008-48,3539.2
2008-12-05,2008-49,3550.64
2008-12-12,2008-50,3573.77
2008-12-19,2008-51,3736.98
2008-12-26,2008-52,3679.62
2009-01-02,2009-1,3718.2
2009-01-09,2009-2,3686.06
2009-01-16,2009-3,3658.63
2009-01-23,2009-4,3656.91
2009-01-30,2009-5,3644.97
2009-02-06,2009-6,3616.06
2009-02-13,2009-7,3599.3
2009-02-20,2009-8,3515.02
2009-02-27,2009-9,3453.62
2009-03-06,2009-10,3383.3
2009-03-13,2009-11,3448.75
2009-03-20,2009-12,3550.62
2009-03-27,2009-13,3548.29
2009-04-03,2009-14,3635.92
2009-04-10,2009-15,3670.53
2009-04-17,2009-16,3804.21
2009-04-24,2009-17,3692.86
2009-05-01,2009-18,3754.67
2009-05-08,2009-19,3834.11
2009-05-15,2009-20,3829.87
2009-05-22,2009-21,
2009-05-29,2009-22,3941.28
2009-06-05,2009-23,3971.23
2009-06-12,2009-24,3987.55
2009-06-19,2009-25,4057.75
2009-06-26,2009-26,4110.07
2009-07-03,2009-27,4187.46
2009-07-10,2009-28,4150.42
2009-07-17,2009-29,4255.25
2009-07-24,2009-30,4260.69
2009-07-31,2009-31,4337.46
2009-08-07,2009-32,4412.57
2009-08-14,2009-33,4486.78
2009-08-21,2009-34,4424.15
2009-08-28,2009-35,4449.25
2009-09-04,2009-36,4415.54
2009-09-11,2009-37,4420.3
2009-09-18,2009-38,4532.86
2009-09-25,2009-39,4537.33
2009-10-02,2009-40,4478.1
2009-10-09,2009-41,4517.22
2009-10-16,2009-42,4490.81
2009-10-23,2009-43,4540.18
2009-10-30,2009-44,4449.49
2009-11-06,2009-45,4378.28
2009-11-13,2009-46,4375.66
2009-11-20,2009-47,4372.76
2009-11-27,2009-48,4386.98
2009-12-04,2009-49,4355.44
2009-12-11,2009-50,4339.07
2009-12-18,2009-51,4312.84
2009-12-25,2009-52,4448.37
2010-01-01,2010-1,4471.25
2010-01-08,2010-2,4258.51
2010-01-15,2010-3,4618.38
2010-01-22,2010-4,4655.22
2010-01-29,2010-5,4279.5
2010-02-05,2010-6,4446.83
2010-02-12,2010-7,4390.09
2010-02-19,2010-8,4307.12
2010-02-26,2010-9,4268.42
2010-03-05,2010-10,4245.52
2010-03-12,2010-11,4251.22
2010-03-19,2010-12,4271.61
2010-03-26,2010-13,4218.67
2010-04-02,2010-14,4270.48
2010-04-09,2010-15,4385.52
2010-04-16,2010-16,4535.65
2010-04-23,2010-17,4470.61
2010-04-30,2010-18,4571.4
2010-05-07,2010-19,4260.05
2010-05-14,2010-20,4278.18
2010-05-21,2010-21,4156.87
2010-05-28,2010-22,4116.86
2010-06-04,2010-23,4160.59
2010-06-11,2010-24,4161.41
2010-06-18,2010-25,4276.46
2010-06-25,2010-26,4276.53
2010-07-02,2010-27,4272.56
2010-07-09,2010-28,4380.23
2010-07-16,2010-29,4432.37
2010-07-23,2010-30,4591.58
2010-07-30,2010-31,4696.58
2010-08-06,2010-32,4904.3
2010-08-13,2010-33,4917.26
2010-08-20,2010-34,5039.24
2010-08-27,2010-35,4983.99
2010-09-03,2010-36,4979.09
2010-09-10,2010-37,5007.2
2010-09-17,2010-38,5054.94
2010-09-24,2010-39,5188.65
2010-10-01,2010-40,5386.11
2010-10-08,2010-41,5698.27
2010-10-15,2010-42,5561.88
2010-10-22,2010-43,5568.72
2010-10-29,2010-44,5612.42
2010-11-05,2010-45,5711.72
2010-11-12,2010-46,5703.83
2010-11-19,2010-47,
2010-11-26,2010-48,5320.48
2010-12-03,2010-49,5249.6
2010-12-10,2010-50,5233.12
2010-12-17,2010-51,4959.53
2010-12-24,2010-52,4824.45
2010-12-31,2010-53,4868.6
2011-01-07,2011-1,4730.3
2011-01-14,2011-2,4708.09
2011-01-21,2011-3,4673.66
2011-01-28,2011-4,4684.86
2011-02-04,2011-5,4608.34
2011-02-11,2011-6,4708.34
2011-02-18,2011-7,4721.08
2011-02-25,2011-8,4733.19
2011-03-04,2011-9,4741.29
2011-03-11,2011-10,4767.12
2011-03-18,2011-11,4818.2
2011-03-25,2011-12,4827.28
2011-04-01,2011-13,4991.31
2011-04-08,2011-14,5128.49
2011-04-15,2011-15,5178.99
2011-04-22,2011-16,5176.7
2011-04-29,2011-17,5209.75
2011-05-06,2011-18,5215.18
2011-05-13,2011-19,4972.29
2011-05-20,2011-20,4919.3
2011-05-27,2011-21,4774.67
2011-06-03,2011-22,4784.98
2011-06-10,2011-23,4778.57
2011-06-17,2011-24,4724.53
2011-06-24,2011-25,4659.26
2011-07-01,2011-26,4596.16
2011-07-08,2011-27,4625.34
2011-07-15,2011-28,4535.16
2011-07-22,2011-29,4607.29
2011-07-29,2011-30,4514.87
2011-08-05,2011-31,4372.18
2011-08-12,2011-32,4336.26
2011-08-19,2011-33,4396.71
2011-08-26,2011-34,4458.66
2011-09-02,2011-35,4484.36
2011-09-09,2011-36,4398.19
2011-09-16,2011-37,4361.04
2011-09-23,2011-38,4288.6
2011-09-30,2011-39,4224.14
2011-10-07,2011-40,4351.1
2011-10-14,2011-41,4442.33
2011-10-21,2011-42,4477.51
2011-10-28,2011-43,4566.43
2011-11-04,2011-44,4637.5
2011-11-11,2011-45,4567.93
2011-11-18,2011-46,4599.76
2011-11-25,2011-47,4462.81
2011-12-02,2011-48,4389.43
2011-12-09,2011-49,4358.26
2011-12-16,2011-50,4368.84
2011-12-23,2011-51,4424.7
2011-12-30,2011-52,4630.14
2012-01-06,2012-1,4549.6
2012-01-13,2012-2,4557.42
2012-01-20,2012-3,4700.07
2012-01-27,2012-4,4752.29
2012-02-03,2012-5,4110.64
2012-02-10,2012-6,4208.88
2012-02-17,2012-7,4277.83
2012-02-24,2012-8,4411.32
2012-03-02,2012-9,4474.34
2012-03-09,2012-10,4487.33
2012-03-16,2012-11,4589.62
2012-03-23,2012-12,4775.17
2012-03-30,2012-13,4769.82
2012-04-06,2012-14,4752.63
2012-04-13,2012-15,4742.57
2012-04-20,2012-16,4780.76
2012-04-27,2012-17,4867.46
2012-05-04,2012-18,4927.32
2012-05-11,2012-19,4942.48
2012-05-18,2012-20,4968.02
2012-05-25,2012-21,4921.74
2012-06-01,2012-22,4914.64
2012-06-08,2012-23,4946.71
2012-06-15,2012-24,5072.01
2012-06-22,2012-25,5130.64
2012-06-29,2012-26,5117.91
2012-07-06,2012-27,5150.15
2012-07-13,2012-28,5165.92
2012-07-20,2012-29,5170.15
2012-07-27,2012-30,5174.07
2012-08-03,2012-31,5394.21
2012-08-10,2012-32,5465.94
2012-08-17,2012-33,5621.45
2012-08-24,2012-34,5771.6
2012-08-31,2012-35,5653.2
2012-09-07,2012-36,5585.39
2012-09-14,2012-37,5721.49
2012-09-21,2012-38,5704.44
2012-09-28,2012-39,5698.26
2012-10-05,2012-40,5733.49
2012-10-12,2012-41,5735.53
2012-10-19,2012-42,5855.38
2012-10-26,2012-43,5882.81
2012-11-02,2012-44,5993.79
2012-11-09,2012-45,6052.99
2012-11-16,2012-46,6028.93
2012-11-23,2012-47,6116.19
2012-11-30,2012-48,6106.6
2012-12-07,2012-49,6109.38
2012-12-14,2012-50,6174.14
2012-12-21,2012-51,6168.4
2012-12-28,2012-52,6059.6
2013-01-04,2013-1,6362.93
2013-01-11,2013-2,6372.93
2013-01-18,2013-3,6511.08
2013-01-25,2013-4,6564.78
2013-02-01,2013-5,6682.4
2013-02-08,2013-6,6776.11
2013-02-15,2013-7,6784.2
2013-02-22,2013-8,6704.17
2013-03-01,2013-9,6594.35
2013-03-08,2013-10,6600.88
2013-03-15,2013-11,6492.76
2013-03-22,2013-12,6430.39
2013-03-29,2013-13,6452.15
2013-04-05,2013-14,6403.18
2013-04-12,2013-15,6491.09
2013-04-19,2013-16,6612.87
2013-04-26,2013-17,6642.13
2013-05-03,2013-18,6753.63
2013-05-10,2013-19,6715.93
2013-05-17,2013-20,6588.08
2013-05-24,2013-21,6487.18
2013-05-31,2013-22,6472.57
2013-06-07,2013-23,6270.03
2013-06-14,2013-24,6199.09
2013-06-21,2013-25,6060.22
2013-06-28,2013-26,5876.07
2013-07-05,2013-27,5707.02
2013-07-12,2013-28,5797.16
2013-07-19,2013-29,5808.48
2013-07-26,2013-30,5968.48
2013-08-02,2013-31,5954.93
2013-08-09,2013-32,5938.32
2013-08-16,2013-33,6045.59
2013-08-23,2013-34,5989.76
2013-08-30,2013-35,5903.27
2013-09-06,2013-36,5774.93
2013-09-13,2013-37,5805.81
2013-09-20,2013-38,
2013-09-27,2013-39,6025.96
2013-10-04,2013-40,6172.02
2013-10-11,2013-41,6309.55
2013-10-18,2013-42,
2013-10-25,2013-43,6513.74
2013-11-01,2013-44,6482.45
2013-11-08,2013-45,6456.61
2013-11-15,2013-46,6490.66
2013-11-22,2013-47,6466.32
2013-11-29,2013-48,6570.34
2013-12-06,2013-49,6565.96
2013-12-13,2013-50,6652.99
2013-12-20,2013-51,6340.42
2013-12-27,2013-52,6470.98
2014-01-03,2014-1,6232.15
2014-01-10,2014-2,6216.9
2014-01-17,2014-3,6058.16
2014-01-24,2014-4,6266.89
2014-01-31,2014-5,6276.73
2014-02-07,2014-6,6215.8
2014-02-14,2014-7,6334.47
2014-02-21,2014-8,6392.03
2014-02-28,2014-9,6428.72
2014-03-07,2014-10,6726.69
2014-03-14,2014-11,6429.57
2014-03-21,2014-12,6460.45
2014-03-28,2014-13,6649.16
2014-04-04,2014-14,6739.08
2014-04-11,2014-15,6805.18
2014-04-18,2014-16,6863.96
2014-04-25,2014-17,7035.55
2014-05-02,2014-18,7137.76
2014-05-09,2014-19,7318.07
2014-05-16,2014-20,7363.0
2014-05-23,2014-21,7423.8
2014-05-30,2014-22,7526.51
2014-06-06,2014-23,7541.4
2014-06-13,2014-24,7607.5
2014-06-20,2014-25,7734.41
2014-06-27,2014-26,7757.22
2014-07-04,2014-27,7542.58
2014-07-11,2014-28,7472.03
2014-07-18,2014-29,7361.82
2014-07-25,2014-30,7471.19
2014-08-01,2014-31,7276.95
2014-08-08,2014-32,6904.44
2014-08-15,2014-33,6778.65
2014-08-22,2014-34,6850.25
2014-08-29,2014-35,6820.15
2014-09-05,2014-36,6825.66
2014-09-12,2014-37,6832.12
2014-09-19,2014-38,6854.91
2014-09-26,2014-39,6805.05
2014-10-03,2014-40,6996.85
2014-10-10,2014-41,7013.36
2014-10-17,2014-42,7088.41
2014-10-24,2014-43,7301.9
2014-10-31,2014-44,7411.3
2014-11-07,2014-45,7390.35
2014-11-14,2014-46,7404.78
2014-11-21,2014-47,7509.55
2014-11-28,2014-48,7488.62
2014-12-05,2014-49,7331.75
2014-12-12,2014-50,7177.21
2014-12-19,2014-51,6943.0
2014-12-26,2014-52,6949.42
2015-01-02,2015-1,6997.08
2015-01-09,2015-2,7099.34
2015-01-16,2015-3,7124.09
2015-01-23,2015-4,7099.52
2015-01-30,2015-5,6841.88
2015-02-06,2015-6,6703.77
2015-02-13,2015-7,6753.34
2015-02-20,2015-8,6854.78
2015-02-27,2015-9,6737.87
2015-03-06,2015-10,6683.88
2015-03-13,2015-11,6654.8
2015-03-20,2015-12,6869.49
2015-03-27,2015-13,6961.42
2015-04-03,2015-14,7112.0
2015-04-10,2015-15,6987.06
2015-04-17,2015-16,6953.5
2015-04-24,2015-17,6976.34
2015-05-01,2015-18,7274.85
2015-05-08,2015-19,7361.34
2015-05-15,2015-20,7709.22
2015-05-22,2015-21,7763.51
2015-05-29,2015-22,7822.54
2015-06-05,2015-23,7878.24
2015-06-12,2015-24,8222.04
2015-06-19,2015-25,8438.24
2015-06-26,2015-26,8772.21
2015-07-03,2015-27,8691.87
2015-07-10,2015-28,8782.29
2015-07-17,2015-29,8877.63
2015-07-24,2015-30,8583.62
2015-07-31,2015-31,8409.59
2015-08-07,2015-32,8357.41
2015-08-14,2015-33,8390.8
2015-08-21,2015-34,8437.69
2015-08-28,2015-35,8417.52
2015-09-04,2015-36,8209.13
2015-09-11,2015-37,8239.56
2015-09-18,2015-38,8387.54
2015-09-25,2015-39,8404.55
2015-10-02,2015-40,8352.38
2015-10-09,2015-41,8585.77
2015-10-16,2015-42,8661.8
2015-10-23,2015-43,8592.31
2015-10-30,2015-44,8583.16
2015-11-06,2015-45,8245.91
2015-11-13,2015-46,8268.54
2015-11-20,2015-47,8286.16
2015-11-27,2015-48,8214.36
2015-12-04,2015-49,8199.94
2015-12-11,2015-50,8131.48
2015-12-18,2015-51,8129.5
2015-12-25,2015-52,8030.44
2016-01-01,2016-1,8026.65
2016-01-08,2016-2,7685.96
2016-01-15,2016-3,7394.14
2016-01-22,2016-4,7426.0
2016-01-29,2016-5,7510.24
2016-02-05,2016-6,7831.08
2016-02-12,2016-7,7989.16
2016-02-19,2016-8,7933.25
2016-02-26,2016-9,7964.79
2016-03-04,2016-10,8016.17
2016-03-11,2016-11,8224.91
2016-03-18,2016-12,8224.91
2016-03-25,2016-13,8366.28
2016-04-01,2016-14,8539.79
2016-04-08,2016-15,8506.91
2016-04-15,2016-16,8530.72
2016-04-22,2016-17,8651.13
2016-04-29,2016-18,8795.62
2016-05-06,2016-19,8294.64
2016-05-13,2016-20,8102.01
2016-05-20,2016-21,7827.28
2016-05-27,2016-22,7754.94
2016-06-03,2016-23,7872.25
2016-06-10,2016-24,7984.24
2016-06-17,2016-25,7929.03
2016-06-24,2016-26,7984.54
2016-07-01,2016-27,8090.36
2016-07-08,2016-28,8069.2
2016-07-15,2016-29,8114.23
2016-07-22,2016-30,7119.2
2016-07-29,2016-31,6821.94
2016-08-05,2016-32,6744.99
2016-08-12,2016-33,6723.5
2016-08-19,2016-34,6860.63
2016-08-26,2016-35,6873.75
2016-09-02,2016-36,6830.11
2016-09-09,2016-37,6922.42
2016-09-16,2016-38,6863.22
2016-09-23,2016-39,6859.83
2016-09-30,2016-40,6590.8
2016-10-07,2016-41,6465.94
2016-10-14,2016-42,6329.32
2016-10-21,2016-43,6339.54
2016-10-28,2016-44,6300.26
2016-11-04,2016-45,6265.81
2016-11-11,2016-46,6242.17
2016-11-18,2016-47,6339.87
2016-11-25,2016-48,6386.52
2016-12-02,2016-49,6282.6
2016-12-09,2016-50,6007.15
2016-12-16,2016-51,5931.5
2016-12-23,2016-52,5964.87
2016-12-30,2016-53,5948.17
2017-01-06,2017-1,5873.26
2017-01-13,2017-2,6135.45
2017-01-20,2017-3,6084.92
2017-01-27,2017-4,6063.71
2017-02-03,2017-5,6234.77
2017-02-10,2017-6,6299.75
2017-02-17,2017-7,6396.02
2017-02-24,2017-8,6383.49
2017-03-03,2017-9,6389.26
2017-03-10,2017-10,6341.39
2017-03-17,2017-11,6544.37
2017-03-24,2017-12,6608.54
2017-03-31,2017-13,6668.98
2017-04-07,2017-14,6588.91
