Tarih,TP_KYBKATFON_KB4,TP_KYBKATFON_KB4
2018-08-17,2018-33,1051.85
2018-08-24,2018-34,1059.89
2018-08-31,2018-35,1179.03
2018-09-07,2018-36,1226.05
2018-09-14,2018-37,1322.95
2018-09-21,2018-38,1386.7
2018-09-28,2018-39,1448.97
2018-10-05,2018-40,1425.53
2018-10-12,2018-41,1465.44
2018-10-19,2018-42,1491.73
2018-10-26,2018-43,1560.31
2018-11-02,2018-44,1602.07
2018-11-09,2018-45,1598.25
2018-11-16,2018-46,1641.6
2018-11-23,2018-47,1663.47
2018-11-30,2018-48,1640.39
2018-12-07,2018-49,1637.25
2018-12-14,2018-50,1641.0
2018-12-21,2018-51,1671.11
2018-12-28,2018-52,1676.26
2019-01-04,2019-1,1708.61
2019-01-11,2019-2,1701.13
2019-01-18,2019-3,1797.24
2019-01-25,2019-4,1815.34
2019-02-01,2019-5,1855.34
2019-02-08,2019-6,1862.25
2019-02-15,2019-7,1857.6
2019-02-22,2019-8,1834.31
2019-03-01,2019-9,1895.63
2019-03-08,2019-10,1892.62
2019-03-15,2019-11,1880.7
2019-03-22,2019-12,1802.98
2019-03-29,2019-13,1932.59
2019-04-05,2019-14,1958.36
2019-04-12,2019-15,1890.55
2019-04-19,2019-16,1943.3
2019-04-26,2019-17,1812.1
2019-05-03,2019-18,1860.12
2019-05-10,2019-19,1870.17
2019-05-17,2019-20,1978.21
2019-05-24,2019-21,1990.83
2019-05-31,2019-22,2078.93
2019-06-07,2019-23,2061.24
2019-06-14,2019-24,1958.02
2019-06-21,2019-25,1900.53
2019-06-28,2019-26,1927.76
2019-07-05,2019-27,2101.59
2019-07-12,2019-28,2052.89
2019-07-19,2019-29,2083.77
2019-07-26,2019-30,2133.41
2019-08-02,2019-31,2103.5
2019-08-09,2019-32,2049.3
2019-08-16,2019-33,2102.24
2019-08-23,2019-34,1961.05
2019-08-30,2019-35,2197.97
2019-09-06,2019-36,2338.74
2019-09-13,2019-37,2501.16
2019-09-20,2019-38,2464.88
2019-09-27,2019-39,2657.26
2019-10-04,2019-40,2711.09
2019-10-11,2019-41,2710.0
2019-10-18,2019-42,2740.1
2019-10-25,2019-43,2773.42
2019-11-01,2019-44,2874.43
2019-11-08,2019-45,3162.15
2019-11-15,2019-46,3229.54
2019-11-22,2019-47,3317.62
2019-11-29,2019-48,3282.06
2019-12-06,2019-49,3320.09
2019-12-13,2019-50,3139.46
2019-12-20,2019-51,3057.53
2019-12-27,2019-52,3056.79
2020-01-03,2020-1,3224.57
2020-01-10,2020-2,3337.21
2020-01-17,2020-3,3414.33
2020-01-24,2020-4,3331.53
2020-01-31,2020-5,3368.48
2020-02-07,2020-6,3573.26
2020-02-14,2020-7,3365.86
2020-02-21,2020-8,3735.88
2020-02-28,2020-9,4467.74
2020-03-06,2020-10,4175.27
2020-03-13,2020-11,5285.5
2020-03-20,2020-12,5169.86
2020-03-27,2020-13,4126.14
2020-04-03,2020-14,3921.0
2020-04-10,2020-15,4394.83
2020-04-17,2020-16,5122.46
2020-04-24,2020-17,4723.44
2020-05-01,2020-18,5275.11
2020-05-08,2020-19,4712.16
2020-05-15,2020-20,5089.97
2020-05-22,2020-21,5723.11
2020-05-29,2020-22,5834.0
2020-06-05,2020-23,5819.36
2020-06-12,2020-24,5819.47
2020-06-19,2020-25,5683.35
2020-06-26,2020-26,5561.74
2020-07-03,2020-27,5437.99
2020-07-10,2020-28,5321.05
2020-07-17,2020-29,5367.81
2020-07-24,2020-30,5793.79
2020-07-31,2020-31,6391.85
2020-08-07,2020-32,7407.5
2020-08-14,2020-33,7256.77
2020-08-21,2020-34,7604.96
2020-08-28,2020-35,7553.57
2020-09-04,2020-36,7805.3
2020-09-11,2020-37,7842.34
2020-09-18,2020-38,7653.67
2020-09-25,2020-39,7810.61
2020-10-02,2020-40,7806.65
2020-10-09,2020-41,7502.22
2020-10-16,2020-42,7539.62
2020-10-23,2020-43,7524.35
2020-10-30,2020-44,7485.37
2020-11-06,2020-45,7627.95
2020-11-13,2020-46,8508.9
2020-11-20,2020-47,8923.54
2020-11-27,2020-48,8918.95
2020-12-04,2020-49,9124.96
2020-12-11,2020-50,9041.56
2020-12-18,2020-51,9116.89
2020-12-25,2020-52,9289.61
2021-01-01,2021-1,9444.54
2021-01-08,2021-2,9838.49
2021-01-15,2021-3,9715.3
2021-01-22,2021-4,9730.91
2021-01-29,2021-5,9542.3
2021-02-05,2021-6,9409.65
2021-02-12,2021-7,9596.99
2021-02-19,2021-8,9509.93
2021-02-26,2021-9,9374.22
2021-03-05,2021-10,9302.62
2021-03-12,2021-11,9128.99
2021-03-19,2021-12,9499.73
2021-03-26,2021-13,8017.58
2021-04-02,2021-14,8068.16
2021-04-09,2021-15,8059.04
2021-04-16,2021-16,8086.25
2021-04-23,2021-17,8259.1
2021-04-30,2021-18,8357.51
2021-05-07,2021-19,8342.57
2021-05-14,2021-20,8408.28
2021-05-21,2021-21,8594.01
2021-05-28,2021-22,8399.5
2021-06-04,2021-23,8417.65
2021-06-11,2021-24,8487.9
2021-06-18,2021-25,8470.85
2021-06-25,2021-26,8449.11
2021-07-02,2021-27,8401.74
2021-07-09,2021-28,8480.91
2021-07-16,2021-29,8645.28
2021-07-23,2021-30,8683.55
2021-07-30,2021-31,8651.35
2021-08-06,2021-32,8572.14
2021-08-13,2021-33,8475.35
2021-08-20,2021-34,8517.65
2021-08-27,2021-35,8509.61
2021-09-03,2021-36,8535.47
2021-09-10,2021-37,8446.53
2021-09-17,2021-38,8371.82
2021-09-24,2021-39,8079.3
2021-10-01,2021-40,8006.81
2021-10-08,2021-41,7952.26
2021-10-15,2021-42,7747.19
2021-10-22,2021-43,7475.8
2021-10-29,2021-44,7230.25
2021-11-05,2021-45,7164.4
2021-11-12,2021-46,7193.45
2021-11-19,2021-47,6995.79
2021-11-26,2021-48,6613.74
2021-12-03,2021-49,6285.08
2021-12-10,2021-50,6272.13
2021-12-17,2021-51,6738.37
2021-12-24,2021-52,6725.52
2021-12-31,2021-53,6759.8
2022-01-07,2022-1,6589.96
2022-01-14,2022-2,6593.34
2022-01-21,2022-3,6579.13
2022-01-28,2022-4,6425.2
2022-02-04,2022-5,6507.25
2022-02-11,2022-6,6441.86
2022-02-18,2022-7,6545.34
2022-02-25,2022-8,6952.62
2022-03-04,2022-9,6860.97
2022-03-11,2022-10,6890.01
2022-03-18,2022-11,6740.63
2022-03-25,2022-12,6735.2
2022-04-01,2022-13,6757.34
2022-04-08,2022-14,6732.35
2022-04-15,2022-15,6774.32
2022-04-22,2022-16,6832.64
2022-04-29,2022-17,6869.11
2022-05-06,2022-18,6784.99
2022-05-13,2022-19,6524.0
2022-05-20,2022-20,6625.16
2022-05-27,2022-21,6524.19
2022-06-03,2022-22,6457.33
2022-06-10,2022-23,6244.83
2022-06-17,2022-24,6176.03
2022-06-24,2022-25,6059.56
2022-07-01,2022-26,6038.6
2022-07-08,2022-27,5903.64
2022-07-15,2022-28,5841.48
2022-07-22,2022-29,5921.82
2022-07-29,2022-30,6045.32
2022-08-05,2022-31,6126.65
2022-08-12,2022-32,6036.46
2022-08-19,2022-33,6007.86
2022-08-26,2022-34,5992.28
2022-09-02,2022-35,5885.15
2022-09-09,2022-36,5983.82
2022-09-16,2022-37,5814.04
2022-09-23,2022-38,5966.07
2022-09-30,2022-39,5867.74
2022-10-07,2022-40,5889.34
2022-10-14,2022-41,5812.31
2022-10-21,2022-42,5762.53
2022-10-28,2022-43,5870.37
2022-11-04,2022-44,5785.3
2022-11-11,2022-45,5914.81
2022-11-18,2022-46,5795.61
2022-11-25,2022-47,5700.92
2022-12-02,2022-48,5709.61
2022-12-09,2022-49,5682.11
2022-12-16,2022-50,5534.76
2022-12-23,2022-51,5370.07
2022-12-30,2022-52,5300.02
2023-01-06,2023-1,5415.43
2023-01-13,2023-2,5602.37
2023-01-20,2023-3,5675.47
2023-01-27,2023-4,5650.62
2023-02-03,2023-5,5660.57
2023-02-10,2023-6,5484.26
2023-02-17,2023-7,5366.75
2023-02-24,2023-8,5090.1
2023-03-03,2023-9,5219.78
2023-03-10,2023-10,5152.13
2023-03-17,2023-11,5371.32
2023-03-24,2023-12,5526.53
2023-03-31,2023-13,5410.24
2023-04-07,2023-14,5421.98
2023-04-14,2023-15,5493.09
2023-04-21,2023-16,5436.79
2023-04-28,2023-17,5625.02
2023-05-05,2023-18,5696.66
2023-05-12,2023-19,5621.55
2023-05-19,2023-20,5313.48
2023-05-26,2023-21,5135.01
2023-06-02,2023-22,5136.72
2023-06-09,2023-23,4963.07
2023-06-16,2023-24,4938.47
2023-06-23,2023-25,4660.73
2023-06-30,2023-26,4676.74
2023-07-07,2023-27,4666.1
2023-07-14,2023-28,4779.52
2023-07-21,2023-29,4817.31
2023-07-28,2023-30,4759.44
2023-08-04,2023-31,4699.76
2023-08-11,2023-32,4656.12
2023-08-18,2023-33,4696.8
2023-08-25,2023-34,4799.31
2023-09-01,2023-35,4933.7
2023-09-08,2023-36,4873.07
2023-09-15,2023-37,4770.52
2023-09-22,2023-38,4849.87
2023-09-29,2023-39,4679.0
2023-10-06,2023-40,4653.19
2023-10-13,2023-41,4841.43
2023-10-20,2023-42,5032.48
2023-10-27,2023-43,4974.11
2023-11-03,2023-44,4907.79
2023-11-10,2023-45,4903.02
2023-11-17,2023-46,4893.84
2023-11-24,2023-47,4894.59
2023-12-01,2023-48,4998.2
2023-12-08,2023-49,4961.08
2023-12-15,2023-50,5078.73
2023-12-22,2023-51,5185.69
2023-12-29,2023-52,5341.5
2024-01-05,2024-1,5208.36
2024-01-12,2024-2,5238.66
2024-01-19,2024-3,5282.53
2024-01-26,2024-4,5397.56
2024-02-02,2024-5,5460.71
2024-02-09,2024-6,5266.4
2024-02-16,2024-7,5390.47
2024-02-23,2024-8,5428.07
2024-03-01,2024-9,5484.36
2024-03-08,2024-10,5748.97
2024-03-15,2024-11,6055.68
2024-03-22,2024-12,6252.28
2024-03-29,2024-13,6203.34
2024-04-05,2024-14,6056.96
2024-04-12,2024-15,6144.91
2024-04-19,2024-16,6500.73
2024-04-26,2024-17,6264.94
2024-05-03,2024-18,6074.51
2024-05-10,2024-19,6180.02
2024-05-17,2024-20,6146.08
2024-05-24,2024-21,6050.83
2024-05-31,2024-22,5999.3
2024-06-07,2024-23,6024.58
2024-06-14,2024-24,5899.38
2024-06-21,2024-25,6021.2
2024-06-28,2024-26,5987.81
2024-07-05,2024-27,5993.8
2024-07-12,2024-28,6020.26
2024-07-19,2024-29,6022.16
2024-07-26,2024-30,6059.92
2024-08-02,2024-31,6232.91
2024-08-09,2024-32,6234.27
2024-08-16,2024-33,6386.5
2024-08-23,2024-34,6592.2
2024-08-30,2024-35,6609.85
2024-09-06,2024-36,6617.14
2024-09-13,2024-37,6668.66
2024-09-20,2024-38,6854.41
2024-09-27,2024-39,7140.3
2024-10-04,2024-40,7087.93
2024-10-11,2024-41,7171.44
2024-10-18,2024-42,7336.19
2024-10-25,2024-43,7369.6
2024-11-01,2024-44,7378.47
2024-11-08,2024-45,7311.1
2024-11-15,2024-46,7027.31
2024-11-22,2024-47,7542.05
2024-11-29,2024-48,7394.48
2024-12-06,2024-49,7142.89
2024-12-13,2024-50,7164.73
2024-12-20,2024-51,7030.28
2024-12-27,2024-52,7050.37
2025-01-03,2025-1,7071.97
2025-01-10,2025-2,7097.12
2025-01-17,2025-3,7106.84
2025-01-24,2025-4,7274.7
2025-01-31,2025-5,7308.36
2025-02-07,2025-6,7531.67
2025-02-14,2025-7,7858.28
2025-02-21,2025-8,8106.82
2025-02-28,2025-9,7843.47
2025-03-07,2025-10,8145.51
2025-03-14,2025-11,8200.04
2025-03-21,2025-12,8268.04
2025-03-28,2025-13,8400.31
2025-04-04,2025-14,8581.09
2025-04-11,2025-15,8928.91
2025-04-18,2025-16,9264.8
2025-04-25,2025-17,9296.38
2025-05-02,2025-18,9232.54
2025-05-09,2025-19,9308.79
2025-05-16,2025-20,9127.36
2025-05-23,2025-21,9421.52
2025-05-30,2025-22,9255.81
2025-06-06,2025-23,9244.36
2025-06-13,2025-24,9451.87
2025-06-20,2025-25,9388.86
2025-06-27,2025-26,9207.1
2025-07-04,2025-27,9206.19
2025-07-11,2025-28,9218.88
2025-07-18,2025-29,9274.31
2025-07-25,2025-30,9312.41
2025-08-01,2025-31,9185.12
2025-08-08,2025-32,9474.63
2025-08-15,2025-33,9357.77
2025-08-22,2025-34,9254.3
2025-08-29,2025-35,9414.5
2025-09-05,2025-36,9834.33
2025-09-12,2025-37,10282.53
2025-09-19,2025-38,10460.87
2025-09-26,2025-39,10917.7
2025-10-03,2025-40,11381.7
