Tarih,TP_KYBKATFON_KB3,TP_KYBKATFON_KB3
2007-06-15,2007-24,
2007-06-22,2007-25,
2007-06-29,2007-26,1577.05
2007-07-06,2007-27,
2007-07-13,2007-28,
2007-07-20,2007-29,
2007-07-27,2007-30,1584.28
2007-08-03,2007-31,1589.66
2007-08-10,2007-32,1579.61
2007-08-17,2007-33,1533.29
2007-08-24,2007-34,1455.09
2007-08-31,2007-35,1423.79
2007-09-07,2007-36,1454.4
2007-09-14,2007-37,1457.53
2007-09-21,2007-38,1510.88
2007-09-28,2007-39,1545.38
2007-10-05,2007-40,1549.55
2007-10-12,2007-41,1552.85
2007-10-19,2007-42,1542.49
2007-10-26,2007-43,1629.63
2007-11-02,2007-44,1639.13
2007-11-09,2007-45,1690.98
2007-11-16,2007-46,1686.44
2007-11-23,2007-47,1628.16
2007-11-30,2007-48,1654.33
2007-12-07,2007-49,1693.25
2007-12-14,2007-50,1704.89
2007-12-21,2007-51,1696.73
2007-12-28,2007-52,1690.73
2008-01-04,2008-1,1702.52
2008-01-11,2008-2,1700.75
2008-01-18,2008-3,1696.55
2008-01-25,2008-4,1616.98
2008-02-01,2008-5,1611.66
2008-02-08,2008-6,1625.62
2008-02-15,2008-7,1620.06
2008-02-22,2008-8,1585.79
2008-02-29,2008-9,1540.42
2008-03-07,2008-10,1470.43
2008-03-14,2008-11,1461.17
2008-03-21,2008-12,1425.7
2008-03-28,2008-13,1373.9
2008-04-04,2008-14,1351.85
2008-04-11,2008-15,1311.0
2008-04-18,2008-16,1310.15
2008-04-25,2008-17,1321.21
2008-05-02,2008-18,1371.09
2008-05-09,2008-19,1382.62
2008-05-16,2008-20,1391.48
2008-05-23,2008-21,1367.64
2008-05-30,2008-22,1408.23
2008-06-06,2008-23,1441.1
2008-06-13,2008-24,1447.42
2008-06-20,2008-25,1451.18
2008-06-27,2008-26,1438.85
2008-07-04,2008-27,1414.61
2008-07-11,2008-28,1449.37
2008-07-18,2008-29,1487.6
2008-07-25,2008-30,1484.29
2008-08-01,2008-31,1520.61
2008-08-08,2008-32,1550.45
2008-08-15,2008-33,1569.5
2008-08-22,2008-34,1580.82
2008-08-29,2008-35,1574.81
2008-09-05,2008-36,1586.29
2008-09-12,2008-37,1577.05
2008-09-19,2008-38,1552.23
2008-09-26,2008-39,1535.2
2008-10-03,2008-40,1545.92
2008-10-10,2008-41,1508.96
2008-10-17,2008-42,1412.38
2008-10-24,2008-43,1348.29
2008-10-31,2008-44,1341.53
2008-11-07,2008-45,1303.52
2008-11-14,2008-46,1275.56
2008-11-21,2008-47,1272.03
2008-11-28,2008-48,1276.0
2008-12-05,2008-49,1263.21
2008-12-12,2008-50,1259.01
2008-12-19,2008-51,1168.54
2008-12-26,2008-52,1171.38
2009-01-02,2009-1,1214.94
2009-01-09,2009-2,1187.83
2009-01-16,2009-3,1204.31
2009-01-23,2009-4,1242.09
2009-01-30,2009-5,1265.14
2009-02-06,2009-6,1298.6
2009-02-13,2009-7,1304.0
2009-02-20,2009-8,1314.88
2009-02-27,2009-9,1336.77
2009-03-06,2009-10,1308.06
2009-03-13,2009-11,1270.62
2009-03-20,2009-12,1220.2
2009-03-27,2009-13,1284.1
2009-04-03,2009-14,1298.49
2009-04-10,2009-15,1329.95
2009-04-17,2009-16,1354.71
2009-04-24,2009-17,1336.59
2009-05-01,2009-18,1335.13
2009-05-08,2009-19,1352.3
2009-05-15,2009-20,1335.47
2009-05-22,2009-21,
2009-05-29,2009-22,1308.92
2009-06-05,2009-23,1293.26
2009-06-12,2009-24,1325.68
2009-06-19,2009-25,1321.45
2009-06-26,2009-26,1333.72
2009-07-03,2009-27,1356.09
2009-07-10,2009-28,1368.42
2009-07-17,2009-29,1364.72
2009-07-24,2009-30,1376.26
2009-07-31,2009-31,1415.85
2009-08-07,2009-32,1394.93
2009-08-14,2009-33,1403.53
2009-08-21,2009-34,1405.52
2009-08-28,2009-35,1415.15
2009-09-04,2009-36,1395.94
2009-09-11,2009-37,1382.47
2009-09-18,2009-38,1398.18
2009-09-25,2009-39,1402.95
2009-10-02,2009-40,1422.05
2009-10-09,2009-41,1421.97
2009-10-16,2009-42,1435.19
2009-10-23,2009-43,1436.32
2009-10-30,2009-44,1442.07
2009-11-06,2009-45,1461.39
2009-11-13,2009-46,1455.43
2009-11-20,2009-47,1453.05
2009-11-27,2009-48,1433.72
2009-12-04,2009-49,1439.52
2009-12-11,2009-50,1484.12
2009-12-18,2009-51,1503.3
2009-12-25,2009-52,1487.01
2010-01-01,2010-1,1512.7
2010-01-08,2010-2,1484.13
2010-01-15,2010-3,1495.07
2010-01-22,2010-4,1533.01
2010-01-29,2010-5,1809.21
2010-02-05,2010-6,1602.47
2010-02-12,2010-7,1618.72
2010-02-19,2010-8,1656.29
2010-02-26,2010-9,1623.34
2010-03-05,2010-10,1593.55
2010-03-12,2010-11,1603.63
2010-03-19,2010-12,1628.67
2010-03-26,2010-13,1671.83
2010-04-02,2010-14,1690.11
2010-04-09,2010-15,1715.37
2010-04-16,2010-16,1705.4
2010-04-23,2010-17,1738.47
2010-04-30,2010-18,1768.09
2010-05-07,2010-19,1762.31
2010-05-14,2010-20,1806.13
2010-05-21,2010-21,1800.56
2010-05-28,2010-22,1825.13
2010-06-04,2010-23,1821.23
2010-06-11,2010-24,1824.44
2010-06-18,2010-25,1787.45
2010-06-25,2010-26,1788.97
2010-07-02,2010-27,1713.4
2010-07-09,2010-28,1705.84
2010-07-16,2010-29,1695.14
2010-07-23,2010-30,1696.32
2010-07-30,2010-31,1691.37
2010-08-06,2010-32,1709.52
2010-08-13,2010-33,1745.56
2010-08-20,2010-34,1790.28
2010-08-27,2010-35,1784.85
2010-09-03,2010-36,1784.88
2010-09-10,2010-37,1792.82
2010-09-17,2010-38,1784.59
2010-09-24,2010-39,1734.0
2010-10-01,2010-40,1702.85
2010-10-08,2010-41,1705.33
2010-10-15,2010-42,1681.6
2010-10-22,2010-43,1683.04
2010-10-29,2010-44,1694.72
2010-11-05,2010-45,1684.8
2010-11-12,2010-46,1732.67
2010-11-19,2010-47,
2010-11-26,2010-48,1741.86
2010-12-03,2010-49,1737.62
2010-12-10,2010-50,1754.08
2010-12-17,2010-51,1715.07
2010-12-24,2010-52,1726.87
2010-12-31,2010-53,1747.65
2011-01-07,2011-1,1770.65
2011-01-14,2011-2,1740.44
2011-01-21,2011-3,1736.06
2011-01-28,2011-4,1701.31
2011-02-04,2011-5,1672.06
2011-02-11,2011-6,1693.86
2011-02-18,2011-7,1698.82
2011-02-25,2011-8,1668.17
2011-03-04,2011-9,1635.09
2011-03-11,2011-10,1667.16
2011-03-18,2011-11,1671.15
2011-03-25,2011-12,1660.32
2011-04-01,2011-13,1646.06
2011-04-08,2011-14,1621.65
2011-04-15,2011-15,1639.14
2011-04-22,2011-16,1620.33
2011-04-29,2011-17,1607.75
2011-05-06,2011-18,1620.71
2011-05-13,2011-19,1635.76
2011-05-20,2011-20,1634.97
2011-05-27,2011-21,1668.88
2011-06-03,2011-22,1611.58
2011-06-10,2011-23,1596.4
2011-06-17,2011-24,1586.87
2011-06-24,2011-25,1608.28
2011-07-01,2011-26,1559.86
2011-07-08,2011-27,1582.41
2011-07-15,2011-28,1586.33
2011-07-22,2011-29,1583.89
2011-07-29,2011-30,1593.71
2011-08-05,2011-31,1584.76
2011-08-12,2011-32,1561.61
2011-08-19,2011-33,1548.1
2011-08-26,2011-34,1576.85
2011-09-02,2011-35,1582.4
2011-09-09,2011-36,1630.13
2011-09-16,2011-37,1628.95
2011-09-23,2011-38,1643.92
2011-09-30,2011-39,1639.59
2011-10-07,2011-40,1644.44
2011-10-14,2011-41,1645.92
2011-10-21,2011-42,1630.97
2011-10-28,2011-43,1621.52
2011-11-04,2011-44,1626.36
2011-11-11,2011-45,1628.86
2011-11-18,2011-46,1670.14
2011-11-25,2011-47,1649.33
2011-12-02,2011-48,1628.47
2011-12-09,2011-49,1667.19
2011-12-16,2011-50,1655.46
2011-12-23,2011-51,1663.25
2011-12-30,2011-52,1706.59
2012-01-06,2012-1,1746.95
2012-01-13,2012-2,1736.05
2012-01-20,2012-3,1776.03
2012-01-27,2012-4,1744.07
2012-02-03,2012-5,1716.75
2012-02-10,2012-6,1754.01
2012-02-17,2012-7,1751.04
2012-02-24,2012-8,1742.88
2012-03-02,2012-9,1810.6
2012-03-09,2012-10,1796.93
2012-03-16,2012-11,1810.27
2012-03-23,2012-12,1793.3
2012-03-30,2012-13,1793.59
2012-04-06,2012-14,1837.03
2012-04-13,2012-15,1899.25
2012-04-20,2012-16,1968.88
2012-04-27,2012-17,2014.62
2012-05-04,2012-18,2056.47
2012-05-11,2012-19,2073.32
2012-05-18,2012-20,2138.35
2012-05-25,2012-21,2167.62
2012-06-01,2012-22,2221.34
2012-06-08,2012-23,2245.19
2012-06-15,2012-24,2242.67
2012-06-22,2012-25,2284.95
2012-06-29,2012-26,2253.95
2012-07-06,2012-27,2209.7
2012-07-13,2012-28,2283.18
2012-07-20,2012-29,2301.3
2012-07-27,2012-30,2305.63
2012-08-03,2012-31,2307.66
2012-08-10,2012-32,2262.7
2012-08-17,2012-33,2236.76
2012-08-24,2012-34,2219.57
2012-08-31,2012-35,2150.76
2012-09-07,2012-36,2116.04
2012-09-14,2012-37,2117.55
2012-09-21,2012-38,2108.77
2012-09-28,2012-39,2085.0
2012-10-05,2012-40,2010.89
2012-10-12,2012-41,2085.97
2012-10-19,2012-42,2052.99
2012-10-26,2012-43,2077.92
2012-11-02,2012-44,2079.74
2012-11-09,2012-45,2136.39
2012-11-16,2012-46,2119.6
2012-11-23,2012-47,2136.34
2012-11-30,2012-48,2089.56
2012-12-07,2012-49,2074.54
2012-12-14,2012-50,2032.05
2012-12-21,2012-51,1991.32
2012-12-28,2012-52,2008.68
2013-01-04,2013-1,2058.5
2013-01-11,2013-2,2082.95
2013-01-18,2013-3,2066.29
2013-01-25,2013-4,2055.45
2013-02-01,2013-5,2036.97
2013-02-08,2013-6,2067.09
2013-02-15,2013-7,2068.22
2013-02-22,2013-8,2128.78
2013-03-01,2013-9,2129.77
2013-03-08,2013-10,2149.77
2013-03-15,2013-11,2168.14
2013-03-22,2013-12,2231.22
2013-03-29,2013-13,2275.62
2013-04-05,2013-14,2304.91
2013-04-12,2013-15,2262.53
2013-04-19,2013-16,2270.27
2013-04-26,2013-17,2350.35
2013-05-03,2013-18,2277.89
2013-05-10,2013-19,2295.16
2013-05-17,2013-20,2291.66
2013-05-24,2013-21,2322.46
2013-05-31,2013-22,2267.24
2013-06-07,2013-23,2242.17
2013-06-14,2013-24,2224.74
2013-06-21,2013-25,2282.42
2013-06-28,2013-26,2255.39
2013-07-05,2013-27,2198.64
2013-07-12,2013-28,2220.73
2013-07-19,2013-29,2250.0
2013-07-26,2013-30,2278.25
2013-08-02,2013-31,2304.66
2013-08-09,2013-32,2319.91
2013-08-16,2013-33,2300.44
2013-08-23,2013-34,2324.5
2013-08-30,2013-35,2337.05
2013-09-06,2013-36,2382.82
2013-09-13,2013-37,2386.62
2013-09-20,2013-38,
2013-09-27,2013-39,2407.55
2013-10-04,2013-40,2403.74
2013-10-11,2013-41,2358.43
2013-10-18,2013-42,
2013-10-25,2013-43,2449.62
2013-11-01,2013-44,2476.56
2013-11-08,2013-45,2480.56
2013-11-15,2013-46,2557.93
2013-11-22,2013-47,2578.28
2013-11-29,2013-48,2584.78
2013-12-06,2013-49,2571.01
2013-12-13,2013-50,2480.07
2013-12-20,2013-51,2311.97
2013-12-27,2013-52,2383.47
2014-01-03,2014-1,2315.3
2014-01-10,2014-2,2327.94
2014-01-17,2014-3,2329.78
2014-01-24,2014-4,2313.25
2014-01-31,2014-5,2310.47
2014-02-07,2014-6,2305.71
2014-02-14,2014-7,2279.09
2014-02-21,2014-8,2250.0
2014-02-28,2014-9,2277.37
2014-03-07,2014-10,2287.92
2014-03-14,2014-11,2307.47
2014-03-21,2014-12,2291.14
2014-03-28,2014-13,2291.93
2014-04-04,2014-14,2272.8
2014-04-11,2014-15,2273.29
2014-04-18,2014-16,2257.69
2014-04-25,2014-17,2234.66
2014-05-02,2014-18,2211.29
2014-05-09,2014-19,2207.06
2014-05-16,2014-20,2235.23
2014-05-23,2014-21,2285.97
2014-05-30,2014-22,2292.13
2014-06-06,2014-23,2319.1
2014-06-13,2014-24,2346.91
2014-06-20,2014-25,2355.77
2014-06-27,2014-26,2360.12
2014-07-04,2014-27,2350.36
2014-07-11,2014-28,2423.64
2014-07-18,2014-29,2515.28
2014-07-25,2014-30,2583.96
2014-08-01,2014-31,2578.2
2014-08-08,2014-32,2602.33
2014-08-15,2014-33,2540.79
2014-08-22,2014-34,2603.09
2014-08-29,2014-35,2612.41
2014-09-05,2014-36,2648.9
2014-09-12,2014-37,2681.57
2014-09-19,2014-38,2662.02
2014-09-26,2014-39,2604.54
2014-10-03,2014-40,2596.86
2014-10-10,2014-41,2570.84
2014-10-17,2014-42,2522.78
2014-10-24,2014-43,2581.23
2014-10-31,2014-44,2556.65
2014-11-07,2014-45,2566.81
2014-11-14,2014-46,2552.86
2014-11-21,2014-47,2539.47
2014-11-28,2014-48,2519.61
2014-12-05,2014-49,2511.48
2014-12-12,2014-50,2444.69
2014-12-19,2014-51,2361.0
2014-12-26,2014-52,2386.81
2015-01-02,2015-1,2437.31
2015-01-09,2015-2,2535.25
2015-01-16,2015-3,2620.1
2015-01-23,2015-4,2723.97
2015-01-30,2015-5,2651.57
2015-02-06,2015-6,2584.24
2015-02-13,2015-7,2585.61
2015-02-20,2015-8,2577.6
2015-02-27,2015-9,2535.82
2015-03-06,2015-10,2531.74
2015-03-13,2015-11,2554.5
2015-03-20,2015-12,2556.89
2015-03-27,2015-13,2494.06
2015-04-03,2015-14,2534.39
2015-04-10,2015-15,2574.87
2015-04-17,2015-16,2470.25
2015-04-24,2015-17,2447.11
2015-05-01,2015-18,2404.48
2015-05-08,2015-19,2397.96
2015-05-15,2015-20,2423.93
2015-05-22,2015-21,2475.18
2015-05-29,2015-22,2471.12
2015-06-05,2015-23,2421.89
2015-06-12,2015-24,2458.47
2015-06-19,2015-25,2746.4
2015-06-26,2015-26,2531.76
2015-07-03,2015-27,2532.9
2015-07-10,2015-28,2605.12
2015-07-17,2015-29,2668.35
2015-07-24,2015-30,2646.96
2015-07-31,2015-31,2585.96
2015-08-07,2015-32,2604.87
2015-08-14,2015-33,2572.48
2015-08-21,2015-34,2511.17
2015-08-28,2015-35,2504.31
2015-09-04,2015-36,2520.24
2015-09-11,2015-37,2505.42
2015-09-18,2015-38,2529.36
2015-09-25,2015-39,2565.1
2015-10-02,2015-40,2521.65
2015-10-09,2015-41,2548.66
2015-10-16,2015-42,2565.64
2015-10-23,2015-43,2654.34
2015-10-30,2015-44,2672.36
2015-11-06,2015-45,2631.21
2015-11-13,2015-46,2651.62
2015-11-20,2015-47,2663.48
2015-11-27,2015-48,2684.43
2015-12-04,2015-49,2625.17
2015-12-11,2015-50,2564.91
2015-12-18,2015-51,2602.97
2015-12-25,2015-52,2605.21
2016-01-01,2016-1,2620.96
2016-01-08,2016-2,2586.21
2016-01-15,2016-3,2565.24
2016-01-22,2016-4,2615.0
2016-01-29,2016-5,2614.04
2016-02-05,2016-6,2585.96
2016-02-12,2016-7,2548.12
2016-02-19,2016-8,2561.7
2016-02-26,2016-9,2638.46
2016-03-04,2016-10,2642.72
2016-03-11,2016-11,2624.27
2016-03-18,2016-12,2624.27
2016-03-25,2016-13,2563.75
2016-04-01,2016-14,2519.92
2016-04-08,2016-15,2513.45
2016-04-15,2016-16,2532.33
2016-04-22,2016-17,2542.19
2016-04-29,2016-18,2542.96
2016-05-06,2016-19,2489.73
2016-05-13,2016-20,2498.68
2016-05-20,2016-21,2522.33
2016-05-27,2016-22,2591.81
2016-06-03,2016-23,2624.18
2016-06-10,2016-24,2601.29
2016-06-17,2016-25,2638.32
2016-06-24,2016-26,2671.72
2016-07-01,2016-27,2654.65
2016-07-08,2016-28,2687.27
2016-07-15,2016-29,2710.86
2016-07-22,2016-30,2621.84
2016-07-29,2016-31,2558.27
2016-08-05,2016-32,2551.82
2016-08-12,2016-33,2483.4
2016-08-19,2016-34,2378.25
2016-08-26,2016-35,2325.78
2016-09-02,2016-36,2366.47
2016-09-09,2016-37,2346.33
2016-09-16,2016-38,2323.99
2016-09-23,2016-39,2350.64
2016-09-30,2016-40,2349.24
2016-10-07,2016-41,2263.98
2016-10-14,2016-42,2301.17
2016-10-21,2016-43,2364.0
2016-10-28,2016-44,2345.94
2016-11-04,2016-45,2341.48
2016-11-11,2016-46,2381.63
2016-11-18,2016-47,2454.94
2016-11-25,2016-48,2457.62
2016-12-02,2016-49,2476.23
2016-12-09,2016-50,2425.41
2016-12-16,2016-51,2462.08
2016-12-23,2016-52,2447.47
2016-12-30,2016-53,2603.46
2017-01-06,2017-1,2473.96
2017-01-13,2017-2,2499.35
2017-01-20,2017-3,2527.54
2017-01-27,2017-4,2571.97
2017-02-03,2017-5,2571.37
2017-02-10,2017-6,2585.32
2017-02-17,2017-7,2613.57
2017-02-24,2017-8,2615.21
2017-03-03,2017-9,2627.9
2017-03-10,2017-10,2585.76
2017-03-17,2017-11,2616.1
2017-03-24,2017-12,2610.05
2017-03-31,2017-13,2660.18
2017-04-07,2017-14,2695.63
2017-04-14,2017-15,2737.82
2017-04-21,2017-16,2718.27
2017-04-28,2017-17,2674.69
