Tarih,TP_KYBKATFON_KB5,TP_KYBKATFON_KB5
2007-06-22,2007-25,
2007-06-29,2007-26,19.09
2007-07-06,2007-27,
2007-07-13,2007-28,
2007-07-20,2007-29,
2007-07-27,2007-30,20.13
2007-08-03,2007-31,16.58
2007-08-10,2007-32,14.47
2007-08-17,2007-33,13.84
2007-08-24,2007-34,13.26
2007-08-31,2007-35,11.13
2007-09-07,2007-36,10.74
2007-09-14,2007-37,10.42
2007-09-21,2007-38,17.98
2007-09-28,2007-39,14.08
2007-10-05,2007-40,16.15
2007-10-12,2007-41,15.84
2007-10-19,2007-42,14.51
2007-10-26,2007-43,12.29
2007-11-02,2007-44,13.04
2007-11-09,2007-45,12.73
2007-11-16,2007-46,14.27
2007-11-23,2007-47,19.67
2007-11-30,2007-48,13.71
2007-12-07,2007-49,12.49
2007-12-14,2007-50,12.45
2007-12-21,2007-51,13.91
2007-12-28,2007-52,15.76
2008-01-04,2008-1,13.58
2008-01-11,2008-2,13.98
2008-01-18,2008-3,11.55
2008-01-25,2008-4,12.84
2008-02-01,2008-5,14.84
2008-02-08,2008-6,14.47
2008-02-15,2008-7,17.12
2008-02-22,2008-8,19.84
2008-02-29,2008-9,14.24
2008-03-07,2008-10,12.58
2008-03-14,2008-11,14.76
2008-03-21,2008-12,14.54
2008-03-28,2008-13,14.81
2008-04-04,2008-14,13.74
2008-04-11,2008-15,15.93
2008-04-18,2008-16,13.05
2008-04-25,2008-17,17.95
2008-05-02,2008-18,15.41
2008-05-09,2008-19,18.31
2008-05-16,2008-20,18.97
2008-05-23,2008-21,15.66
2008-05-30,2008-22,16.69
2008-06-06,2008-23,18.85
2008-06-13,2008-24,16.62
2008-06-20,2008-25,17.73
2008-06-27,2008-26,17.62
2008-07-04,2008-27,15.79
2008-07-11,2008-28,17.58
2008-07-18,2008-29,15.12
2008-07-25,2008-30,18.31
2008-08-01,2008-31,17.37
2008-08-08,2008-32,18.06
2008-08-15,2008-33,19.43
2008-08-22,2008-34,18.19
2008-08-29,2008-35,19.25
2008-09-05,2008-36,15.61
2008-09-12,2008-37,14.25
2008-09-19,2008-38,15.75
2008-09-26,2008-39,14.79
2008-10-03,2008-40,15.33
2008-10-10,2008-41,14.4
2008-10-17,2008-42,13.01
2008-10-24,2008-43,12.61
2008-10-31,2008-44,12.58
2008-11-07,2008-45,12.08
2008-11-14,2008-46,12.93
2008-11-21,2008-47,12.85
2008-11-28,2008-48,20.61
2008-12-05,2008-49,20.16
2008-12-12,2008-50,19.38
2008-12-19,2008-51,32.77
2008-12-26,2008-52,25.13
2009-01-02,2009-1,20.75
2009-01-09,2009-2,18.04
2009-01-16,2009-3,15.94
2009-01-23,2009-4,19.05
2009-01-30,2009-5,16.01
2009-02-06,2009-6,20.75
2009-02-13,2009-7,13.03
2009-02-20,2009-8,15.4
2009-02-27,2009-9,11.39
2009-03-06,2009-10,9.98
2009-03-13,2009-11,10.64
2009-03-20,2009-12,13.38
2009-03-27,2009-13,10.87
2009-04-03,2009-14,12.53
2009-04-10,2009-15,26.85
2009-04-17,2009-16,10.86
2009-04-24,2009-17,15.63
2009-05-01,2009-18,10.61
2009-05-08,2009-19,11.07
2009-05-15,2009-20,10.62
2009-05-22,2009-21,
2009-05-29,2009-22,11.94
2009-06-05,2009-23,12.26
2009-06-12,2009-24,11.38
2009-06-19,2009-25,10.79
2009-06-26,2009-26,12.3
2009-07-03,2009-27,15.56
2009-07-10,2009-28,11.55
2009-07-17,2009-29,12.24
2009-07-24,2009-30,13.83
2009-07-31,2009-31,14.93
2009-08-07,2009-32,21.22
2009-08-14,2009-33,18.42
2009-08-21,2009-34,20.33
2009-08-28,2009-35,23.67
2009-09-04,2009-36,17.45
2009-09-11,2009-37,16.72
2009-09-18,2009-38,21.47
2009-09-25,2009-39,30.69
2009-10-02,2009-40,30.39
2009-10-09,2009-41,31.48
2009-10-16,2009-42,23.02
2009-10-23,2009-43,21.82
2009-10-30,2009-44,21.08
2009-11-06,2009-45,20.98
2009-11-13,2009-46,16.94
2009-11-20,2009-47,17.24
2009-11-27,2009-48,21.78
2009-12-04,2009-49,22.38
2009-12-11,2009-50,22.26
2009-12-18,2009-51,20.81
2009-12-25,2009-52,21.33
2010-01-01,2010-1,20.4
2010-01-08,2010-2,22.02
2010-01-15,2010-3,26.46
2010-01-22,2010-4,19.38
2010-01-29,2010-5,20.55
2010-02-05,2010-6,20.45
2010-02-12,2010-7,18.49
2010-02-19,2010-8,18.7
2010-02-26,2010-9,20.79
2010-03-05,2010-10,20.66
2010-03-12,2010-11,21.47
2010-03-19,2010-12,17.05
2010-03-26,2010-13,25.3
2010-04-02,2010-14,27.7
2010-04-09,2010-15,28.07
2010-04-16,2010-16,26.51
2010-04-23,2010-17,25.28
2010-04-30,2010-18,21.97
2010-05-07,2010-19,15.56
2010-05-14,2010-20,17.97
2010-05-21,2010-21,17.91
2010-05-28,2010-22,29.5
2010-06-04,2010-23,26.04
2010-06-11,2010-24,19.42
2010-06-18,2010-25,19.07
2010-06-25,2010-26,19.41
2010-07-02,2010-27,19.49
2010-07-09,2010-28,19.95
2010-07-16,2010-29,21.22
2010-07-23,2010-30,25.04
2010-07-30,2010-31,28.81
2010-08-06,2010-32,25.03
2010-08-13,2010-33,25.86
2010-08-20,2010-34,23.59
2010-08-27,2010-35,23.47
2010-09-03,2010-36,24.67
2010-09-10,2010-37,23.02
2010-09-17,2010-38,25.29
2010-09-24,2010-39,31.78
2010-10-01,2010-40,28.08
2010-10-08,2010-41,28.44
2010-10-15,2010-42,25.64
2010-10-22,2010-43,34.85
2010-10-29,2010-44,24.39
2010-11-05,2010-45,22.35
2010-11-12,2010-46,22.26
2010-11-19,2010-47,
2010-11-26,2010-48,21.89
2010-12-03,2010-49,24.87
2010-12-10,2010-50,20.93
2010-12-17,2010-51,35.42
2010-12-24,2010-52,36.27
2010-12-31,2010-53,32.41
2011-01-07,2011-1,26.67
2011-01-14,2011-2,27.54
2011-01-21,2011-3,22.18
2011-01-28,2011-4,22.64
2011-02-04,2011-5,21.95
2011-02-11,2011-6,21.99
2011-02-18,2011-7,23.96
2011-02-25,2011-8,29.42
2011-03-04,2011-9,38.09
2011-03-11,2011-10,44.69
2011-03-18,2011-11,42.56
2011-03-25,2011-12,43.4
2011-04-01,2011-13,32.39
2011-04-08,2011-14,31.37
2011-04-15,2011-15,33.61
2011-04-22,2011-16,21.37
2011-04-29,2011-17,28.71
2011-05-06,2011-18,30.15
2011-05-13,2011-19,29.76
2011-05-20,2011-20,29.37
2011-05-27,2011-21,20.73
2011-06-03,2011-22,29.92
2011-06-10,2011-23,19.97
2011-06-17,2011-24,32.04
2011-06-24,2011-25,28.05
2011-07-01,2011-26,27.51
2011-07-08,2011-27,27.01
2011-07-15,2011-28,22.58
2011-07-22,2011-29,22.73
2011-07-29,2011-30,21.21
2011-08-05,2011-31,22.26
2011-08-12,2011-32,23.53
2011-08-19,2011-33,27.96
2011-08-26,2011-34,29.43
2011-09-02,2011-35,34.73
2011-09-09,2011-36,33.06
2011-09-16,2011-37,26.94
2011-09-23,2011-38,26.34
2011-09-30,2011-39,23.85
2011-10-07,2011-40,23.06
2011-10-14,2011-41,14.57
2011-10-21,2011-42,12.38
2011-10-28,2011-43,8.25
2011-11-04,2011-44,10.15
2011-11-11,2011-45,13.98
2011-11-18,2011-46,14.16
2011-11-25,2011-47,11.98
2011-12-02,2011-48,12.29
2011-12-09,2011-49,16.24
2011-12-16,2011-50,16.83
2011-12-23,2011-51,17.91
2011-12-30,2011-52,19.62
2012-01-06,2012-1,24.52
2012-01-13,2012-2,20.59
2012-01-20,2012-3,22.66
2012-01-27,2012-4,16.09
2012-02-03,2012-5,22.88
2012-02-10,2012-6,13.89
2012-02-17,2012-7,25.32
2012-02-24,2012-8,24.55
2012-03-02,2012-9,12.16
2012-03-09,2012-10,18.4
2012-03-16,2012-11,23.65
2012-03-23,2012-12,26.79
2012-03-30,2012-13,27.56
2012-04-06,2012-14,25.43
2012-04-13,2012-15,29.61
2012-04-20,2012-16,25.18
2012-04-27,2012-17,22.35
2012-05-04,2012-18,22.11
2012-05-11,2012-19,22.99
2012-05-18,2012-20,24.16
2012-05-25,2012-21,21.95
2012-06-01,2012-22,12.6
2012-06-08,2012-23,12.05
2012-06-15,2012-24,15.38
2012-06-22,2012-25,13.37
2012-06-29,2012-26,15.73
2012-07-06,2012-27,16.68
2012-07-13,2012-28,14.79
2012-07-20,2012-29,18.84
2012-07-27,2012-30,13.49
2012-08-03,2012-31,13.91
2012-08-10,2012-32,15.45
2012-08-17,2012-33,14.15
2012-08-24,2012-34,21.3
2012-08-31,2012-35,17.08
2012-09-07,2012-36,20.15
2012-09-14,2012-37,17.13
2012-09-21,2012-38,19.46
2012-09-28,2012-39,20.45
2012-10-05,2012-40,20.62
2012-10-12,2012-41,18.45
2012-10-19,2012-42,18.49
2012-10-26,2012-43,20.39
2012-11-02,2012-44,18.36
2012-11-09,2012-45,17.69
2012-11-16,2012-46,19.95
2012-11-23,2012-47,21.72
2012-11-30,2012-48,22.12
2012-12-07,2012-49,16.79
2012-12-14,2012-50,15.33
2012-12-21,2012-51,17.33
2012-12-28,2012-52,19.26
2013-01-04,2013-1,15.45
2013-01-11,2013-2,17.5
2013-01-18,2013-3,21.63
2013-01-25,2013-4,22.83
2013-02-01,2013-5,20.36
2013-02-08,2013-6,22.64
2013-02-15,2013-7,34.65
2013-02-22,2013-8,48.14
2013-03-01,2013-9,39.49
2013-03-08,2013-10,38.58
2013-03-15,2013-11,35.82
2013-03-22,2013-12,37.11
2013-03-29,2013-13,33.4
2013-04-05,2013-14,30.77
2013-04-12,2013-15,32.84
2013-04-19,2013-16,32.59
2013-04-26,2013-17,15.95
2013-05-03,2013-18,25.08
2013-05-10,2013-19,29.08
2013-05-17,2013-20,34.97
2013-05-24,2013-21,42.49
2013-05-31,2013-22,41.26
2013-06-07,2013-23,42.35
2013-06-14,2013-24,58.62
2013-06-21,2013-25,89.73
2013-06-28,2013-26,77.57
2013-07-05,2013-27,75.69
2013-07-12,2013-28,82.85
2013-07-19,2013-29,83.37
2013-07-26,2013-30,80.8
2013-08-02,2013-31,121.61
2013-08-09,2013-32,128.0
2013-08-16,2013-33,123.09
2013-08-23,2013-34,126.43
2013-08-30,2013-35,112.79
2013-09-06,2013-36,108.44
2013-09-13,2013-37,105.19
2013-09-20,2013-38,
2013-09-27,2013-39,97.26
2013-10-04,2013-40,86.66
2013-10-11,2013-41,71.08
2013-10-18,2013-42,
2013-10-25,2013-43,77.44
2013-11-01,2013-44,77.37
2013-11-08,2013-45,56.3
2013-11-15,2013-46,62.36
2013-11-22,2013-47,60.73
2013-11-29,2013-48,69.0
2013-12-06,2013-49,51.41
2013-12-13,2013-50,53.58
2013-12-20,2013-51,48.56
2013-12-27,2013-52,44.73
2014-01-03,2014-1,49.11
2014-01-10,2014-2,51.6
2014-01-17,2014-3,44.43
2014-01-24,2014-4,42.97
2014-01-31,2014-5,43.06
2014-02-07,2014-6,51.11
2014-02-14,2014-7,79.51
2014-02-21,2014-8,61.86
2014-02-28,2014-9,51.95
2014-03-07,2014-10,74.69
2014-03-14,2014-11,52.33
2014-03-21,2014-12,31.6
2014-03-28,2014-13,65.61
2014-04-04,2014-14,112.13
2014-04-11,2014-15,124.3
2014-04-18,2014-16,116.83
2014-04-25,2014-17,114.7
2014-05-02,2014-18,141.09
2014-05-09,2014-19,159.52
2014-05-16,2014-20,143.41
2014-05-23,2014-21,141.7
2014-05-30,2014-22,49.2
2014-06-06,2014-23,51.07
2014-06-13,2014-24,59.93
2014-06-20,2014-25,60.17
2014-06-27,2014-26,59.15
2014-07-04,2014-27,60.11
2014-07-11,2014-28,64.14
2014-07-18,2014-29,59.3
2014-07-25,2014-30,57.83
2014-08-01,2014-31,58.17
2014-08-08,2014-32,58.76
2014-08-15,2014-33,57.83
2014-08-22,2014-34,58.0
2014-08-29,2014-35,57.16
2014-09-05,2014-36,55.49
2014-09-12,2014-37,57.08
2014-09-19,2014-38,69.1
2014-09-26,2014-39,61.63
2014-10-03,2014-40,58.02
2014-10-10,2014-41,59.71
2014-10-17,2014-42,59.06
2014-10-24,2014-43,58.04
2014-10-31,2014-44,55.01
2014-11-07,2014-45,56.31
2014-11-14,2014-46,69.57
2014-11-21,2014-47,85.99
2014-11-28,2014-48,61.6
2014-12-05,2014-49,64.9
2014-12-12,2014-50,84.38
2014-12-19,2014-51,69.0
2014-12-26,2014-52,70.03
2015-01-02,2015-1,85.88
2015-01-09,2015-2,70.91
2015-01-16,2015-3,63.79
2015-01-23,2015-4,59.95
2015-01-30,2015-5,60.62
2015-02-06,2015-6,61.51
2015-02-13,2015-7,66.8
2015-02-20,2015-8,61.09
2015-02-27,2015-9,61.37
2015-03-06,2015-10,64.26
2015-03-13,2015-11,68.83
2015-03-20,2015-12,62.9
2015-03-27,2015-13,61.52
2015-04-03,2015-14,63.53
2015-04-10,2015-15,64.68
2015-04-17,2015-16,64.04
2015-04-24,2015-17,68.01
2015-05-01,2015-18,66.22
2015-05-08,2015-19,64.76
2015-05-15,2015-20,64.46
2015-05-22,2015-21,66.54
2015-05-29,2015-22,67.38
2015-06-05,2015-23,69.06
2015-06-12,2015-24,67.18
2015-06-19,2015-25,74.73
2015-06-26,2015-26,74.84
2015-07-03,2015-27,74.59
2015-07-10,2015-28,76.76
2015-07-17,2015-29,76.83
2015-07-24,2015-30,77.31
2015-07-31,2015-31,76.66
2015-08-07,2015-32,83.15
2015-08-14,2015-33,79.74
2015-08-21,2015-34,79.69
2015-08-28,2015-35,78.38
2015-09-04,2015-36,75.75
2015-09-11,2015-37,85.27
2015-09-18,2015-38,78.94
2015-09-25,2015-39,84.43
2015-10-02,2015-40,90.37
2015-10-09,2015-41,89.25
2015-10-16,2015-42,85.83
2015-10-23,2015-43,85.19
2015-10-30,2015-44,81.1
2015-11-06,2015-45,78.09
2015-11-13,2015-46,76.6
2015-11-20,2015-47,109.48
2015-11-27,2015-48,110.3
2015-12-04,2015-49,105.13
2015-12-11,2015-50,113.14
2015-12-18,2015-51,111.67
2015-12-25,2015-52,111.67
2016-01-01,2016-1,128.86
2016-01-08,2016-2,122.55
2016-01-15,2016-3,110.16
2016-01-22,2016-4,97.0
2016-01-29,2016-5,101.45
2016-02-05,2016-6,100.39
2016-02-12,2016-7,99.42
2016-02-19,2016-8,95.08
2016-02-26,2016-9,98.24
2016-03-04,2016-10,201.21
2016-03-11,2016-11,195.31
2016-03-18,2016-12,156.96
2016-03-25,2016-13,99.36
2016-04-01,2016-14,90.81
2016-04-08,2016-15,89.97
2016-04-15,2016-16,85.72
2016-04-22,2016-17,83.29
2016-04-29,2016-18,105.28
2016-05-06,2016-19,80.41
2016-05-13,2016-20,81.2
2016-05-20,2016-21,167.73
2016-05-27,2016-22,176.2
2016-06-03,2016-23,179.65
2016-06-10,2016-24,176.61
2016-06-17,2016-25,169.36
2016-06-24,2016-26,186.77
2016-07-01,2016-27,191.28
2016-07-08,2016-28,185.72
2016-07-15,2016-29,185.78
2016-07-22,2016-30,173.04
2016-07-29,2016-31,166.33
2016-08-05,2016-32,165.38
2016-08-12,2016-33,183.15
2016-08-19,2016-34,183.86
2016-08-26,2016-35,184.8
2016-09-02,2016-36,189.16
2016-09-09,2016-37,191.13
2016-09-16,2016-38,201.13
2016-09-23,2016-39,204.03
2016-09-30,2016-40,193.52
2016-10-07,2016-41,198.14
2016-10-14,2016-42,201.34
2016-10-21,2016-43,209.51
2016-10-28,2016-44,194.47
2016-11-04,2016-45,171.46
2016-11-11,2016-46,139.16
2016-11-18,2016-47,120.54
2016-11-25,2016-48,108.76
2016-12-02,2016-49,95.23
2016-12-09,2016-50,125.35
2016-12-16,2016-51,125.62
2016-12-23,2016-52,131.29
2016-12-30,2016-53,125.91
2017-01-06,2017-1,104.76
2017-01-13,2017-2,66.91
2017-01-20,2017-3,75.23
2017-01-27,2017-4,49.82
2017-02-03,2017-5,81.21
2017-02-10,2017-6,98.89
2017-02-17,2017-7,102.81
2017-02-24,2017-8,253.32
2017-03-03,2017-9,255.54
2017-03-10,2017-10,254.18
2017-03-17,2017-11,268.5
2017-03-24,2017-12,260.65
2017-03-31,2017-13,252.46
2017-04-07,2017-14,237.48
2017-04-14,2017-15,230.87
2017-04-21,2017-16,230.47
2017-04-28,2017-17,246.5
2017-05-05,2017-18,250.48
2017-05-12,2017-19,268.86
2017-05-19,2017-20,257.65
2017-05-26,2017-21,266.89
2017-06-02,2017-22,82.46
2017-06-09,2017-23,86.83
2017-06-16,2017-24,85.31
2017-06-23,2017-25,85.9
2017-06-30,2017-26,84.36
2017-07-07,2017-27,78.19
2017-07-14,2017-28,90.06
2017-07-21,2017-29,88.58
2017-07-28,2017-30,78.69
2017-08-04,2017-31,85.14
2017-08-11,2017-32,89.65
2017-08-18,2017-33,85.0
2017-08-25,2017-34,90.12
2017-09-01,2017-35,94.25
2017-09-08,2017-36,87.66
2017-09-15,2017-37,86.59
2017-09-22,2017-38,82.73
2017-09-29,2017-39,76.55
2017-10-06,2017-40,75.18
2017-10-13,2017-41,72.39
2017-10-20,2017-42,70.38
2017-10-27,2017-43,65.0
2017-11-03,2017-44,66.9
2017-11-10,2017-45,68.28
2017-11-17,2017-46,68.94
2017-11-24,2017-47,67.15
2017-12-01,2017-48,73.33
2017-12-08,2017-49,81.61
