Tarih,TP_KYBKATFON_KB1,TP_KYBKATFON_KB1
2007-06-01,2007-22,
2007-06-08,2007-23,
2007-06-15,2007-24,
2007-06-22,2007-25,
2007-06-29,2007-26,5803.04
2007-07-06,2007-27,
2007-07-13,2007-28,
2007-07-20,2007-29,
2007-07-27,2007-30,6083.44
2007-08-03,2007-31,6058.86
2007-08-10,2007-32,6087.86
2007-08-17,2007-33,6614.04
2007-08-24,2007-34,6541.36
2007-08-31,2007-35,6567.89
2007-09-07,2007-36,6473.3
2007-09-14,2007-37,6529.6
2007-09-21,2007-38,6542.51
2007-09-28,2007-39,6614.46
2007-10-05,2007-40,6625.1
2007-10-12,2007-41,6758.36
2007-10-19,2007-42,6935.07
2007-10-26,2007-43,7073.68
2007-11-02,2007-44,7064.25
2007-11-09,2007-45,7001.17
2007-11-16,2007-46,7152.6
2007-11-23,2007-47,7281.42
2007-11-30,2007-48,7368.55
2007-12-07,2007-49,7342.26
2007-12-14,2007-50,7419.29
2007-12-21,2007-51,7566.59
2007-12-28,2007-52,7742.12
2008-01-04,2008-1,7594.4
2008-01-11,2008-2,7572.27
2008-01-18,2008-3,7721.85
2008-01-25,2008-4,7897.25
2008-02-01,2008-5,7964.4
2008-02-08,2008-6,7921.33
2008-02-15,2008-7,8133.23
2008-02-22,2008-8,8165.41
2008-02-29,2008-9,8254.58
2008-03-07,2008-10,8381.22
2008-03-14,2008-11,8465.61
2008-03-21,2008-12,8557.59
2008-03-28,2008-13,8736.71
2008-04-04,2008-14,8845.06
2008-04-11,2008-15,8794.07
2008-04-18,2008-16,8944.83
2008-04-25,2008-17,8934.13
2008-05-02,2008-18,8923.86
2008-05-09,2008-19,8827.73
2008-05-16,2008-20,8792.35
2008-05-23,2008-21,8834.39
2008-05-30,2008-22,8697.25
2008-06-06,2008-23,8730.44
2008-06-13,2008-24,8825.64
2008-06-20,2008-25,8780.06
2008-06-27,2008-26,8929.87
2008-07-04,2008-27,8768.53
2008-07-11,2008-28,8663.48
2008-07-18,2008-29,8663.82
2008-07-25,2008-30,8609.59
2008-08-01,2008-31,8671.26
2008-08-08,2008-32,8460.59
2008-08-15,2008-33,8572.8
2008-08-22,2008-34,8513.33
2008-08-29,2008-35,8539.47
2008-09-05,2008-36,8555.58
2008-09-12,2008-37,8736.24
2008-09-19,2008-38,9016.77
2008-09-26,2008-39,9261.92
2008-10-03,2008-40,9149.76
2008-10-10,2008-41,9647.44
2008-10-17,2008-42,10023.68
2008-10-24,2008-43,10438.66
2008-10-31,2008-44,10461.97
2008-11-07,2008-45,10288.76
2008-11-14,2008-46,10480.52
2008-11-21,2008-47,10684.82
2008-11-28,2008-48,10602.82
2008-12-05,2008-49,10415.91
2008-12-12,2008-50,10427.78
2008-12-19,2008-51,10603.4
2008-12-26,2008-52,10832.65
2009-01-02,2009-1,10914.67
2009-01-09,2009-2,10839.52
2009-01-16,2009-3,11075.96
2009-01-23,2009-4,11407.56
2009-01-30,2009-5,11458.95
2009-02-06,2009-6,11602.18
2009-02-13,2009-7,11867.55
2009-02-20,2009-8,12195.05
2009-02-27,2009-9,12559.88
2009-03-06,2009-10,12723.96
2009-03-13,2009-11,12969.13
2009-03-20,2009-12,13013.12
2009-03-27,2009-13,13140.77
2009-04-03,2009-14,12933.92
2009-04-10,2009-15,12886.76
2009-04-17,2009-16,13090.55
2009-04-24,2009-17,13224.84
2009-05-01,2009-18,13095.08
2009-05-08,2009-19,12877.07
2009-05-15,2009-20,13079.0
2009-05-22,2009-21,
2009-05-29,2009-22,13145.28
2009-06-05,2009-23,13128.59
2009-06-12,2009-24,13253.37
2009-06-19,2009-25,13573.69
2009-06-26,2009-26,13815.67
2009-07-03,2009-27,13532.12
2009-07-10,2009-28,13600.84
2009-07-17,2009-29,13723.5
2009-07-24,2009-30,13772.98
2009-07-31,2009-31,13978.14
2009-08-07,2009-32,13806.14
2009-08-14,2009-33,14004.65
2009-08-21,2009-34,14167.42
2009-08-28,2009-35,14418.71
2009-09-04,2009-36,14490.55
2009-09-11,2009-37,14599.12
2009-09-18,2009-38,14782.07
2009-09-25,2009-39,15011.05
2009-10-02,2009-40,15176.06
2009-10-09,2009-41,15041.02
2009-10-16,2009-42,15241.0
2009-10-23,2009-43,15473.74
2009-10-30,2009-44,15524.25
2009-11-06,2009-45,15645.0
2009-11-13,2009-46,15798.6
2009-11-20,2009-47,15923.61
2009-11-27,2009-48,16168.65
2009-12-04,2009-49,16167.14
2009-12-11,2009-50,16288.06
2009-12-18,2009-51,16534.72
2009-12-25,2009-52,16761.49
2010-01-01,2010-1,16816.1
2010-01-08,2010-2,16505.04
2010-01-15,2010-3,16521.39
2010-01-22,2010-4,16661.18
2010-01-29,2010-5,16799.45
2010-02-05,2010-6,16827.42
2010-02-12,2010-7,16970.56
2010-02-19,2010-8,17164.39
2010-02-26,2010-9,17472.82
2010-03-05,2010-10,17344.49
2010-03-12,2010-11,17393.68
2010-03-19,2010-12,17488.33
2010-03-26,2010-13,17690.14
2010-04-02,2010-14,17805.1
2010-04-09,2010-15,17854.79
2010-04-16,2010-16,18276.7
2010-04-23,2010-17,18280.54
2010-04-30,2010-18,18296.64
2010-05-07,2010-19,18613.57
2010-05-14,2010-20,18594.05
2010-05-21,2010-21,18607.88
2010-05-28,2010-22,18296.64
2010-06-04,2010-23,18501.15
2010-06-11,2010-24,18426.78
2010-06-18,2010-25,18525.65
2010-06-25,2010-26,18678.17
2010-07-02,2010-27,18696.33
2010-07-09,2010-28,18524.92
2010-07-16,2010-29,18657.01
2010-07-23,2010-30,18532.07
2010-07-30,2010-31,18590.51
2010-08-06,2010-32,18288.73
2010-08-13,2010-33,18503.06
2010-08-20,2010-34,18493.25
2010-08-27,2010-35,18827.05
2010-09-03,2010-36,18607.73
2010-09-10,2010-37,18709.99
2010-09-17,2010-38,18947.38
2010-09-24,2010-39,19052.0
2010-10-01,2010-40,19161.29
2010-10-08,2010-41,18959.48
2010-10-15,2010-42,19174.23
2010-10-22,2010-43,19405.25
2010-10-29,2010-44,19668.12
2010-11-05,2010-45,19319.71
2010-11-12,2010-46,19665.78
2010-11-19,2010-47,
2010-11-26,2010-48,20133.42
2010-12-03,2010-49,20003.31
2010-12-10,2010-50,20272.96
2010-12-17,2010-51,20936.79
2010-12-24,2010-52,21605.93
2010-12-31,2010-53,22128.53
2011-01-07,2011-1,21952.2
2011-01-14,2011-2,22067.98
2011-01-21,2011-3,22337.97
2011-01-28,2011-4,22548.63
2011-02-04,2011-5,22588.39
2011-02-11,2011-6,22713.36
2011-02-18,2011-7,22938.66
2011-02-25,2011-8,23055.43
2011-03-04,2011-9,22986.89
2011-03-11,2011-10,22826.19
2011-03-18,2011-11,22858.87
2011-03-25,2011-12,22829.57
2011-04-01,2011-13,22653.29
2011-04-08,2011-14,22454.21
2011-04-15,2011-15,22570.28
2011-04-22,2011-16,22817.59
2011-04-29,2011-17,22928.15
2011-05-06,2011-18,22770.23
2011-05-13,2011-19,23107.69
2011-05-20,2011-20,23094.25
2011-05-27,2011-21,23592.91
2011-06-03,2011-22,23359.65
2011-06-10,2011-23,23385.32
2011-06-17,2011-24,23695.64
2011-06-24,2011-25,23919.54
2011-07-01,2011-26,23780.76
2011-07-08,2011-27,23563.57
2011-07-15,2011-28,23814.32
2011-07-22,2011-29,23771.49
2011-07-29,2011-30,23915.48
2011-08-05,2011-31,23665.6
2011-08-12,2011-32,23581.31
2011-08-19,2011-33,23609.3
2011-08-26,2011-34,23440.2
2011-09-02,2011-35,22982.67
2011-09-09,2011-36,22998.81
2011-09-16,2011-37,23014.47
2011-09-23,2011-38,23258.24
2011-09-30,2011-39,23173.15
2011-10-07,2011-40,23155.49
2011-10-14,2011-41,23457.96
2011-10-21,2011-42,23597.25
2011-10-28,2011-43,23585.16
2011-11-04,2011-44,23418.09
2011-11-11,2011-45,23581.89
2011-11-18,2011-46,23946.74
2011-11-25,2011-47,23989.0
2011-12-02,2011-48,23973.22
2011-12-09,2011-49,23844.4
2011-12-16,2011-50,23693.72
2011-12-23,2011-51,23868.3
2011-12-30,2011-52,23886.65
2012-01-06,2012-1,23495.46
2012-01-13,2012-2,23602.53
2012-01-20,2012-3,23451.61
2012-01-27,2012-4,23772.4
2012-02-03,2012-5,23271.67
2012-02-10,2012-6,23091.01
2012-02-17,2012-7,23266.6
2012-02-24,2012-8,23304.94
2012-03-02,2012-9,23136.56
2012-03-09,2012-10,23106.24
2012-03-16,2012-11,23280.7
2012-03-23,2012-12,23535.31
2012-03-30,2012-13,23456.53
2012-04-06,2012-14,23251.44
2012-04-13,2012-15,23611.83
2012-04-20,2012-16,23553.01
2012-04-27,2012-17,23689.68
2012-05-04,2012-18,23283.7
2012-05-11,2012-19,23315.96
2012-05-18,2012-20,23848.22
2012-05-25,2012-21,23993.78
2012-06-01,2012-22,24269.95
2012-06-08,2012-23,24112.96
2012-06-15,2012-24,24198.06
2012-06-22,2012-25,24081.89
2012-06-29,2012-26,24268.78
2012-07-06,2012-27,24082.39
2012-07-13,2012-28,24229.33
2012-07-20,2012-29,24177.02
2012-07-27,2012-30,24617.42
2012-08-03,2012-31,24374.58
2012-08-10,2012-32,24460.46
2012-08-17,2012-33,24993.92
2012-08-24,2012-34,25263.83
2012-08-31,2012-35,25479.63
2012-09-07,2012-36,25690.92
2012-09-14,2012-37,25962.73
2012-09-21,2012-38,26364.7
2012-09-28,2012-39,26802.26
2012-10-05,2012-40,26588.11
2012-10-12,2012-41,27193.78
2012-10-19,2012-42,27467.05
2012-10-26,2012-43,27683.9
2012-11-02,2012-44,27451.86
2012-11-09,2012-45,27398.67
2012-11-16,2012-46,27829.02
2012-11-23,2012-47,27989.93
2012-11-30,2012-48,28020.85
2012-12-07,2012-49,27961.33
2012-12-14,2012-50,28157.59
2012-12-21,2012-51,28277.68
2012-12-28,2012-52,28825.21
2013-01-04,2013-1,28546.39
2013-01-11,2013-2,28676.64
2013-01-18,2013-3,28676.64
2013-01-25,2013-4,29069.43
2013-02-01,2013-5,29200.87
2013-02-08,2013-6,29050.07
2013-02-15,2013-7,29241.79
2013-02-22,2013-8,29456.41
2013-03-01,2013-9,29905.87
2013-03-08,2013-10,29516.9
2013-03-15,2013-11,29933.99
2013-03-22,2013-12,30454.6
2013-03-29,2013-13,30586.58
2013-04-05,2013-14,30134.32
2013-04-12,2013-15,29931.23
2013-04-19,2013-16,29970.04
2013-04-26,2013-17,30374.14
2013-05-03,2013-18,30344.06
2013-05-10,2013-19,30666.45
2013-05-17,2013-20,31853.23
2013-05-24,2013-21,32383.25
2013-05-31,2013-22,32744.57
2013-06-07,2013-23,33239.74
2013-06-14,2013-24,33543.79
2013-06-21,2013-25,33856.04
2013-06-28,2013-26,33701.83
2013-07-05,2013-27,33350.21
2013-07-12,2013-28,33343.8
2013-07-19,2013-29,33433.63
2013-07-26,2013-30,33546.59
2013-08-02,2013-31,33599.89
2013-08-09,2013-32,33663.13
2013-08-16,2013-33,33876.77
2013-08-23,2013-34,34045.48
2013-08-30,2013-35,34278.95
2013-09-06,2013-36,34246.48
2013-09-13,2013-37,34399.5
2013-09-20,2013-38,
2013-09-27,2013-39,35128.16
2013-10-04,2013-40,34263.13
2013-10-11,2013-41,34463.22
2013-10-18,2013-42,
2013-10-25,2013-43,34973.05
2013-11-01,2013-44,34987.37
2013-11-08,2013-45,35079.64
2013-11-15,2013-46,35631.72
2013-11-22,2013-47,35356.87
2013-11-29,2013-48,35322.39
2013-12-06,2013-49,35064.56
2013-12-13,2013-50,35797.18
2013-12-20,2013-51,35974.61
2013-12-27,2013-52,36652.64
2014-01-03,2014-1,36439.48
2014-01-10,2014-2,36675.9
2014-01-17,2014-3,36742.67
2014-01-24,2014-4,36920.54
2014-01-31,2014-5,37067.95
2014-02-07,2014-6,36491.17
2014-02-14,2014-7,36328.57
2014-02-21,2014-8,36202.28
2014-02-28,2014-9,35900.32
2014-03-07,2014-10,35484.9
2014-03-14,2014-11,35924.95
2014-03-21,2014-12,35807.81
2014-03-28,2014-13,35251.05
2014-04-04,2014-14,34510.7
2014-04-11,2014-15,34513.44
2014-04-18,2014-16,34708.07
2014-04-25,2014-17,34714.63
2014-05-02,2014-18,33706.99
2014-05-09,2014-19,33959.02
2014-05-16,2014-20,34195.11
2014-05-23,2014-21,34143.74
2014-05-30,2014-22,34172.94
2014-06-06,2014-23,34088.71
2014-06-13,2014-24,34328.38
2014-06-20,2014-25,35039.52
2014-06-27,2014-26,35050.26
2014-07-04,2014-27,35626.49
2014-07-11,2014-28,35775.73
2014-07-18,2014-29,36037.85
2014-07-25,2014-30,36276.03
2014-08-01,2014-31,36513.86
2014-08-08,2014-32,36167.84
2014-08-15,2014-33,36102.75
2014-08-22,2014-34,36391.7
2014-08-29,2014-35,36094.42
2014-09-05,2014-36,35846.86
2014-09-12,2014-37,36791.15
2014-09-19,2014-38,36913.0
2014-09-26,2014-39,37295.08
2014-10-03,2014-40,36815.21
2014-10-10,2014-41,36616.2
2014-10-17,2014-42,36607.15
2014-10-24,2014-43,36777.78
2014-10-31,2014-44,36057.3
2014-11-07,2014-45,35692.56
2014-11-14,2014-46,35783.69
2014-11-21,2014-47,35821.23
2014-11-28,2014-48,36143.49
2014-12-05,2014-49,35991.26
2014-12-12,2014-50,36734.55
2014-12-19,2014-51,38497.0
2014-12-26,2014-52,38721.3
2015-01-02,2015-1,38622.0
2015-01-09,2015-2,37755.03
2015-01-16,2015-3,38020.68
2015-01-23,2015-4,38267.41
2015-01-30,2015-5,38882.25
2015-02-06,2015-6,39221.81
2015-02-13,2015-7,39729.54
2015-02-20,2015-8,39575.31
2015-02-27,2015-9,40063.25
2015-03-06,2015-10,39560.04
2015-03-13,2015-11,39880.63
2015-03-20,2015-12,39552.33
2015-03-27,2015-13,40183.44
2015-04-03,2015-14,39583.25
2015-04-10,2015-15,39787.09
2015-04-17,2015-16,40968.4
2015-04-24,2015-17,41192.91
2015-05-01,2015-18,40109.41
2015-05-08,2015-19,40043.63
2015-05-15,2015-20,39433.06
2015-05-22,2015-21,39175.27
2015-05-29,2015-22,38995.68
2015-06-05,2015-23,38773.13
2015-06-12,2015-24,38005.82
2015-06-19,2015-25,38339.21
2015-06-26,2015-26,38244.04
2015-07-03,2015-27,37527.74
2015-07-10,2015-28,38218.76
2015-07-17,2015-29,38404.91
2015-07-24,2015-30,38876.37
2015-07-31,2015-31,39312.5
2015-08-07,2015-32,38791.6
2015-08-14,2015-33,39216.08
2015-08-21,2015-34,39415.64
2015-08-28,2015-35,39739.29
2015-09-04,2015-36,40078.92
2015-09-11,2015-37,40048.15
2015-09-18,2015-38,40274.84
2015-09-25,2015-39,40065.4
2015-10-02,2015-40,39629.32
2015-10-09,2015-41,39319.5
2015-10-16,2015-42,39350.19
2015-10-23,2015-43,39226.42
2015-10-30,2015-44,39015.27
2015-11-06,2015-45,39799.6
2015-11-13,2015-46,39544.51
2015-11-20,2015-47,39365.98
2015-11-27,2015-48,40027.41
2015-12-04,2015-49,39928.67
2015-12-11,2015-50,40138.85
2015-12-18,2015-51,40384.48
2015-12-25,2015-52,40761.55
2016-01-01,2016-1,40597.06
2016-01-08,2016-2,41093.02
2016-01-15,2016-3,41562.89
2016-01-22,2016-4,41434.0
2016-01-29,2016-5,40988.46
2016-02-05,2016-6,39937.64
2016-02-12,2016-7,39921.0
2016-02-19,2016-8,40428.0
2016-02-26,2016-9,40572.47
2016-03-04,2016-10,39525.58
2016-03-11,2016-11,39033.62
2016-03-18,2016-12,39208.96
2016-03-25,2016-13,39372.61
2016-04-01,2016-14,38799.83
2016-04-08,2016-15,39262.88
2016-04-15,2016-16,39483.12
2016-04-22,2016-17,39325.14
2016-04-29,2016-18,39372.88
2016-05-06,2016-19,40437.01
2016-05-13,2016-20,41311.14
2016-05-20,2016-21,41992.9
2016-05-27,2016-22,42303.33
2016-06-03,2016-23,41708.62
2016-06-10,2016-24,41372.33
2016-06-17,2016-25,42030.67
2016-06-24,2016-26,42027.89
2016-07-01,2016-27,41274.8
2016-07-08,2016-28,41057.64
2016-07-15,2016-29,41151.57
2016-07-22,2016-30,43728.8
2016-07-29,2016-31,42563.44
2016-08-05,2016-32,42037.16
2016-08-12,2016-33,41929.93
2016-08-19,2016-34,41855.81
2016-08-26,2016-35,41892.61
2016-09-02,2016-36,41656.6
2016-09-09,2016-37,42061.44
2016-09-16,2016-38,41888.61
2016-09-23,2016-39,42278.62
2016-09-30,2016-40,42740.67
2016-10-07,2016-41,42940.43
2016-10-14,2016-42,43259.13
2016-10-21,2016-43,43488.28
2016-10-28,2016-44,43660.0
2016-11-04,2016-45,44037.01
2016-11-11,2016-46,44613.72
2016-11-18,2016-47,44877.77
2016-11-25,2016-48,44692.07
2016-12-02,2016-49,44478.48
2016-12-09,2016-50,45321.8
2016-12-16,2016-51,45828.22
2016-12-23,2016-52,46466.88
2016-12-30,2016-53,48122.29
2017-01-06,2017-1,48212.89
2017-01-13,2017-2,47769.62
2017-01-20,2017-3,48319.27
2017-01-27,2017-4,49043.37
2017-02-03,2017-5,47673.34
2017-02-10,2017-6,47579.72
2017-02-17,2017-7,47673.04
2017-02-24,2017-8,47996.24
2017-03-03,2017-9,48089.9
2017-03-10,2017-10,48329.65
2017-03-17,2017-11,48369.34
2017-03-24,2017-12,49514.08
2017-03-31,2017-13,49181.0
2017-04-07,2017-14,49894.3
2017-04-14,2017-15,51084.31
