Tarih,TP_AB_A23
2000-01-03,-2031780.0
2000-01-04,-1842541.0
2000-01-05,-1973614.0
2000-01-06,-2014443.0
2000-01-07,-2031462.0
2000-01-10,
2000-01-11,-1993755.0
2000-01-12,-1779554.0
2000-01-13,-1651479.0
2000-01-14,-1681359.0
2000-01-17,-1506077.0
2000-01-18,-1936664.0
2000-01-19,-1782555.0
2000-01-20,-1780913.0
2000-01-21,-1875067.0
2000-01-24,-1951479.0
2000-01-25,-2356614.0
2000-01-26,-2203776.0
2000-01-27,-2230814.0
2000-01-28,-2367035.0
2000-01-31,-2220133.0
2000-02-01,-2232482.0
2000-02-02,-2198896.0
2000-02-03,-2241234.0
2000-02-04,-2104620.0
2000-02-07,-2139319.0
2000-02-08,-2147606.0
2000-02-09,-1832366.0
2000-02-10,-1677302.0
2000-02-11,-1366786.0
2000-02-14,-1458123.0
2000-02-15,-1359905.0
2000-02-16,-1103873.0
2000-02-17,-854609.0
2000-02-18,-1282871.0
2000-02-21,-1328817.0
2000-02-22,-1297842.0
2000-02-23,-1304360.0
2000-02-24,-1350087.0
2000-02-25,-1270044.0
2000-02-28,-1287560.0
2000-02-29,-1416862.0
2000-03-01,-1421371.0
2000-03-02,-1385110.0
2000-03-03,-1390001.0
2000-03-06,-1445775.0
2000-03-07,-1427277.0
2000-03-08,-1563118.0
2000-03-09,-1663010.0
2000-03-10,-1926927.0
2000-03-13,-2039944.0
2000-03-14,-1955494.0
2000-03-15,-1463125.0
2000-03-16,
2000-03-17,
2000-03-20,-1224584.0
2000-03-21,-1165176.0
2000-03-22,-1076084.0
2000-03-23,-1061812.0
2000-03-24,-1085693.0
2000-03-27,-1127002.0
2000-03-28,-1058604.0
2000-03-29,-1042351.0
2000-03-30,-1101667.0
2000-03-31,-1237756.0
2000-04-03,-1154048.0
2000-04-04,-1097048.0
2000-04-05,-1114058.0
2000-04-06,-1163158.0
2000-04-07,-1289613.0
2000-04-10,-1184308.0
2000-04-11,-1084724.0
2000-04-12,-1117832.0
2000-04-13,-1230840.0
2000-04-14,-1554097.0
2000-04-17,-1634181.0
2000-04-18,-1613489.0
2000-04-19,-1477430.0
2000-04-20,-1476904.0
2000-04-21,-1486020.0
2000-04-24,-1342911.0
2000-04-25,-1374444.0
2000-04-26,-1408547.0
2000-04-27,-1442121.0
2000-04-28,-1572570.0
2000-05-01,-1596911.0
2000-05-02,-1475178.0
2000-05-03,-1433632.0
2000-05-04,-1142784.0
2000-05-05,-1215975.0
2000-05-08,-1158361.0
2000-05-09,-1115320.0
2000-05-10,-1121575.0
2000-05-11,-1223558.0
2000-05-12,-1276384.0
2000-05-15,-1232533.0
2000-05-16,-1203926.0
2000-05-17,-727244.0
2000-05-18,-821488.0
2000-05-19,
2000-05-22,-729842.0
2000-05-23,-713400.0
2000-05-24,-817179.0
2000-05-25,-1153855.0
2000-05-26,-1206326.0
2000-05-29,-1260320.0
2000-05-30,-1277252.0
2000-05-31,-1272915.0
2000-06-01,-1239947.0
2000-06-02,-1296611.0
2000-06-05,-1219664.0
2000-06-06,-1284984.0
2000-06-07,-1082246.0
2000-06-08,-1007625.0
2000-06-09,-1045914.0
2000-06-12,-1008617.0
2000-06-13,-850971.0
2000-06-14,-975788.0
2000-06-15,-1234000.0
2000-06-16,-1381283.0
2000-06-19,-1283045.0
2000-06-20,-1275460.0
2000-06-21,-1214297.0
2000-06-22,-1156491.0
2000-06-23,-1503807.0
2000-06-26,-1424145.0
2000-06-27,-1313509.0
2000-06-28,-1454680.0
2000-06-29,-1454617.0
2000-06-30,-1679502.0
2000-07-03,-1684175.0
2000-07-04,-1595903.0
2000-07-05,-1623953.0
2000-07-06,-1616822.0
2000-07-07,-1688710.0
2000-07-10,-1780073.0
2000-07-11,-1841269.0
2000-07-12,-1746563.0
2000-07-13,-1719120.0
2000-07-14,-1892674.0
2000-07-17,-1867723.0
2000-07-18,-1779753.0
2000-07-19,-1747189.0
2000-07-20,-1818628.0
2000-07-21,-1844388.0
2000-07-24,-1860286.0
2000-07-25,-1817548.0
2000-07-26,-2196864.0
2000-07-27,-2708502.0
2000-07-28,-2702231.0
2000-07-31,-2900268.0
2000-08-01,-2748599.0
2000-08-02,-2696075.0
2000-08-03,-2747450.0
2000-08-04,-2807522.0
2000-08-07,-2737099.0
2000-08-08,-2648708.0
2000-08-09,-2612599.0
2000-08-10,-2650444.0
2000-08-11,-2800641.0
2000-08-14,-2820872.0
2000-08-15,-2786482.0
2000-08-16,-2737369.0
2000-08-17,-2572186.0
2000-08-18,-2766291.0
2000-08-21,-2744233.0
2000-08-22,-2702723.0
2000-08-23,-1720747.0
2000-08-24,-1669761.0
2000-08-25,-1827880.0
2000-08-28,-1556837.0
2000-08-29,-1759531.0
2000-08-30,
2000-08-31,-1815921.0
2000-09-01,-1891268.0
2000-09-04,-1732432.0
2000-09-05,-1600066.0
2000-09-06,-1663218.0
2000-09-07,-1787606.0
2000-09-08,-1798041.0
2000-09-11,-1793050.0
2000-09-12,-1991597.0
2000-09-13,-1688761.0
2000-09-14,-1752048.0
2000-09-15,-1995206.0
2000-09-18,-1943194.0
2000-09-19,-1846741.0
2000-09-20,-1794791.0
2000-09-21,-1788843.0
2000-09-22,-1808503.0
2000-09-25,-1729433.0
2000-09-26,-1715071.0
2000-09-27,-1757501.0
2000-09-28,-1743359.0
2000-09-29,-1946006.0
2000-10-02,-2045250.0
2000-10-03,-2071063.0
2000-10-04,-1967129.0
2000-10-05,-1932036.0
2000-10-06,-1983967.0
2000-10-09,-1895582.0
2000-10-10,-1849892.0
2000-10-11,-1808764.0
2000-10-12,-1670257.0
2000-10-13,-1827838.0
2000-10-16,-1930950.0
2000-10-17,-1882488.0
2000-10-18,-1852449.0
2000-10-19,-1729667.0
2000-10-20,-1758875.0
2000-10-23,-1816824.0
2000-10-24,-1780362.0
2000-10-25,-1779721.0
2000-10-26,-1771514.0
2000-10-27,-2013421.0
2000-10-30,-1908772.0
2000-10-31,-1929622.0
2000-11-01,-1945179.0
2000-11-02,-1928167.0
2000-11-03,-1939978.0
2000-11-06,-1930795.0
2000-11-07,-1769700.0
2000-11-08,-1808855.0
2000-11-09,-1750281.0
2000-11-10,-1832738.0
2000-11-13,-2088752.0
2000-11-14,-2201846.0
2000-11-15,-2008047.0
2000-11-16,-1996701.0
2000-11-17,-2016591.0
2000-11-20,-1843789.0
2000-11-21,-1911963.0
2000-11-22,-3357922.0
2000-11-23,-2415954.0
2000-11-24,-3338025.0
2000-11-27,-3636053.0
2000-11-28,-4175905.0
2000-11-29,-5174406.0
2000-11-30,-5433934.0
2000-12-01,-5341574.0
2000-12-04,-5261326.0
2000-12-05,-5013991.0
2000-12-06,-4680899.0
2000-12-07,-4252437.0
2000-12-08,-4201860.0
2000-12-11,-3801832.0
2000-12-12,-3669938.0
2000-12-13,-3783483.0
2000-12-14,-3876587.0
2000-12-15,-3968390.0
2000-12-18,-3935350.0
2000-12-19,-3922107.0
2000-12-20,-3987242.0
2000-12-21,-4149735.0
2000-12-22,-4722312.0
2000-12-25,-4827157.0
2000-12-26,-4969872.0
2000-12-27,
2000-12-28,
2000-12-29,-4969464.0
2001-01-01,
2001-01-02,-4548248.0
2001-01-03,-4578311.0
2001-01-04,-4318951.0
2001-01-05,-2974337.0
2001-01-08,-2386106.0
2001-01-09,-2163199.0
2001-01-10,-1967339.0
2001-01-11,-1966100.0
2001-01-12,-1539540.0
2001-01-15,-1699649.0
2001-01-16,-1599467.0
2001-01-17,-1353724.0
2001-01-18,-1238439.0
2001-01-19,-1206400.0
2001-01-22,-1225537.0
2001-01-23,-1186093.0
2001-01-24,-967946.0
2001-01-25,-1061746.0
2001-01-26,-1052021.0
2001-01-29,-1122578.0
2001-01-30,-1126836.0
2001-01-31,-1793657.0
2001-02-01,-1659827.0
2001-02-02,-1778201.0
2001-02-05,-1677318.0
2001-02-06,-1660879.0
2001-02-07,-1791352.0
2001-02-08,-1907659.0
2001-02-09,-1989427.0
2001-02-12,-2080294.0
2001-02-13,-2196098.0
2001-02-14,-2070998.0
2001-02-15,-2047281.0
2001-02-16,-2263234.0
2001-02-19,-2330927.0
2001-02-20,-2627968.0
2001-02-21,-2797375.0
2001-02-22,-3961972.0
2001-02-23,-4026036.0
2001-02-26,-3573143.0
2001-02-27,-3393552.0
2001-02-28,-3692150.0
2001-03-01,-4193774.0
2001-03-02,-5054984.0
2001-03-05,
2001-03-06,
2001-03-07,
2001-03-08,
2001-03-09,-4623390.0
2001-03-12,-4964941.0
2001-03-13,-4447240.0
2001-03-14,-4636257.0
2001-03-15,-4939023.0
2001-03-16,-5486550.0
2001-03-19,-5693417.0
2001-03-20,-5340408.0
2001-03-21,-6288366.0
2001-03-22,-6179373.0
2001-03-23,-6322936.0
2001-03-26,-6499382.0
2001-03-27,-6672293.0
2001-03-28,-7049066.0
2001-03-29,-7302697.0
2001-03-30,-7817401.0
2001-04-02,-7954623.0
2001-04-03,-8039497.0
2001-04-04,-8100597.0
2001-04-05,-8084198.0
2001-04-06,-8235625.0
2001-04-09,-7991111.0
2001-04-10,-7992116.0
2001-04-11,-7952842.0
2001-04-12,-8578229.0
2001-04-13,-8828364.0
2001-04-16,-8997677.0
2001-04-17,-9824109.0
2001-04-18,-9811684.0
2001-04-19,-10525002.0
2001-04-20,-9757553.0
2001-04-23,
2001-04-24,-9428068.0
2001-04-25,-8755159.0
2001-04-26,-9134830.0
2001-04-27,-8330828.0
2001-04-30,-8085413.0
2001-05-01,-7966316.0
2001-05-02,-8090465.0
2001-05-03,-8351259.0
2001-05-04,-8751275.0
2001-05-07,-8655231.0
2001-05-08,-6677591.0
2001-05-09,-5239453.0
2001-05-10,-5184950.0
2001-05-11,-5433127.0
2001-05-14,-5327239.0
2001-05-15,-5686814.0
2001-05-16,-5641099.0
2001-05-17,-3215144.0
2001-05-18,-2096440.0
2001-05-21,-104958.0
2001-05-22,547569.0
2001-05-23,2305493.0
2001-05-24,2451740.0
2001-05-25,2882134.0
2001-05-28,3073212.0
2001-05-29,3117458.0
2001-05-30,2839160.0
2001-05-31,2669094.0
2001-06-01,2269763.0
2001-06-04,2487067.0
2001-06-05,2354326.0
2001-06-06,2443413.0
2001-06-07,2357670.0
2001-06-08,2393375.0
2001-06-11,2313541.0
2001-06-12,2340474.0
2001-06-13,1869745.0
2001-06-14,1491482.0
2001-06-15,1362602.0
2001-06-18,2978275.0
2001-06-19,2873000.0
2001-06-20,2272455.0
2001-06-21,1276482.0
2001-06-22,716206.0
2001-06-25,792126.0
2001-06-26,807295.0
2001-06-27,618668.0
2001-06-28,793045.0
2001-06-29,450172.0
2001-07-02,427498.0
2001-07-03,414675.0
2001-07-04,436443.0
2001-07-05,512897.0
2001-07-06,543659.0
2001-07-09,417592.0
2001-07-10,758277.0
2001-07-11,1223623.0
2001-07-12,1774703.0
2001-07-13,1427146.0
2001-07-16,994668.0
2001-07-17,923130.0
2001-07-18,1707600.0
2001-07-19,1619072.0
2001-07-20,1377413.0
2001-07-23,934424.0
2001-07-24,935870.0
2001-07-25,542039.0
2001-07-26,268043.0
2001-07-27,67307.0
2001-07-30,-12240.0
2001-07-31,148454.0
2001-08-01,150303.0
2001-08-02,207655.0
2001-08-03,189732.0
2001-08-06,-115295.0
2001-08-07,21615.0
2001-08-08,-88446.0
2001-08-09,8766.0
2001-08-10,405281.0
2001-08-13,539709.0
2001-08-14,607898.0
2001-08-15,897836.0
2001-08-16,903025.0
2001-08-17,867628.0
2001-08-20,634794.0
2001-08-21,696120.0
2001-08-22,461865.0
2001-08-23,895298.0
2001-08-24,489860.0
2001-08-27,300086.0
2001-08-28,438929.0
2001-08-29,49171.0
2001-08-30,
2001-08-31,11348.0
2001-09-03,-307523.0
2001-09-04,-361550.0
2001-09-05,-547700.0
2001-09-06,-842520.0
2001-09-07,-874825.0
2001-09-10,-1073569.0
2001-09-11,-876090.0
2001-09-12,-1020073.0
2001-09-13,-1378019.0
2001-09-14,-1765390.0
2001-09-17,-2336714.0
2001-09-18,-1605086.0
2001-09-19,-1329328.0
2001-09-20,-834577.0
2001-09-21,-329489.0
2001-09-24,-1183337.0
2001-09-25,-1049824.0
2001-09-26,-355795.0
2001-09-27,-230237.0
2001-09-28,-727150.0
2001-10-01,-517887.0
2001-10-02,-291531.0
2001-10-03,-153597.0
2001-10-04,-37176.0
2001-10-05,-249607.0
2001-10-08,-444035.0
2001-10-09,-536418.0
2001-10-10,447249.0
2001-10-11,984534.0
2001-10-12,672312.0
2001-10-15,514607.0
2001-10-16,547290.0
2001-10-17,641247.0
2001-10-18,704929.0
2001-10-19,1026702.0
2001-10-22,564246.0
2001-10-23,977926.0
2001-10-24,972774.0
2001-10-25,1334138.0
2001-10-26,1180894.0
2001-10-29,
2001-10-30,870081.0
2001-10-31,804845.0
2001-11-01,1029880.0
2001-11-02,5848432.0
2001-11-05,5476505.0
2001-11-06,5362955.0
2001-11-07,5300960.0
2001-11-08,5433135.0
2001-11-09,5548125.0
2001-11-12,4813688.0
2001-11-13,4393717.0
2001-11-14,4422078.0
2001-11-15,4068883.0
2001-11-16,4028868.0
2001-11-19,4187175.0
2001-11-20,4130114.0
2001-11-21,4287022.0
2001-11-22,3601112.0
2001-11-23,3582733.0
2001-11-26,3019709.0
2001-11-27,2745611.0
2001-11-28,2800967.0
2001-11-29,2764923.0
2001-11-30,2228824.0
2001-12-03,1446623.0
2001-12-04,1262020.0
2001-12-05,1236367.0
2001-12-06,1099503.0
2001-12-07,1072928.0
2001-12-10,1253661.0
2001-12-11,1740240.0
2001-12-12,1915976.0
2001-12-13,1372090.0
2001-12-14,572347.0
2001-12-17,
2001-12-18,
2001-12-19,813418.0
2001-12-20,1971606.0
2001-12-21,1707716.0
2001-12-24,1610433.0
2001-12-25,2476558.0
2001-12-26,1891854.0
2001-12-27,2080194.0
2001-12-28,1779148.0
2001-12-31,1892933.6
2002-01-01,
2002-01-02,1536748.0
2002-01-03,2101310.0
2002-01-04,2230774.0
2002-01-07,2109962.0
2002-01-08,2348798.0
2002-01-09,2312083.0
2002-01-10,2336286.0
2002-01-11,2437720.0
2002-01-14,2173436.0
2002-01-15,2210658.0
2002-01-16,1946853.0
2002-01-17,2086879.0
2002-01-18,2152432.0
2002-01-21,2095142.0
2002-01-22,2083239.0
2002-01-23,2454721.0
2002-01-24,2593989.0
2002-01-25,2603968.0
2002-01-28,2593002.0
2002-01-29,2959966.0
2002-01-30,2601807.0
2002-01-31,2390693.0
2002-02-01,2353654.0
2002-02-04,2051354.0
2002-02-05,1719800.0
2002-02-06,1873065.0
2002-02-07,2066904.0
2002-02-08,5639835.0
2002-02-11,5768787.0
2002-02-12,6382519.0
2002-02-13,7144368.0
2002-02-14,7129268.0
2002-02-15,6868774.0
2002-02-18,6931234.0
2002-02-19,7103855.0
2002-02-20,6827426.0
2002-02-21,6709440.0
2002-02-22,
2002-02-25,
2002-02-26,6533042.0
2002-02-27,7402813.0
2002-02-28,7344337.0
2002-03-01,7481790.0
2002-03-04,7413178.0
2002-03-05,7210638.0
2002-03-06,7699606.0
2002-03-07,7706854.0
2002-03-08,7847177.0
2002-03-11,8124741.0
2002-03-12,8066089.0
2002-03-13,7458528.0
2002-03-14,7039365.0
2002-03-15,6722765.0
2002-03-18,6829684.0
2002-03-19,6835856.0
2002-03-20,7293119.0
2002-03-21,7380912.0
2002-03-22,7291023.0
2002-03-25,7118487.0
2002-03-26,7114084.0
2002-03-27,7485873.0
2002-03-28,7496798.0
2002-03-29,7220717.0
2002-04-01,6979893.0
2002-04-02,7223002.0
2002-04-03,7565050.0
2002-04-04,7777528.0
2002-04-05,7554425.0
2002-04-08,7298092.0
2002-04-09,7641863.0
2002-04-10,7766008.0
2002-04-11,7662764.0
2002-04-12,7486677.0
2002-04-15,7096074.0
2002-04-16,7003959.0
2002-04-17,7223942.0
2002-04-18,7326224.0
2002-04-19,7420434.0
2002-04-22,7312050.0
2002-04-23,
2002-04-24,7579576.0
2002-04-25,7297116.0
2002-04-26,7744565.0
2002-04-29,7498039.0
2002-04-30,7557238.0
2002-05-01,7648575.0
2002-05-02,7809197.0
2002-05-03,7611248.0
2002-05-06,7421583.0
2002-05-07,7577095.0
2002-05-08,7461945.0
2002-05-09,7257892.0
2002-05-10,7428169.0
2002-05-13,7721351.0
2002-05-14,8059360.0
2002-05-15,8236707.0
2002-05-16,8429316.0
2002-05-17,8426098.0
2002-05-20,7544016.0
2002-05-21,7994135.0
2002-05-22,8144810.0
2002-05-23,8136859.0
2002-05-24,7761610.0
2002-05-27,7640337.0
2002-05-28,8098033.0
2002-05-29,8107960.0
2002-05-30,8276118.0
2002-05-31,7619472.0
2002-06-03,7542675.0
2002-06-04,7559505.0
2002-06-05,7632699.0
2002-06-06,8049646.0
2002-06-07,8107854.0
2002-06-10,7664145.0
2002-06-11,8230755.0
2002-06-12,8191386.0
2002-06-13,8719668.0
2002-06-14,8785638.0
2002-06-17,8643899.0
2002-06-18,9518363.0
2002-06-19,10290250.0
2002-06-20,10139493.0
2002-06-21,9201774.0
2002-06-24,9381506.0
2002-06-25,9765151.0
2002-06-26,9963591.0
2002-06-27,10316872.0
2002-06-28,9697637.0
2002-07-01,9062977.0
2002-07-02,9307877.0
2002-07-03,9632914.0
2002-07-04,9677723.0
2002-07-05,9267504.0
2002-07-08,8969089.0
2002-07-09,8824838.0
2002-07-10,8907441.0
2002-07-11,9369357.0
2002-07-12,9774608.0
2002-07-15,9483720.0
2002-07-16,9587389.0
2002-07-17,10184448.0
2002-07-18,10181751.0
2002-07-19,9667500.0
2002-07-22,9544972.0
2002-07-23,9743362.0
2002-07-24,9443271.0
2002-07-25,9536593.0
2002-07-26,9739536.0
2002-07-29,9856017.0
2002-07-30,10402773.0
2002-07-31,10329329.0
2002-08-01,10290183.0
2002-08-02,8729285.0
2002-08-05,8322981.0
2002-08-06,8342091.0
2002-08-07,8444550.0
2002-08-08,8427559.0
2002-08-09,8490042.0
2002-08-12,8051238.0
2002-08-13,7986903.0
2002-08-14,8350724.0
2002-08-15,8299250.0
2002-08-16,8115046.0
2002-08-19,8680579.0
2002-08-20,8955261.0
2002-08-21,9212452.0
2002-08-22,9070111.0
2002-08-23,9123855.0
2002-08-26,8979585.0
2002-08-27,9031745.0
2002-08-28,9209575.0
2002-08-29,9049879.0
2002-08-30,
2002-09-02,8287286.0
2002-09-03,8436551.0
2002-09-04,8423338.0
2002-09-05,8313085.0
2002-09-06,8481320.0
2002-09-09,8246483.0
2002-09-10,7625130.0
2002-09-11,8453365.0
2002-09-12,9037469.0
2002-09-13,8368224.0
2002-09-16,8428758.0
2002-09-17,8554688.0
2002-09-18,8388421.0
2002-09-19,8682035.0
2002-09-20,8978630.0
2002-09-23,8579026.0
2002-09-24,8902879.0
2002-09-25,8792811.0
2002-09-26,8910249.0
2002-09-27,8503784.0
2002-09-30,8064977.0
2002-10-01,8670470.0
2002-10-02,8775956.0
2002-10-03,8751885.0
2002-10-04,8760197.0
2002-10-07,8757649.0
2002-10-08,8742723.0
2002-10-09,8954958.0
2002-10-10,9110399.0
2002-10-11,7968165.0
2002-10-14,7554574.0
2002-10-15,7651514.0
2002-10-16,7510194.0
2002-10-17,7658142.0
2002-10-18,7748532.0
2002-10-21,7667235.0
2002-10-22,7856112.0
2002-10-23,9316352.0
2002-10-24,9545292.0
2002-10-25,8787059.0
2002-10-28,8789714.0
2002-10-29,
2002-10-30,8679393.0
2002-10-31,9258760.0
2002-11-01,9133019.0
2002-11-04,8790025.0
2002-11-05,9285591.0
2002-11-06,9116790.0
2002-11-07,9402010.0
2002-11-08,9002503.0
2002-11-11,8807176.0
2002-11-12,9112534.0
2002-11-13,10859218.0
2002-11-14,10938950.0
2002-11-15,10833935.0
2002-11-18,10569117.0
2002-11-19,11507914.0
2002-11-20,11348545.0
2002-11-21,11796520.0
2002-11-22,11465488.0
2002-11-25,10985661.0
2002-11-26,10878027.0
2002-11-27,11011997.0
2002-11-28,10734598.0
2002-11-29,10148116.0
2002-12-02,9853678.0
2002-12-03,9893278.0
2002-12-04,9519003.0
2002-12-05,
2002-12-06,
2002-12-09,8720233.0
2002-12-10,8646523.0
2002-12-11,8728287.0
2002-12-12,9180609.0
2002-12-13,9369132.0
2002-12-16,9097494.0
2002-12-17,9463991.0
2002-12-18,9914519.0
2002-12-19,9878598.0
2002-12-20,8359616.0
2002-12-23,8327314.0
2002-12-24,9718078.0
2002-12-25,9667897.0
2002-12-26,9664329.0
2002-12-27,9304348.0
2002-12-30,9258206.0
2002-12-31,9851131.0
2003-01-01,
2003-01-02,10311386.0
2003-01-03,10021287.0
2003-01-06,9728937.0
2003-01-07,9736844.0
2003-01-08,11509818.0
2003-01-09,11309161.0
2003-01-10,12193696.0
2003-01-13,12188081.0
2003-01-14,12309006.0
2003-01-15,12687878.0
2003-01-16,12605216.0
2003-01-17,12417458.0
2003-01-20,12137677.0
2003-01-21,12035608.0
2003-01-22,12012377.0
2003-01-23,12217492.0
2003-01-24,12164731.0
2003-01-27,12326366.0
2003-01-28,12744783.0
2003-01-29,13302322.0
2003-01-30,13302764.0
2003-01-31,12527853.0
2003-02-03,12217559.0
2003-02-04,10776402.0
2003-02-05,10827768.0
2003-02-06,10232135.0
2003-02-07,10100388.0
2003-02-10,10352087.0
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,9603285.0
