Tarih,TP_AB_A02
2000-01-03,14805991.0
2000-01-04,14959081.0
2000-01-05,14806516.0
2000-01-06,14815873.0
2000-01-07,14877953.0
2000-01-10,
2000-01-11,14873668.0
2000-01-12,14851840.0
2000-01-13,14796737.0
2000-01-14,14932927.0
2000-01-17,14934852.0
2000-01-18,15006493.0
2000-01-19,14971827.0
2000-01-20,15104098.0
2000-01-21,15043249.0
2000-01-24,14941040.0
2000-01-25,14803708.0
2000-01-26,14772495.0
2000-01-27,14715903.0
2000-01-28,14848984.0
2000-01-31,14740793.0
2000-02-01,14981333.0
2000-02-02,15264384.0
2000-02-03,15363824.0
2000-02-04,15290506.0
2000-02-07,15081904.0
2000-02-08,15076685.0
2000-02-09,15533252.0
2000-02-10,15515745.0
2000-02-11,15433717.0
2000-02-14,15599852.0
2000-02-15,15638226.0
2000-02-16,15674428.0
2000-02-17,15759449.0
2000-02-18,15624086.0
2000-02-21,15714889.0
2000-02-22,15779183.0
2000-02-23,15865178.0
2000-02-24,15505475.0
2000-02-25,15649844.0
2000-02-28,15638627.0
2000-02-29,15468542.0
2000-03-01,15733449.0
2000-03-02,15699007.0
2000-03-03,15651264.0
2000-03-06,15707722.0
2000-03-07,15731769.0
2000-03-08,15805758.0
2000-03-09,15720184.0
2000-03-10,15793083.0
2000-03-13,15821596.0
2000-03-14,15922328.0
2000-03-15,16144854.0
2000-03-16,
2000-03-17,
2000-03-20,16058024.0
2000-03-21,16093586.0
2000-03-22,16068996.0
2000-03-23,15937367.0
2000-03-24,15840930.0
2000-03-27,15846234.0
2000-03-28,15887591.0
2000-03-29,15809978.0
2000-03-30,15810430.0
2000-03-31,15897505.0
2000-04-03,15905096.0
2000-04-04,15938871.0
2000-04-05,15937631.0
2000-04-06,15904995.0
2000-04-07,16010725.0
2000-04-10,16001002.0
2000-04-11,16035909.0
2000-04-12,16062910.0
2000-04-13,15948299.0
2000-04-14,16138431.0
2000-04-17,16253577.0
2000-04-18,16238033.0
2000-04-19,16153334.0
2000-04-20,16201560.0
2000-04-21,16221625.0
2000-04-24,16133212.0
2000-04-25,16133870.0
2000-04-26,16058474.0
2000-04-27,16038800.0
2000-04-28,16057913.0
2000-05-01,16066373.0
2000-05-02,16108407.0
2000-05-03,16491486.0
2000-05-04,16433137.0
2000-05-05,16385988.0
2000-05-08,16339114.0
2000-05-09,16452840.0
2000-05-10,16536446.0
2000-05-11,16596754.0
2000-05-12,16862101.0
2000-05-15,16730033.0
2000-05-16,16735717.0
2000-05-17,16595961.0
2000-05-18,16847714.0
2000-05-19,
2000-05-22,16702467.0
2000-05-23,16668871.0
2000-05-24,16721144.0
2000-05-25,16734352.0
2000-05-26,16670663.0
2000-05-29,16710556.0
2000-05-30,16809943.0
2000-05-31,16680886.0
2000-06-01,17017238.0
2000-06-02,17092591.0
2000-06-05,16992952.0
2000-06-06,17039801.0
2000-06-07,17050292.0
2000-06-08,17134127.0
2000-06-09,17102496.0
2000-06-12,16998542.0
2000-06-13,17251102.0
2000-06-14,17336651.0
2000-06-15,17749328.0
2000-06-16,17641507.0
2000-06-19,17578672.0
2000-06-20,17494104.0
2000-06-21,17473886.0
2000-06-22,17400165.0
2000-06-23,17248191.0
2000-06-26,17400714.0
2000-06-27,17448592.0
2000-06-28,17658161.0
2000-06-29,17634236.0
2000-06-30,17828661.0
2000-07-03,17837702.0
2000-07-04,17884597.0
2000-07-05,17689930.0
2000-07-06,17748023.0
2000-07-07,17710151.0
2000-07-10,17663371.0
2000-07-11,17793583.0
2000-07-12,17905002.0
2000-07-13,18089458.0
2000-07-14,18110156.0
2000-07-17,18073040.0
2000-07-18,18106976.0
2000-07-19,18141012.0
2000-07-20,17936766.0
2000-07-21,17907321.0
2000-07-24,17890124.0
2000-07-25,17913402.0
2000-07-26,17767687.0
2000-07-27,18226638.0
2000-07-28,18168495.0
2000-07-31,18137902.0
2000-08-01,18141040.0
2000-08-02,18150129.0
2000-08-03,18190486.0
2000-08-04,18293003.0
2000-08-07,18271741.0
2000-08-08,18307156.0
2000-08-09,18230431.0
2000-08-10,18266117.0
2000-08-11,18445672.0
2000-08-14,18382191.0
2000-08-15,18405923.0
2000-08-16,18516953.0
2000-08-17,18471195.0
2000-08-18,18543379.0
2000-08-21,18544657.0
2000-08-22,18582241.0
2000-08-23,18378503.0
2000-08-24,18373974.0
2000-08-25,18511683.0
2000-08-28,18594368.0
2000-08-29,18813720.0
2000-08-30,
2000-08-31,18659422.0
2000-09-01,18796004.0
2000-09-04,18804090.0
2000-09-05,18799568.0
2000-09-06,18829843.0
2000-09-07,18693296.0
2000-09-08,18669870.0
2000-09-11,18726032.0
2000-09-12,19094994.0
2000-09-13,19075349.0
2000-09-14,19273339.0
2000-09-15,19156997.0
2000-09-18,19056796.0
2000-09-19,18985078.0
2000-09-20,18977271.0
2000-09-21,19090663.0
2000-09-22,19196816.0
2000-09-25,19205506.0
2000-09-26,19294990.0
2000-09-27,19115104.0
2000-09-28,18880152.0
2000-09-29,18951417.0
2000-10-02,19042913.0
2000-10-03,19137266.0
2000-10-04,19132995.0
2000-10-05,19194254.0
2000-10-06,19239455.0
2000-10-09,19263065.0
2000-10-10,19185375.0
2000-10-11,19152361.0
2000-10-12,19402438.0
2000-10-13,19561867.0
2000-10-16,19273456.0
2000-10-17,19297591.0
2000-10-18,19441780.0
2000-10-19,19454310.0
2000-10-20,19351492.0
2000-10-23,19211128.0
2000-10-24,19143280.0
2000-10-25,19081216.0
2000-10-26,19102063.0
2000-10-27,18818297.0
2000-10-30,18850811.0
2000-10-31,18858021.0
2000-11-01,18959139.0
2000-11-02,19232736.0
2000-11-03,19218793.0
2000-11-06,19082397.0
2000-11-07,18916565.0
2000-11-08,18983522.0
2000-11-09,18974124.0
2000-11-10,18851387.0
2000-11-13,19206725.0
2000-11-14,19121203.0
2000-11-15,19245383.0
2000-11-16,19527573.0
2000-11-17,19531181.0
2000-11-20,19380877.0
2000-11-21,19255293.0
2000-11-22,18186904.0
2000-11-23,18245203.0
2000-11-24,17721575.0
2000-11-27,17497164.0
2000-11-28,16639668.0
2000-11-29,15934217.0
2000-11-30,15637666.0
2000-12-01,15761911.0
2000-12-04,15303608.0
2000-12-05,15194607.0
2000-12-06,15453413.0
2000-12-07,15992239.0
2000-12-08,16173108.0
2000-12-11,16301971.0
2000-12-12,16282918.0
2000-12-13,16446625.0
2000-12-14,16563793.0
2000-12-15,16491315.0
2000-12-18,16417601.0
2000-12-19,16486428.0
2000-12-20,16189508.0
2000-12-21,16076767.0
2000-12-22,16454167.0
2000-12-25,16471249.0
2000-12-26,16301716.0
2000-12-27,
2000-12-28,
2000-12-29,18004037.0
2001-01-01,
2001-01-02,18645967.0
2001-01-03,19266423.0
2001-01-04,19581445.0
2001-01-05,19775187.0
2001-01-08,19874725.0
2001-01-09,20230318.0
2001-01-10,20325029.0
2001-01-11,20580268.0
2001-01-12,20815698.0
2001-01-15,20817637.0
2001-01-16,20691277.0
2001-01-17,20685642.0
2001-01-18,20661001.0
2001-01-19,20680004.0
2001-01-22,20617818.0
2001-01-23,20589210.0
2001-01-24,20767566.0
2001-01-25,20809784.0
2001-01-26,20653662.0
2001-01-29,20623372.0
2001-01-30,20411668.0
2001-01-31,20039709.0
2001-02-01,20461296.0
2001-02-02,20666799.0
2001-02-05,20526989.0
2001-02-06,20656048.0
2001-02-07,20453491.0
2001-02-08,21261587.0
2001-02-09,21301795.0
2001-02-12,20984877.0
2001-02-13,22133111.0
2001-02-14,22453493.0
2001-02-15,22420738.0
2001-02-16,22325142.0
2001-02-19,22406237.0
2001-02-20,21464192.0
2001-02-21,19182556.0
2001-02-22,19212029.0
2001-02-23,26622641.0
2001-02-26,29755240.0
2001-02-27,26161652.0
2001-02-28,25154857.0
2001-03-01,25636651.0
2001-03-02,25468146.0
2001-03-05,
2001-03-06,
2001-03-07,
2001-03-08,
2001-03-09,25147531.0
2001-03-12,24896003.0
2001-03-13,25818003.0
2001-03-14,26061829.0
2001-03-15,27372554.0
2001-03-16,27191177.0
2001-03-19,26544363.0
2001-03-20,26499123.0
2001-03-21,26056762.0
2001-03-22,25979569.0
2001-03-23,26024543.0
2001-03-26,26037737.0
2001-03-27,25918634.0
2001-03-28,25609028.0
2001-03-29,25502592.0
2001-03-30,27084339.0
2001-04-02,26043259.0
2001-04-03,28174937.0
2001-04-04,31289261.0
2001-04-05,31528297.0
2001-04-06,30818409.0
2001-04-09,30298732.0
2001-04-10,31971996.0
2001-04-11,32857949.0
2001-04-12,32601449.0
