Tarih,TP_AB_A07
2000-01-03,-1296082.0
2000-01-04,-1307709.0
2000-01-05,-1304137.0
2000-01-06,-1311783.0
2000-01-07,-1313386.0
2000-01-10,
2000-01-11,-1315402.0
2000-01-12,-1320846.0
2000-01-13,-1318533.0
2000-01-14,-1321343.0
2000-01-17,-1301981.0
2000-01-18,-1327659.0
2000-01-19,-1298608.0
2000-01-20,-1306659.0
2000-01-21,-1308076.0
2000-01-24,-1311875.0
2000-01-25,-1322928.0
2000-01-26,-1316679.0
2000-01-27,-1319208.0
2000-01-28,-1321935.0
2000-01-31,-1325591.0
2000-02-01,-1326624.0
2000-02-02,-1326754.0
2000-02-03,-1335756.0
2000-02-04,-1337046.0
2000-02-07,-1333240.0
2000-02-08,-1366057.0
2000-02-09,-1337119.0
2000-02-10,-1339107.0
2000-02-11,-1337954.0
2000-02-14,-1337227.0
2000-02-15,-1586334.0
2000-02-16,-1579172.0
2000-02-17,-1580877.0
2000-02-18,-1593843.0
2000-02-21,-1602414.0
2000-02-22,-1613303.0
2000-02-23,-1620539.0
2000-02-24,-1616441.0
2000-02-25,-1619078.0
2000-02-28,-1619229.0
2000-02-29,-1623990.0
2000-03-01,-1625108.0
2000-03-02,-1637116.0
2000-03-03,-1636200.0
2000-03-06,-1634639.0
2000-03-07,-1642118.0
2000-03-08,-1644660.0
2000-03-09,-1641696.0
2000-03-10,-1676999.0
2000-03-13,-1677544.0
2000-03-14,-1676278.0
2000-03-15,-1648670.0
2000-03-16,
2000-03-17,
2000-03-20,-1656548.0
2000-03-21,-1649403.0
2000-03-22,-1649871.0
2000-03-23,-1651586.0
2000-03-24,-1651316.0
2000-03-27,-1651767.0
2000-03-28,-1652290.0
2000-03-29,-1655739.0
2000-03-30,-1669547.0
2000-03-31,-1672720.0
2000-04-03,-1665639.0
2000-04-04,-1672488.0
2000-04-05,-1672130.0
2000-04-06,-1677407.0
2000-04-07,-1677841.0
2000-04-10,-1676615.0
2000-04-11,-1678840.0
2000-04-12,-1678803.0
2000-04-13,-1677959.0
2000-04-14,-1685225.0
2000-04-17,-1686415.0
2000-04-18,-1723075.0
2000-04-19,-1685643.0
2000-04-20,-1691505.0
2000-04-21,-1692849.0
2000-04-24,-1689607.0
2000-04-25,-1707097.0
2000-04-26,-1698361.0
2000-04-27,-1706901.0
2000-04-28,-1709771.0
2000-05-01,-1703303.0
2000-05-02,-1704375.0
2000-05-03,-1705685.0
2000-05-04,-1472361.0
2000-05-05,-1472306.0
2000-05-08,-1469427.0
2000-05-09,-1473240.0
2000-05-10,-1476749.0
2000-05-11,-1474703.0
2000-05-12,-1468873.0
2000-05-15,-1457993.0
2000-05-16,-1459753.0
2000-05-17,-1466858.0
2000-05-18,-1471183.0
2000-05-19,
2000-05-22,-1474621.0
2000-05-23,-1477188.0
2000-05-24,-1477124.0
2000-05-25,-1486610.0
2000-05-26,-1488860.0
2000-05-29,-1490329.0
2000-05-30,-1493677.0
2000-05-31,-1495376.0
2000-06-01,-1498678.0
2000-06-02,-1500727.0
2000-06-05,-1500043.0
2000-06-06,-1500319.0
2000-06-07,-1501309.0
2000-06-08,-1504537.0
2000-06-09,-1504701.0
2000-06-12,-1505577.0
2000-06-13,-1504225.0
2000-06-14,-1506351.0
2000-06-15,-1513639.0
2000-06-16,-1518356.0
2000-06-19,-1516905.0
2000-06-20,-1519988.0
2000-06-21,-1522320.0
2000-06-22,-1528185.0
2000-06-23,-1530210.0
2000-06-26,-1526709.0
2000-06-27,-1528552.0
2000-06-28,-1533372.0
2000-06-29,-1538041.0
2000-06-30,-1553605.0
2000-07-03,-1543371.0
2000-07-04,-1541790.0
2000-07-05,-1544406.0
2000-07-06,-1546481.0
2000-07-07,-1547701.0
2000-07-10,-1551611.0
2000-07-11,-1554106.0
2000-07-12,-1554186.0
2000-07-13,-1558106.0
2000-07-14,-1567609.0
2000-07-17,-1570470.0
2000-07-18,-1573271.0
2000-07-19,-1569322.0
2000-07-20,-1579173.0
2000-07-21,-1585439.0
2000-07-24,-1588540.0
2000-07-25,-1589883.0
2000-07-26,-1590361.0
2000-07-27,-1592673.0
2000-07-28,-1590865.0
2000-07-31,-1586550.0
2000-08-01,-1585348.0
2000-08-02,-1585231.0
2000-08-03,-1587631.0
2000-08-04,-1585088.0
2000-08-07,-1580080.0
2000-08-08,-1580239.0
2000-08-09,-1579428.0
2000-08-10,-1584255.0
2000-08-11,-1578605.0
2000-08-14,-1577092.0
2000-08-15,-1577572.0
2000-08-16,-1575714.0
2000-08-17,-1590520.0
2000-08-18,-1590291.0
2000-08-21,-1596258.0
2000-08-22,-1598419.0
2000-08-23,-1594028.0
2000-08-24,-1598164.0
2000-08-25,-1601084.0
2000-08-28,-1598832.0
2000-08-29,-1600721.0
2000-08-30,
2000-08-31,-1608005.0
2000-09-01,-1604943.0
2000-09-04,-1598345.0
2000-09-05,-1599894.0
2000-09-06,-1602664.0
2000-09-07,-1610513.0
2000-09-08,-1610981.0
2000-09-11,-1608432.0
2000-09-12,-1611966.0
2000-09-13,-1611184.0
2000-09-14,-1627916.0
2000-09-15,-1634867.0
2000-09-18,-1632321.0
2000-09-19,-1639269.0
2000-09-20,-1647592.0
2000-09-21,-1653786.0
2000-09-22,-1661328.0
2000-09-25,-1664188.0
2000-09-26,-1679281.0
2000-09-27,-1683545.0
2000-09-28,-1684859.0
2000-09-29,-1691192.0
2000-10-02,-1721002.0
2000-10-03,-1724125.0
2000-10-04,-1723490.0
2000-10-05,-1721857.0
2000-10-06,-1721597.0
2000-10-09,-1719936.0
2000-10-10,-1722706.0
2000-10-11,-1723889.0
2000-10-12,-1730957.0
2000-10-13,-1742108.0
2000-10-16,-1741288.0
2000-10-17,-1744786.0
2000-10-18,-1744444.0
2000-10-19,-1749060.0
2000-10-20,-1740545.0
2000-10-23,-1747931.0
2000-10-24,-1752903.0
2000-10-25,-1750592.0
2000-10-26,-1751131.0
2000-10-27,-1752253.0
2000-10-30,-1754018.0
2000-10-31,-1765859.0
2000-11-01,-1762679.0
2000-11-02,-1767456.0
2000-11-03,-1767350.0
2000-11-06,-1768453.0
2000-11-07,-1771303.0
2000-11-08,-1773879.0
2000-11-09,-1783406.0
2000-11-10,-1760693.0
2000-11-13,-1773682.0
2000-11-14,-1774874.0
2000-11-15,-1779240.0
2000-11-16,-1779010.0
2000-11-17,-1783367.0
2000-11-20,-1791230.0
2000-11-21,-1798706.0
2000-11-22,-1849211.0
2000-11-23,-1842101.0
2000-11-24,-1880376.0
2000-11-27,-1889709.0
2000-11-28,-1917319.0
2000-11-29,-1963763.0
2000-11-30,-1993437.0
2000-12-01,-2013527.0
2000-12-04,-2165745.0
2000-12-05,-2176666.0
2000-12-06,-2225401.0
2000-12-07,-2247176.0
2000-12-08,-2248814.0
2000-12-11,-2237467.0
2000-12-12,-2243040.0
2000-12-13,-2270422.0
2000-12-14,-2291282.0
2000-12-15,-2298056.0
2000-12-18,-2298165.0
2000-12-19,-2308004.0
2000-12-20,-2318709.0
2000-12-21,-2380532.0
2000-12-22,-2424876.0
2000-12-25,-2449881.0
2000-12-26,-2445448.0
2000-12-27,
2000-12-28,
2000-12-29,-2406827.0
2001-01-01,
2001-01-02,-2445263.0
2001-01-03,-2497159.0
2001-01-04,-2502346.0
2001-01-05,-2518417.0
2001-01-08,-2511188.0
2001-01-09,-2511994.0
2001-01-10,-2515898.0
2001-01-11,-2499691.0
2001-01-12,-2505651.0
2001-01-15,-2502875.0
2001-01-16,-2506922.0
2001-01-17,-2508849.0
2001-01-18,-2514467.0
2001-01-19,-2515914.0
2001-01-22,-2505081.0
2001-01-23,-2506406.0
2001-01-24,-2505771.0
2001-01-25,-2512108.0
2001-01-26,-2513935.0
2001-01-29,-2515707.0
2001-01-30,-2517384.0
2001-01-31,-2527107.0
2001-02-01,-2539950.0
2001-02-02,-2537618.0
2001-02-05,-2532891.0
2001-02-06,-2533316.0
2001-02-07,-2534357.0
2001-02-08,-2535686.0
2001-02-09,-2542004.0
2001-02-12,-2537264.0
2001-02-13,-2525022.0
2001-02-14,-2531051.0
2001-02-15,-2540998.0
2001-02-16,-2546484.0
2001-02-19,-2552134.0
2001-02-20,-2522718.0
2001-02-21,-2542233.0
2001-02-22,-2816771.0
2001-02-23,-3097172.0
2001-02-26,-3054461.0
2001-02-27,-3086890.0
2001-02-28,-3109770.0
2001-03-01,-3134352.0
2001-03-02,-3306428.0
2001-03-05,
2001-03-06,
2001-03-07,
2001-03-08,
2001-03-09,-3283185.0
2001-03-12,-3299537.0
2001-03-13,-3325749.0
2001-03-14,-3353821.0
2001-03-15,-3372422.0
2001-03-16,-3394590.0
2001-03-19,-3391028.0
2001-03-20,-3338295.0
2001-03-21,-3443084.0
2001-03-22,-3476448.0
2001-03-23,-3466051.0
2001-03-26,-3527101.0
2001-03-27,-3544869.0
2001-03-28,-3543509.0
2001-03-29,-3550127.0
2001-03-30,-3589109.0
2001-04-02,-3657096.0
2001-04-03,-3691784.0
2001-04-04,-3726113.0
2001-04-05,-3753516.0
2001-04-06,-3771899.0
2001-04-09,-3761588.0
2001-04-10,-3846720.0
2001-04-11,-3872863.0
2001-04-12,-3946315.0
