Tarih,TP_AB_A10
2000-01-03,11422932.1
2000-01-04,11477653.8
2000-01-05,11559013.7
2000-01-06,11609650.6
2000-01-07,11588263.1
2000-01-10,
2000-01-11,11556236.1
2000-01-12,11544832.2
2000-01-13,11541450.6
2000-01-14,11502125.8
2000-01-17,11383527.2
2000-01-18,12108495.3
2000-01-19,11873721.6
2000-01-20,11858710.8
2000-01-21,11848305.8
2000-01-24,11833560.0
2000-01-25,11806614.9
2000-01-26,11685048.0
2000-01-27,11713464.6
2000-01-28,11868825.4
2000-01-31,11701379.9
2000-02-01,11688958.3
2000-02-02,11669142.3
2000-02-03,11688327.8
2000-02-04,11656037.9
2000-02-07,11628117.1
2000-02-08,11607818.5
2000-02-09,11598634.4
2000-02-10,11591729.6
2000-02-11,11607481.2
2000-02-14,11574775.5
2000-02-15,11537284.9
2000-02-16,11362717.2
2000-02-17,11252940.5
2000-02-18,11322534.0
2000-02-21,11542807.2
2000-02-22,11531426.8
2000-02-23,11613727.8
2000-02-24,11139445.4
2000-02-25,11340013.4
2000-02-28,11356061.1
2000-02-29,11296215.7
2000-03-01,11320564.0
2000-03-02,11320815.2
2000-03-03,11351443.2
2000-03-06,11322409.9
2000-03-07,11321744.0
2000-03-08,11290261.0
2000-03-09,11295865.6
2000-03-10,11402488.3
2000-03-13,11481634.5
2000-03-14,11527428.5
2000-03-15,11223664.0
2000-03-16,
2000-03-17,
2000-03-20,11158095.0
2000-03-21,11160490.4
2000-03-22,11182902.3
2000-03-23,11164287.0
2000-03-24,11153680.5
2000-03-27,11183761.7
2000-03-28,11222003.8
2000-03-29,11264012.4
2000-03-30,11216177.5
2000-03-31,11243359.3
2000-04-03,11259699.2
2000-04-04,11295291.2
2000-04-05,11308918.5
2000-04-06,11355893.9
2000-04-07,11349947.2
2000-04-10,11358956.5
2000-04-11,11349606.6
2000-04-12,11456235.7
2000-04-13,11474266.6
2000-04-14,11713566.2
2000-04-17,11743931.2
2000-04-18,11757889.1
2000-04-19,11540807.0
2000-04-20,11539493.9
2000-04-21,11528284.8
2000-04-24,11553352.1
2000-04-25,11648932.6
2000-04-26,11607483.4
2000-04-27,11594770.6
2000-04-28,11624565.3
2000-05-01,11557056.8
2000-05-02,11413861.5
2000-05-03,11652623.8
2000-05-04,11647373.2
2000-05-05,11614222.5
2000-05-08,11587904.2
2000-05-09,11664945.5
2000-05-10,11705150.4
2000-05-11,11793912.4
2000-05-12,11840105.3
2000-05-15,11793494.0
2000-05-16,11817497.7
2000-05-17,11800079.3
2000-05-18,11806366.2
2000-05-19,
2000-05-22,11813670.2
2000-05-23,11880262.7
