Tarih,TP_ZORUNDTH_KB5,TP_ZORUNDTH_KB5
2007-04-13,2007-15,46904.98
2007-04-20,2007-16,48015.06
2007-04-27,2007-17,48861.74
2007-05-04,2007-18,47834.71
2007-05-11,2007-19,48441.33
2007-05-18,2007-20,48491.03
2007-05-25,2007-21,49057.64
2007-06-01,2007-22,48768.33
2007-06-08,2007-23,47989.74
2007-06-15,2007-24,47536.98
2007-06-22,2007-25,48046.38
2007-06-29,2007-26,48056.69
2007-07-06,2007-27,49231.37
2007-07-13,2007-28,49919.78
2007-07-20,2007-29,52140.07
2007-07-27,2007-30,50758.56
2007-08-03,2007-31,49033.42
2007-08-10,2007-32,48793.52
2007-08-17,2007-33,47094.92
2007-08-24,2007-34,47483.65
2007-08-31,2007-35,48775.04
2007-09-07,2007-36,48609.18
2007-09-14,2007-37,48879.12
2007-09-21,2007-38,50107.82
2007-09-28,2007-39,49960.65
2007-10-05,2007-40,49817.65
2007-10-12,2007-41,50238.07
2007-10-19,2007-42,50822.77
2007-10-26,2007-43,50713.43
2007-11-02,2007-44,51152.17
2007-11-09,2007-45,51310.28
2007-11-16,2007-46,49795.71
2007-11-23,2007-47,48803.65
2007-11-30,2007-48,49149.58
2007-12-07,2007-49,48994.92
2007-12-14,2007-50,50328.5
2007-12-21,2007-51,50092.73
2007-12-28,2007-52,50723.74
2008-01-04,2008-1,51621.74
2008-01-11,2008-2,51519.67
2008-01-18,2008-3,50267.42
2008-01-25,2008-4,49386.01
2008-02-01,2008-5,50880.6
2008-02-08,2008-6,50247.82
2008-02-15,2008-7,50898.59
2008-02-22,2008-8,50615.65
2008-02-29,2008-9,51060.14
2008-03-07,2008-10,49544.57
2008-03-14,2008-11,50728.46
2008-03-21,2008-12,50843.51
2008-03-28,2008-13,50920.72
2008-04-04,2008-14,51486.66
2008-04-11,2008-15,52253.84
2008-04-18,2008-16,52026.03
2008-04-25,2008-17,54132.25
2008-05-02,2008-18,56160.86
2008-05-09,2008-19,56730.24
2008-05-16,2008-20,56497.39
2008-05-23,2008-21,57407.29
2008-05-30,2008-22,56635.73
2008-06-06,2008-23,55813.45
2008-06-13,2008-24,54989.1
2008-06-20,2008-25,56672.29
2008-06-27,2008-26,56751.8
2008-07-04,2008-27,57014.31
2008-07-11,2008-28,58323.62
2008-07-18,2008-29,59555.34
2008-07-25,2008-30,61057.09
2008-08-01,2008-31,63643.82
2008-08-08,2008-32,62240.86
2008-08-15,2008-33,58612.85
2008-08-22,2008-34,58477.78
2008-08-29,2008-35,57945.5
2008-09-05,2008-36,54665.54
2008-09-12,2008-37,52969.08
2008-09-19,2008-38,53250.26
2008-09-26,2008-39,54132.78
2008-10-03,2008-40,54972.18
2008-10-10,2008-41,53099.02
2008-10-17,2008-42,51931.0
2008-10-24,2008-43,49088.75
2008-10-31,2008-44,51496.58
2008-11-07,2008-45,49873.93
2008-11-14,2008-46,45933.67
2008-11-21,2008-47,44845.53
2008-11-28,2008-48,46585.85
2008-12-05,2008-49,45719.26
2008-12-12,2008-50,47611.79
2008-12-19,2008-51,52349.89
2008-12-26,2008-52,49949.68
2009-01-02,2009-1,51052.65
2009-01-09,2009-2,50191.32
2009-01-16,2009-3,47406.08
2009-01-23,2009-4,46774.53
2009-01-30,2009-5,46804.6
2009-02-06,2009-6,46135.6
2009-02-13,2009-7,45258.24
2009-02-20,2009-8,43751.15
2009-02-27,2009-9,44232.6
2009-03-06,2009-10,43659.11
2009-03-13,2009-11,44616.84
2009-03-20,2009-12,45552.25
2009-03-27,2009-13,45506.73
2009-04-03,2009-14,46515.11
2009-04-10,2009-15,48908.87
2009-04-17,2009-16,48789.15
2009-04-24,2009-17,48826.38
2009-05-01,2009-18,50295.05
2009-05-08,2009-19,50263.5
2009-05-15,2009-20,50905.12
2009-05-22,2009-21,51204.59
2009-05-29,2009-22,50106.79
2009-06-05,2009-23,49657.82
2009-06-12,2009-24,50230.84
2009-06-19,2009-25,49953.8
2009-06-26,2009-26,51187.67
2009-07-03,2009-27,51109.76
2009-07-10,2009-28,50315.67
2009-07-17,2009-29,52453.88
2009-07-24,2009-30,52972.73
2009-07-31,2009-31,53035.88
2009-08-07,2009-32,53783.71
2009-08-14,2009-33,51746.64
2009-08-21,2009-34,51431.47
2009-08-28,2009-35,51340.88
2009-09-04,2009-36,51044.53
2009-09-11,2009-37,52708.52
2009-09-18,2009-38,53884.68
2009-09-25,2009-39,54265.34
2009-10-02,2009-40,53059.51
2009-10-09,2009-41,53478.5
2009-10-16,2009-42,54534.46
2009-10-23,2009-43,54200.03
2009-10-30,2009-44,53663.43
2009-11-06,2009-45,54098.98
2009-11-13,2009-46,55070.2
2009-11-20,2009-47,54983.08
2009-11-27,2009-48,53499.62
2009-12-04,2009-49,51401.51
2009-12-11,2009-50,51408.37
2009-12-18,2009-51,50345.84
2009-12-25,2009-52,51090.27
2010-01-01,2010-1,50639.08
2010-01-08,2010-2,52056.41
2010-01-15,2010-3,53038.28
2010-01-22,2010-4,52586.22
2010-01-29,2010-5,51803.19
2010-02-05,2010-6,49669.79
2010-02-12,2010-7,50828.24
2010-02-19,2010-8,50256.31
2010-02-26,2010-9,49741.01
2010-03-05,2010-10,48598.69
2010-03-12,2010-11,49548.58
2010-03-19,2010-12,49451.44
2010-03-26,2010-13,48933.36
2010-04-02,2010-14,51422.07
2010-04-09,2010-15,53214.48
2010-04-16,2010-16,55375.26
2010-04-23,2010-17,54908.35
2010-04-30,2010-18,56006.48
2010-05-07,2010-19,52246.05
2010-05-14,2010-20,52427.14
2010-05-21,2010-21,50752.8
2010-05-28,2010-22,50106.15
2010-06-04,2010-23,47872.98
2010-06-11,2010-24,47933.89
2010-06-18,2010-25,49240.73
2010-06-25,2010-26,49519.46
2010-07-02,2010-27,50768.34
2010-07-09,2010-28,52772.16
2010-07-16,2010-29,53097.93
2010-07-23,2010-30,55448.22
2010-07-30,2010-31,54664.62
2010-08-06,2010-32,55038.0
2010-08-13,2010-33,52813.55
2010-08-20,2010-34,54077.44
2010-08-27,2010-35,54018.88
2010-09-03,2010-36,55592.81
2010-09-10,2010-37,56101.34
2010-09-17,2010-38,58020.2
2010-09-24,2010-39,59307.62
2010-10-01,2010-40,59507.13
2010-10-08,2010-41,60779.98
2010-10-15,2010-42,60878.59
2010-10-22,2010-43,58032.1
2010-10-29,2010-44,55520.85
2010-11-05,2010-45,58107.06
2010-11-12,2010-46,56673.04
2010-11-19,2010-47,
2010-11-26,2010-48,56778.56
2010-12-03,2010-49,56473.88
2010-12-10,2010-50,54886.65
2010-12-17,2010-51,53141.68
2010-12-24,2010-52,50496.78
2010-12-31,2010-53,49697.23
2011-01-07,2011-1,47601.65
2011-01-14,2011-2,46873.76
2011-01-21,2011-3,46896.89
2011-01-28,2011-4,46114.22
2011-02-04,2011-5,44067.3
2011-02-11,2011-6,43439.07
2011-02-18,2011-7,45014.6
2011-02-25,2011-8,46256.9
2011-03-04,2011-9,45260.3
2011-03-11,2011-10,45651.16
2011-03-18,2011-11,46141.61
2011-03-25,2011-12,49179.51
2011-04-01,2011-13,46256.91
2011-04-08,2011-14,48316.92
2011-04-15,2011-15,48852.87
2011-04-22,2011-16,48411.44
2011-04-29,2011-17,46921.42
2011-05-06,2011-18,45831.06
2011-05-13,2011-19,44495.69
2011-05-20,2011-20,43957.06
2011-05-27,2011-21,44193.98
2011-06-03,2011-22,44552.76
2011-06-10,2011-23,45059.75
2011-06-17,2011-24,45231.14
2011-06-24,2011-25,43707.82
2011-07-01,2011-26,42238.72
2011-07-08,2011-27,42335.36
2011-07-15,2011-28,42205.77
2011-07-22,2011-29,42017.86
2011-07-29,2011-30,41213.67
2011-08-05,2011-31,39524.9
2011-08-12,2011-32,39482.41
2011-08-19,2011-33,39243.19
2011-08-26,2011-34,39635.66
2011-09-02,2011-35,40930.24
2011-09-09,2011-36,41124.37
2011-09-16,2011-37,40645.15
2011-09-23,2011-38,39437.69
2011-09-30,2011-39,38081.61
2011-10-07,2011-40,38153.83
2011-10-14,2011-41,44946.15
2011-10-21,2011-42,45721.21
2011-10-28,2011-43,47502.57
2011-11-04,2011-44,46962.97
2011-11-11,2011-45,47061.87
2011-11-18,2011-46,44759.42
2011-11-25,2011-47,43025.0
2011-12-02,2011-48,45600.8
2011-12-09,2011-49,46347.47
2011-12-16,2011-50,46977.44
2011-12-23,2011-51,47939.51
2011-12-30,2011-52,46124.57
2012-01-06,2012-1,46597.5
2012-01-13,2012-2,46536.24
2012-01-20,2012-3,46093.84
2012-01-27,2012-4,47892.95
2012-02-03,2012-5,48030.57
2012-02-10,2012-6,47447.37
2012-02-17,2012-7,47558.61
2012-02-24,2012-8,47640.05
2012-03-02,2012-9,48053.23
2012-03-09,2012-10,47710.46
2012-03-16,2012-11,47777.3
2012-03-23,2012-12,47732.46
2012-03-30,2012-13,47757.36
2012-04-06,2012-14,47054.46
2012-04-13,2012-15,47954.18
2012-04-20,2012-16,48558.79
2012-04-27,2012-17,49242.46
2012-05-04,2012-18,49400.63
2012-05-11,2012-19,48382.67
2012-05-18,2012-20,46905.92
2012-05-25,2012-21,45782.42
2012-06-01,2012-22,46117.77
2012-06-08,2012-23,46935.39
2012-06-15,2012-24,49171.85
2012-06-22,2012-25,50012.25
2012-06-29,2012-26,48806.05
2012-07-06,2012-27,48084.28
2012-07-13,2012-28,47426.8
2012-07-20,2012-29,47587.14
2012-07-27,2012-30,46775.34
2012-08-03,2012-31,47815.66
2012-08-10,2012-32,48268.94
2012-08-17,2012-33,47836.49
2012-08-24,2012-34,47438.89
2012-08-31,2012-35,46141.67
2012-09-07,2012-36,46824.12
2012-09-14,2012-37,47698.7
2012-09-21,2012-38,47812.24
2012-09-28,2012-39,47368.78
2012-10-05,2012-40,46727.78
2012-10-12,2012-41,46256.91
2012-10-19,2012-42,46068.28
2012-10-26,2012-43,46040.39
2012-11-02,2012-44,47299.27
2012-11-09,2012-45,47939.69
2012-11-16,2012-46,47209.07
2012-11-23,2012-47,47568.25
2012-11-30,2012-48,47697.96
2012-12-07,2012-49,48129.25
2012-12-14,2012-50,49773.57
2012-12-21,2012-51,50594.63
2012-12-28,2012-52,52358.97
2013-01-04,2013-1,50717.96
2013-01-11,2013-2,50542.1
2013-01-18,2013-3,52541.3
2013-01-25,2013-4,52571.37
2013-02-01,2013-5,52158.07
2013-02-08,2013-6,51385.99
2013-02-15,2013-7,50684.85
2013-02-22,2013-8,49933.06
2013-03-01,2013-9,49680.85
2013-03-08,2013-10,49343.58
2013-03-15,2013-11,49305.82
2013-03-22,2013-12,48417.86
2013-03-29,2013-13,48873.61
2013-04-05,2013-14,48607.73
2013-04-12,2013-15,50014.69
2013-04-19,2013-16,50871.65
2013-04-26,2013-17,50390.23
2013-05-03,2013-18,50722.5
2013-05-10,2013-19,50424.16
2013-05-17,2013-20,49266.22
2013-05-24,2013-21,49519.35
2013-05-31,2013-22,50270.79
2013-06-07,2013-23,50674.59
2013-06-14,2013-24,50869.57
2013-06-21,2013-25,49247.81
2013-06-28,2013-26,47364.27
2013-07-05,2013-27,46560.12
2013-07-12,2013-28,46962.65
2013-07-19,2013-29,47333.11
2013-07-26,2013-30,48815.69
2013-08-02,2013-31,48040.86
2013-08-09,2013-32,49141.81
2013-08-16,2013-33,49086.23
2013-08-23,2013-34,48981.26
2013-08-30,2013-35,48086.54
2013-09-06,2013-36,47998.12
2013-09-13,2013-37,48213.43
2013-09-20,2013-38,49067.34
2013-09-27,2013-39,49043.72
2013-10-04,2013-40,48539.41
2013-10-11,2013-41,48828.71
2013-10-18,2013-42,
2013-10-25,2013-43,50576.94
2013-11-01,2013-44,49278.99
2013-11-08,2013-45,49697.09
2013-11-15,2013-46,49311.94
2013-11-22,2013-47,49254.73
2013-11-29,2013-48,50077.05
2013-12-06,2013-49,51400.58
2013-12-13,2013-50,52792.08
2013-12-20,2013-51,55098.76
2013-12-27,2013-52,54249.77
2014-01-03,2014-1,51531.96
2014-01-10,2014-2,51211.78
2014-01-17,2014-3,50572.25
2014-01-24,2014-4,50978.46
2014-01-31,2014-5,50676.67
2014-02-07,2014-6,52903.15
2014-02-14,2014-7,53484.98
2014-02-21,2014-8,53441.87
2014-02-28,2014-9,53805.23
2014-03-07,2014-10,54143.32
2014-03-14,2014-11,53883.72
2014-03-21,2014-12,56178.35
2014-03-28,2014-13,58192.18
2014-04-04,2014-14,55967.93
2014-04-11,2014-15,56692.09
2014-04-18,2014-16,57132.08
2014-04-25,2014-17,57853.95
2014-05-02,2014-18,58410.79
2014-05-09,2014-19,58120.35
2014-05-16,2014-20,58252.72
2014-05-23,2014-21,58395.29
2014-05-30,2014-22,57609.64
2014-06-06,2014-23,57981.58
2014-06-13,2014-24,58091.5
2014-06-20,2014-25,58048.39
2014-06-27,2014-26,57207.34
2014-07-04,2014-27,55372.85
2014-07-11,2014-28,56079.16
2014-07-18,2014-29,57685.76
2014-07-25,2014-30,58445.23
2014-08-01,2014-31,58013.49
2014-08-08,2014-32,56465.79
2014-08-15,2014-33,57055.4
2014-08-22,2014-34,56342.26
2014-08-29,2014-35,56109.7
2014-09-05,2014-36,56313.14
2014-09-12,2014-37,55261.94
2014-09-19,2014-38,55749.18
2014-09-26,2014-39,55948.71
2014-10-03,2014-40,56594.79
2014-10-10,2014-41,56969.97
2014-10-17,2014-42,59047.68
2014-10-24,2014-43,59312.4
2014-10-31,2014-44,60496.22
2014-11-07,2014-45,60418.64
2014-11-14,2014-46,59316.73
2014-11-21,2014-47,60240.62
2014-11-28,2014-48,60423.07
2014-12-05,2014-49,59392.99
2014-12-12,2014-50,57809.01
2014-12-19,2014-51,57528.8
2014-12-26,2014-52,57466.03
2015-01-02,2015-1,56292.97
2015-01-09,2015-2,56757.13
2015-01-16,2015-3,56422.83
2015-01-23,2015-4,54603.7
2015-01-30,2015-5,52801.85
2015-02-06,2015-6,52521.75
2015-02-13,2015-7,51779.22
2015-02-20,2015-8,53254.16
2015-02-27,2015-9,53254.16
2015-03-06,2015-10,51294.22
2015-03-13,2015-11,50943.59
2015-03-20,2015-12,54452.13
2015-03-27,2015-13,54925.29
2015-04-03,2015-14,54585.26
2015-04-10,2015-15,54353.0
2015-04-17,2015-16,53605.36
2015-04-24,2015-17,53399.42
2015-05-01,2015-18,55423.54
2015-05-08,2015-19,56804.76
2015-05-15,2015-20,58623.55
2015-05-22,2015-21,59088.58
2015-05-29,2015-22,57561.53
2015-06-05,2015-23,60794.61
2015-06-12,2015-24,62314.19
2015-06-19,2015-25,64384.36
2015-06-26,2015-26,65163.32
2015-07-03,2015-27,63683.51
2015-07-10,2015-28,63411.18
2015-07-17,2015-29,64257.59
2015-07-24,2015-30,64944.92
2015-07-31,2015-31,62346.61
2015-08-07,2015-32,61952.12
2015-08-14,2015-33,63181.27
2015-08-21,2015-34,62789.04
2015-08-28,2015-35,61199.54
2015-09-04,2015-36,60084.32
2015-09-11,2015-37,61510.78
2015-09-18,2015-38,62973.76
2015-09-25,2015-39,62953.93
2015-10-02,2015-40,61778.92
2015-10-09,2015-41,64165.57
2015-10-16,2015-42,63798.58
2015-10-23,2015-43,63879.77
2015-10-30,2015-44,63532.66
2015-11-06,2015-45,61724.71
2015-11-13,2015-46,61736.05
2015-11-20,2015-47,63379.97
2015-11-27,2015-48,63280.43
2015-12-04,2015-49,63500.93
2015-12-11,2015-50,63534.72
2015-12-18,2015-51,63950.56
2015-12-25,2015-52,63262.93
2016-01-01,2016-1,61044.47
2016-01-08,2016-2,58938.34
2016-01-15,2016-3,57099.61
2016-01-22,2016-4,56824.15
2016-01-29,2016-5,58278.04
2016-02-05,2016-6,60385.65
2016-02-12,2016-7,60420.24
2016-02-19,2016-8,60364.44
2016-02-26,2016-9,61169.92
2016-03-04,2016-10,61874.72
2016-03-11,2016-11,63191.18
2016-03-18,2016-12,63900.82
2016-03-25,2016-13,63805.87
2016-04-01,2016-14,65513.48
2016-04-08,2016-15,62429.35
2016-04-15,2016-16,63505.57
2016-04-22,2016-17,65445.54
2016-04-29,2016-18,65022.33
2016-05-06,2016-19,61820.34
2016-05-13,2016-20,59875.93
2016-05-20,2016-21,60410.38
2016-05-27,2016-22,61391.44
2016-06-03,2016-23,61268.3
2016-06-10,2016-24,62039.35
2016-06-17,2016-25,62355.31
2016-06-24,2016-26,63352.0
2016-07-01,2016-27,60933.18
2016-07-08,2016-28,62150.08
2016-07-15,2016-29,62724.92
2016-07-22,2016-30,58410.06
2016-07-29,2016-31,56876.49
2016-08-05,2016-32,57317.58
2016-08-12,2016-33,58697.52
2016-08-19,2016-34,58264.34
2016-08-26,2016-35,57879.11
2016-09-02,2016-36,57634.02
2016-09-09,2016-37,56712.14
2016-09-16,2016-38,58668.14
2016-09-23,2016-39,60285.95
2016-09-30,2016-40,59063.64
2016-10-07,2016-41,57866.46
2016-10-14,2016-42,57930.56
2016-10-21,2016-43,58461.97
2016-10-28,2016-44,57489.17
2016-11-04,2016-45,56496.22
2016-11-11,2016-46,55019.01
2016-11-18,2016-47,55133.48
2016-11-25,2016-48,56002.33
2016-12-02,2016-49,56300.76
2016-12-09,2016-50,56571.18
2016-12-16,2016-51,57718.89
2016-12-23,2016-52,58599.25
2016-12-30,2016-53,57533.16
2017-01-06,2017-1,54929.56
2017-01-13,2017-2,56396.67
2017-01-20,2017-3,56561.83
2017-01-27,2017-4,57164.8
2017-02-03,2017-5,60267.07
2017-02-10,2017-6,60741.34
