Tarih,TP_ZORUNDTH_KB4,TP_ZORUNDTH_KB4
2007-04-13,2007-15,1963.49
2007-04-20,2007-16,1994.57
2007-04-27,2007-17,2050.24
2007-05-04,2007-18,2056.13
2007-05-11,2007-19,2067.41
2007-05-18,2007-20,2079.34
2007-05-25,2007-21,2083.26
2007-06-01,2007-22,2117.94
2007-06-08,2007-23,2136.59
2007-06-15,2007-24,2145.87
2007-06-22,2007-25,2156.74
2007-06-29,2007-26,2172.67
2007-07-06,2007-27,2194.28
2007-07-13,2007-28,2222.86
2007-07-20,2007-29,2272.71
2007-07-27,2007-30,2204.63
2007-08-03,2007-31,2161.29
2007-08-10,2007-32,2145.46
2007-08-17,2007-33,2051.78
2007-08-24,2007-34,2100.03
2007-08-31,2007-35,2135.54
2007-09-07,2007-36,2111.95
2007-09-14,2007-37,2141.91
2007-09-21,2007-38,2187.58
2007-09-28,2007-39,2189.47
2007-10-05,2007-40,2202.4
2007-10-12,2007-41,2234.49
2007-10-19,2007-42,2231.72
2007-10-26,2007-43,2248.84
2007-11-02,2007-44,2275.81
2007-11-09,2007-45,2239.26
2007-11-16,2007-46,2211.37
2007-11-23,2007-47,2244.4
2007-11-30,2007-48,2221.36
2007-12-07,2007-49,2225.97
2007-12-14,2007-50,2277.06
2007-12-21,2007-51,2257.97
2007-12-28,2007-52,2284.06
2008-01-04,2008-1,2262.19
2008-01-11,2008-2,2262.97
2008-01-18,2008-3,2263.27
2008-01-25,2008-4,2238.27
2008-02-01,2008-5,2245.38
2008-02-08,2008-6,2203.48
2008-02-15,2008-7,2214.2
2008-02-22,2008-8,2250.08
2008-02-29,2008-9,2238.6
2008-03-07,2008-10,2209.6
2008-03-14,2008-11,2250.76
2008-03-21,2008-12,2230.59
2008-03-28,2008-13,2254.93
2008-04-04,2008-14,2259.56
2008-04-11,2008-15,2284.72
2008-04-18,2008-16,2286.61
2008-04-25,2008-17,2327.81
2008-05-02,2008-18,2328.96
2008-05-09,2008-19,2365.21
2008-05-16,2008-20,2348.63
2008-05-23,2008-21,2388.05
2008-05-30,2008-22,2373.6
2008-06-06,2008-23,2386.01
2008-06-13,2008-24,2383.46
2008-06-20,2008-25,2396.55
2008-06-27,2008-26,2366.28
2008-07-04,2008-27,2367.1
2008-07-11,2008-28,2372.28
2008-07-18,2008-29,2423.61
2008-07-25,2008-30,2455.99
2008-08-01,2008-31,2500.59
2008-08-08,2008-32,2484.82
2008-08-15,2008-33,2462.32
2008-08-22,2008-34,2465.09
2008-08-29,2008-35,2456.98
2008-09-05,2008-36,2332.93
2008-09-12,2008-37,2266.03
2008-09-19,2008-38,2335.05
2008-09-26,2008-39,2337.26
2008-10-03,2008-40,2367.36
2008-10-10,2008-41,2150.03
2008-10-17,2008-42,2086.12
2008-10-24,2008-43,1954.78
2008-10-31,2008-44,2012.5
2008-11-07,2008-45,1959.14
2008-11-14,2008-46,1874.78
2008-11-21,2008-47,1813.03
2008-11-28,2008-48,1972.71
2008-12-05,2008-49,1915.74
2008-12-12,2008-50,1978.96
2008-12-19,2008-51,2076.27
2008-12-26,2008-52,2055.65
2009-01-02,2009-1,2002.4
2009-01-09,2009-2,2017.81
2009-01-16,2009-3,1949.63
2009-01-23,2009-4,1932.93
2009-01-30,2009-5,1926.91
2009-02-06,2009-6,1925.58
2009-02-13,2009-7,1888.42
2009-02-20,2009-8,1893.15
2009-02-27,2009-9,1886.15
2009-03-06,2009-10,1808.32
2009-03-13,2009-11,1889.92
2009-03-20,2009-12,1918.9
2009-03-27,2009-13,1939.47
2009-04-03,2009-14,1944.87
2009-04-10,2009-15,1968.76
2009-04-17,2009-16,2001.24
2009-04-24,2009-17,1952.13
2009-05-01,2009-18,1969.09
2009-05-08,2009-19,2013.9
2009-05-15,2009-20,1981.82
2009-05-22,2009-21,2026.05
2009-05-29,2009-22,2036.03
2009-06-05,2009-23,2066.89
2009-06-12,2009-24,2027.61
2009-06-19,2009-25,2010.53
2009-06-26,2009-26,2047.54
2009-07-03,2009-27,2063.17
2009-07-10,2009-28,2032.62
2009-07-17,2009-29,2048.12
2009-07-24,2009-30,2110.44
2009-07-31,2009-31,2085.28
2009-08-07,2009-32,2133.39
2009-08-14,2009-33,2121.58
2009-08-21,2009-34,2137.09
2009-08-28,2009-35,2192.22
2009-09-04,2009-36,2139.52
2009-09-11,2009-37,2138.46
2009-09-18,2009-38,2242.92
2009-09-25,2009-39,2335.71
2009-10-02,2009-40,2383.61
2009-10-09,2009-41,2397.52
2009-10-16,2009-42,2430.32
2009-10-23,2009-43,2370.18
2009-10-30,2009-44,2299.65
2009-11-06,2009-45,2227.1
2009-11-13,2009-46,2248.63
2009-11-20,2009-47,2244.16
2009-11-27,2009-48,2232.12
2009-12-04,2009-49,2276.81
2009-12-11,2009-50,2343.05
2009-12-18,2009-51,2257.34
2009-12-25,2009-52,2256.04
2010-01-01,2010-1,2258.18
2010-01-08,2010-2,2330.89
2010-01-15,2010-3,2321.59
2010-01-22,2010-4,2260.03
2010-01-29,2010-5,2228.28
2010-02-05,2010-6,2298.64
2010-02-12,2010-7,2308.98
2010-02-19,2010-8,2285.17
2010-02-26,2010-9,2296.13
2010-03-05,2010-10,2331.56
2010-03-12,2010-11,2367.11
2010-03-19,2010-12,2328.62
2010-03-26,2010-13,2326.84
2010-04-02,2010-14,2365.49
2010-04-09,2010-15,2341.02
2010-04-16,2010-16,2381.93
2010-04-23,2010-17,2392.69
2010-04-30,2010-18,2473.5
2010-05-07,2010-19,2313.2
2010-05-14,2010-20,2454.82
2010-05-21,2010-21,2433.16
2010-05-28,2010-22,2660.99
2010-06-04,2010-23,2369.64
2010-06-11,2010-24,2404.5
2010-06-18,2010-25,2427.06
2010-06-25,2010-26,2371.88
2010-07-02,2010-27,2403.37
2010-07-09,2010-28,2449.66
2010-07-16,2010-29,2469.78
2010-07-23,2010-30,2498.22
2010-07-30,2010-31,2501.64
2010-08-06,2010-32,2520.17
2010-08-13,2010-33,2496.84
2010-08-20,2010-34,2515.04
2010-08-27,2010-35,2539.57
2010-09-03,2010-36,2506.08
2010-09-10,2010-37,2497.9
2010-09-17,2010-38,2565.22
2010-09-24,2010-39,2570.12
2010-10-01,2010-40,2589.09
2010-10-08,2010-41,2639.82
2010-10-15,2010-42,2654.36
2010-10-22,2010-43,2646.42
2010-10-29,2010-44,2655.31
2010-11-05,2010-45,2668.01
2010-11-12,2010-46,2581.84
2010-11-19,2010-47,
2010-11-26,2010-48,2518.41
2010-12-03,2010-49,2516.64
2010-12-10,2010-50,2473.69
2010-12-17,2010-51,2477.85
2010-12-24,2010-52,2455.56
2010-12-31,2010-53,2450.7
2011-01-07,2011-1,2384.84
2011-01-14,2011-2,2432.46
2011-01-21,2011-3,2375.24
2011-01-28,2011-4,2350.46
2011-02-04,2011-5,2344.43
2011-02-11,2011-6,2307.23
2011-02-18,2011-7,2421.45
2011-02-25,2011-8,2360.81
2011-03-04,2011-9,2342.68
2011-03-11,2011-10,2365.49
2011-03-18,2011-11,2413.48
2011-03-25,2011-12,2420.9
2011-04-01,2011-13,2475.98
2011-04-08,2011-14,2462.13
2011-04-15,2011-15,2488.71
2011-04-22,2011-16,2467.35
2011-04-29,2011-17,2484.42
2011-05-06,2011-18,2431.46
2011-05-13,2011-19,2443.14
2011-05-20,2011-20,2462.05
2011-05-27,2011-21,2468.03
2011-06-03,2011-22,2472.03
2011-06-10,2011-23,2492.71
2011-06-17,2011-24,2512.86
2011-06-24,2011-25,2496.68
2011-07-01,2011-26,2592.78
2011-07-08,2011-27,2533.89
2011-07-15,2011-28,2573.6
2011-07-22,2011-29,2604.97
2011-07-29,2011-30,2639.34
2011-08-05,2011-31,2641.63
2011-08-12,2011-32,2670.38
2011-08-19,2011-33,2674.06
2011-08-26,2011-34,2649.87
2011-09-02,2011-35,2697.53
2011-09-09,2011-36,2648.02
2011-09-16,2011-37,2628.82
2011-09-23,2011-38,2566.16
2011-09-30,2011-39,2543.36
2011-10-07,2011-40,2559.47
2011-10-14,2011-41,2587.41
2011-10-21,2011-42,2549.13
2011-10-28,2011-43,2616.87
2011-11-04,2011-44,2567.82
2011-11-11,2011-45,2588.34
2011-11-18,2011-46,2560.96
2011-11-25,2011-47,2449.26
2011-12-02,2011-48,2495.45
2011-12-09,2011-49,2480.25
2011-12-16,2011-50,2439.78
2011-12-23,2011-51,2453.91
2011-12-30,2011-52,2413.78
2012-01-06,2012-1,2432.1
2012-01-13,2012-2,2437.58
2012-01-20,2012-3,2467.37
2012-01-27,2012-4,2490.49
2012-02-03,2012-5,2484.61
2012-02-10,2012-6,2517.08
2012-02-17,2012-7,2538.4
2012-02-24,2012-8,2562.09
2012-03-02,2012-9,2533.07
2012-03-09,2012-10,2531.45
2012-03-16,2012-11,2508.13
2012-03-23,2012-12,2514.09
2012-03-30,2012-13,2519.22
2012-04-06,2012-14,2473.29
2012-04-13,2012-15,2508.31
2012-04-20,2012-16,2504.36
2012-04-27,2012-17,2544.15
2012-05-04,2012-18,2644.7
2012-05-11,2012-19,3246.33
2012-05-18,2012-20,2472.44
2012-05-25,2012-21,2457.4
2012-06-01,2012-22,2443.54
2012-06-08,2012-23,2503.1
2012-06-15,2012-24,2531.95
2012-06-22,2012-25,2570.93
2012-06-29,2012-26,2574.06
2012-07-06,2012-27,2582.32
2012-07-13,2012-28,2607.08
2012-07-20,2012-29,2614.59
2012-07-27,2012-30,2621.22
2012-08-03,2012-31,2627.49
2012-08-10,2012-32,2657.38
2012-08-17,2012-33,2669.51
2012-08-24,2012-34,2711.47
2012-08-31,2012-35,2671.72
2012-09-07,2012-36,2698.26
2012-09-14,2012-37,2726.19
2012-09-21,2012-38,2726.09
2012-09-28,2012-39,2775.3
2012-10-05,2012-40,2725.34
2012-10-12,2012-41,2708.15
2012-10-19,2012-42,2972.85
2012-10-26,2012-43,3025.25
2012-11-02,2012-44,2760.94
2012-11-09,2012-45,2757.96
2012-11-16,2012-46,2850.26
2012-11-23,2012-47,2861.6
2012-11-30,2012-48,2929.88
2012-12-07,2012-49,2901.4
2012-12-14,2012-50,3092.9
2012-12-21,2012-51,2871.95
2012-12-28,2012-52,3515.89
2013-01-04,2013-1,3164.0
2013-01-11,2013-2,2884.06
2013-01-18,2013-3,2866.04
2013-01-25,2013-4,2894.35
2013-02-01,2013-5,2979.14
2013-02-08,2013-6,3004.92
2013-02-15,2013-7,3037.22
2013-02-22,2013-8,3021.62
2013-03-01,2013-9,3019.03
2013-03-08,2013-10,3028.34
2013-03-15,2013-11,3069.23
2013-03-22,2013-12,3028.89
2013-03-29,2013-13,3018.43
2013-04-05,2013-14,3009.7
2013-04-12,2013-15,3026.65
2013-04-19,2013-16,3061.51
2013-04-26,2013-17,2840.07
2013-05-03,2013-18,3008.38
2013-05-10,2013-19,3043.73
2013-05-17,2013-20,2451.29
2013-05-24,2013-21,3064.39
2013-05-31,2013-22,3057.89
2013-06-07,2013-23,3070.54
2013-06-14,2013-24,3040.17
2013-06-21,2013-25,2963.95
2013-06-28,2013-26,2909.79
2013-07-05,2013-27,2892.24
2013-07-12,2013-28,2895.58
2013-07-19,2013-29,2919.08
2013-07-26,2013-30,2972.17
2013-08-02,2013-31,2955.44
2013-08-09,2013-32,3000.84
2013-08-16,2013-33,3035.35
2013-08-23,2013-34,3026.3
2013-08-30,2013-35,2976.14
2013-09-06,2013-36,3025.23
2013-09-13,2013-37,3038.47
2013-09-20,2013-38,3084.75
2013-09-27,2013-39,3060.76
2013-10-04,2013-40,3057.3
2013-10-11,2013-41,3042.42
2013-10-18,2013-42,
2013-10-25,2013-43,3292.84
2013-11-01,2013-44,3082.57
2013-11-08,2013-45,3073.69
2013-11-15,2013-46,3028.81
2013-11-22,2013-47,3130.79
2013-11-29,2013-48,3115.81
2013-12-06,2013-49,3123.68
2013-12-13,2013-50,3156.17
2013-12-20,2013-51,3871.02
2013-12-27,2013-52,3682.76
2014-01-03,2014-1,3333.54
2014-01-10,2014-2,3301.61
2014-01-17,2014-3,3480.59
2014-01-24,2014-4,3547.95
2014-01-31,2014-5,3518.3
2014-02-07,2014-6,3570.12
2014-02-14,2014-7,3607.45
2014-02-21,2014-8,3566.23
2014-02-28,2014-9,3535.45
2014-03-07,2014-10,3616.33
2014-03-14,2014-11,3650.15
2014-03-21,2014-12,3632.02
2014-03-28,2014-13,3719.59
2014-04-04,2014-14,3804.0
2014-04-11,2014-15,3912.86
2014-04-18,2014-16,3895.5
2014-04-25,2014-17,3965.99
2014-05-02,2014-18,3766.41
2014-05-09,2014-19,3837.35
2014-05-16,2014-20,3797.41
2014-05-23,2014-21,3481.43
2014-05-30,2014-22,3812.94
2014-06-06,2014-23,3960.29
2014-06-13,2014-24,3875.53
2014-06-20,2014-25,3940.44
2014-06-27,2014-26,3905.27
2014-07-04,2014-27,4003.2
2014-07-11,2014-28,4050.65
2014-07-18,2014-29,4214.38
2014-07-25,2014-30,4207.87
2014-08-01,2014-31,4263.89
2014-08-08,2014-32,4310.15
2014-08-15,2014-33,4302.45
2014-08-22,2014-34,4246.63
2014-08-29,2014-35,4263.98
2014-09-05,2014-36,4253.79
2014-09-12,2014-37,4239.89
2014-09-19,2014-38,4428.08
2014-09-26,2014-39,4169.69
2014-10-03,2014-40,4195.48
2014-10-10,2014-41,4150.97
2014-10-17,2014-42,4223.26
2014-10-24,2014-43,4227.26
2014-10-31,2014-44,4281.36
2014-11-07,2014-45,5274.52
2014-11-14,2014-46,4047.54
2014-11-21,2014-47,4164.11
2014-11-28,2014-48,4079.97
2014-12-05,2014-49,4101.71
2014-12-12,2014-50,4501.08
2014-12-19,2014-51,4025.1
2014-12-26,2014-52,3948.9
2015-01-02,2015-1,3984.4
2015-01-09,2015-2,4017.6
2015-01-16,2015-3,4162.31
2015-01-23,2015-4,4095.43
2015-01-30,2015-5,4137.24
2015-02-06,2015-6,4039.61
2015-02-13,2015-7,4010.03
2015-02-20,2015-8,3978.94
2015-02-27,2015-9,3978.94
2015-03-06,2015-10,3890.11
2015-03-13,2015-11,3771.6
2015-03-20,2015-12,3822.74
2015-03-27,2015-13,3864.78
2015-04-03,2015-14,3833.28
2015-04-10,2015-15,3772.5
2015-04-17,2015-16,3859.49
2015-04-24,2015-17,3864.3
2015-05-01,2015-18,3647.69
2015-05-08,2015-19,3666.39
2015-05-15,2015-20,3709.29
2015-05-22,2015-21,3884.39
2015-05-29,2015-22,3738.65
2015-06-05,2015-23,4106.35
2015-06-12,2015-24,4137.47
2015-06-19,2015-25,4292.32
2015-06-26,2015-26,4311.64
2015-07-03,2015-27,4446.12
2015-07-10,2015-28,4575.23
2015-07-17,2015-29,4583.37
2015-07-24,2015-30,4570.66
2015-07-31,2015-31,4611.36
2015-08-07,2015-32,4636.96
2015-08-14,2015-33,4705.49
2015-08-21,2015-34,4731.1
2015-08-28,2015-35,4737.91
2015-09-04,2015-36,4865.78
2015-09-11,2015-37,4903.14
2015-09-18,2015-38,4953.41
2015-09-25,2015-39,4871.89
2015-10-02,2015-40,4934.92
2015-10-09,2015-41,5057.37
2015-10-16,2015-42,2404.54
2015-10-23,2015-43,5025.15
2015-10-30,2015-44,5015.44
2015-11-06,2015-45,4958.89
2015-11-13,2015-46,4992.99
2015-11-20,2015-47,5057.49
2015-11-27,2015-48,4911.04
2015-12-04,2015-49,4951.43
2015-12-11,2015-50,4965.74
2015-12-18,2015-51,4906.9
2015-12-25,2015-52,4970.74
2016-01-01,2016-1,4921.99
2016-01-08,2016-2,4895.42
2016-01-15,2016-3,4838.79
2016-01-22,2016-4,4869.33
2016-01-29,2016-5,4977.25
2016-02-05,2016-6,4988.51
2016-02-12,2016-7,5072.49
2016-02-19,2016-8,4969.52
2016-02-26,2016-9,5065.59
2016-03-04,2016-10,5066.36
2016-03-11,2016-11,5099.69
2016-03-18,2016-12,5148.2
2016-03-25,2016-13,5122.49
2016-04-01,2016-14,5184.06
2016-04-08,2016-15,5213.18
2016-04-15,2016-16,4966.48
2016-04-22,2016-17,5212.67
2016-04-29,2016-18,5215.64
2016-05-06,2016-19,5097.5
2016-05-13,2016-20,5202.9
2016-05-20,2016-21,5240.47
2016-05-27,2016-22,5201.04
2016-06-03,2016-23,5241.37
2016-06-10,2016-24,5287.08
2016-06-17,2016-25,5295.39
2016-06-24,2016-26,5313.82
2016-07-01,2016-27,5696.76
2016-07-08,2016-28,5304.54
2016-07-15,2016-29,5540.38
2016-07-22,2016-30,5306.79
2016-07-29,2016-31,5333.58
2016-08-05,2016-32,5297.86
2016-08-12,2016-33,5318.77
2016-08-19,2016-34,5323.47
2016-08-26,2016-35,5287.7
2016-09-02,2016-36,5212.99
2016-09-09,2016-37,5228.56
2016-09-16,2016-38,5248.38
2016-09-23,2016-39,5301.14
2016-09-30,2016-40,5225.38
2016-10-07,2016-41,5190.53
2016-10-14,2016-42,5221.44
2016-10-21,2016-43,5301.79
2016-10-28,2016-44,5327.19
2016-11-04,2016-45,5340.42
2016-11-11,2016-46,5191.12
2016-11-18,2016-47,5111.11
2016-11-25,2016-48,5016.94
2016-12-02,2016-49,5038.05
2016-12-09,2016-50,5066.98
2016-12-16,2016-51,4960.79
2016-12-23,2016-52,4945.03
2016-12-30,2016-53,4920.39
2017-01-06,2017-1,4848.28
2017-01-13,2017-2,4820.47
2017-01-20,2017-3,4873.2
2017-01-27,2017-4,4872.19
2017-02-03,2017-5,4938.86
2017-02-10,2017-6,4932.83
