Tarih,TP_ZORUNDTH_KB7,TP_ZORUNDTH_KB7
2007-04-13,2007-15,86233.03
2007-04-20,2007-16,87502.03
2007-04-27,2007-17,88236.47
2007-05-04,2007-18,87141.37
2007-05-11,2007-19,88072.09
2007-05-18,2007-20,88321.85
2007-05-25,2007-21,88807.04
2007-06-01,2007-22,88845.75
2007-06-08,2007-23,88600.75
2007-06-15,2007-24,88714.77
2007-06-22,2007-25,89325.74
2007-06-29,2007-26,89749.75
2007-07-06,2007-27,91057.1
2007-07-13,2007-28,92545.16
2007-07-20,2007-29,94448.14
2007-07-27,2007-30,93353.59
2007-08-03,2007-31,91746.54
2007-08-10,2007-32,91812.28
2007-08-17,2007-33,89131.2
2007-08-24,2007-34,90357.37
2007-08-31,2007-35,90981.12
2007-09-07,2007-36,91229.72
2007-09-14,2007-37,92850.21
2007-09-21,2007-38,95015.44
2007-09-28,2007-39,95456.01
2007-10-05,2007-40,95855.52
2007-10-12,2007-41,96481.79
2007-10-19,2007-42,97520.74
2007-10-26,2007-43,98325.63
2007-11-02,2007-44,98909.81
2007-11-09,2007-45,99737.85
2007-11-16,2007-46,98596.01
2007-11-23,2007-47,98128.17
2007-11-30,2007-48,98108.83
2007-12-07,2007-49,97664.12
2007-12-14,2007-50,99167.94
2007-12-21,2007-51,98123.1
2007-12-28,2007-52,100638.69
2008-01-04,2008-1,102014.61
2008-01-11,2008-2,102047.77
2008-01-18,2008-3,101097.4
2008-01-25,2008-4,100401.21
2008-02-01,2008-5,102030.95
2008-02-08,2008-6,100004.07
2008-02-15,2008-7,100679.09
2008-02-22,2008-8,100060.5
2008-02-29,2008-9,101531.3
2008-03-07,2008-10,99787.97
2008-03-14,2008-11,101322.87
2008-03-21,2008-12,100770.5
2008-03-28,2008-13,101028.56
2008-04-04,2008-14,100522.57
2008-04-11,2008-15,101482.82
2008-04-18,2008-16,101659.91
2008-04-25,2008-17,103932.84
2008-05-02,2008-18,105116.25
2008-05-09,2008-19,105813.98
2008-05-16,2008-20,106427.92
2008-05-23,2008-21,108650.66
2008-05-30,2008-22,109511.3
2008-06-06,2008-23,108665.72
2008-06-13,2008-24,107376.51
2008-06-20,2008-25,109336.21
2008-06-27,2008-26,111315.12
2008-07-04,2008-27,110491.02
2008-07-11,2008-28,111011.26
2008-07-18,2008-29,112737.23
2008-07-25,2008-30,114390.65
2008-08-01,2008-31,115474.17
2008-08-08,2008-32,115720.28
2008-08-15,2008-33,111208.21
2008-08-22,2008-34,111007.14
2008-08-29,2008-35,111255.24
2008-09-05,2008-36,109354.16
2008-09-12,2008-37,106553.78
2008-09-19,2008-38,107915.81
2008-09-26,2008-39,109008.32
2008-10-03,2008-40,108615.88
2008-10-10,2008-41,101841.97
2008-10-17,2008-42,98989.59
2008-10-24,2008-43,94113.94
2008-10-31,2008-44,95514.23
2008-11-07,2008-45,95193.31
2008-11-14,2008-46,92806.36
2008-11-21,2008-47,91422.83
2008-11-28,2008-48,94484.41
2008-12-05,2008-49,94196.84
2008-12-12,2008-50,95629.53
2008-12-19,2008-51,101121.64
2008-12-26,2008-52,99739.66
2009-01-02,2009-1,99374.62
2009-01-09,2009-2,97320.24
2009-01-16,2009-3,96042.89
2009-01-23,2009-4,94587.89
2009-01-30,2009-5,94729.2
2009-02-06,2009-6,94273.21
2009-02-13,2009-7,93327.45
2009-02-20,2009-8,90943.22
2009-02-27,2009-9,91555.73
2009-03-06,2009-10,90005.28
2009-03-13,2009-11,92599.06
2009-03-20,2009-12,94264.15
2009-03-27,2009-13,96104.04
2009-04-03,2009-14,97147.01
2009-04-10,2009-15,98078.72
2009-04-17,2009-16,97566.42
2009-04-24,2009-17,96172.54
2009-05-01,2009-18,97434.33
2009-05-08,2009-19,98771.69
2009-05-15,2009-20,99823.31
2009-05-22,2009-21,101242.52
2009-05-29,2009-22,101221.31
2009-06-05,2009-23,101420.21
2009-06-12,2009-24,100883.12
2009-06-19,2009-25,100061.83
2009-06-26,2009-26,101094.72
2009-07-03,2009-27,101069.81
2009-07-10,2009-28,100286.41
2009-07-17,2009-29,102175.75
2009-07-24,2009-30,104427.58
2009-07-31,2009-31,105143.34
2009-08-07,2009-32,106932.68
2009-08-14,2009-33,106444.21
2009-08-21,2009-34,106356.9
2009-08-28,2009-35,106507.46
2009-09-04,2009-36,106199.64
2009-09-11,2009-37,107835.86
2009-09-18,2009-38,109065.04
2009-09-25,2009-39,109414.01
2009-10-02,2009-40,108069.33
2009-10-09,2009-41,109347.56
2009-10-16,2009-42,110892.8
2009-10-23,2009-43,110254.13
2009-10-30,2009-44,109455.1
2009-11-06,2009-45,108766.16
2009-11-13,2009-46,109832.07
2009-11-20,2009-47,109214.96
2009-11-27,2009-48,108718.91
2009-12-04,2009-49,108638.49
2009-12-11,2009-50,108131.43
2009-12-18,2009-51,106528.27
2009-12-25,2009-52,108257.4
2010-01-01,2010-1,107810.76
2010-01-08,2010-2,109279.34
2010-01-15,2010-3,110918.41
2010-01-22,2010-4,109327.72
2010-01-29,2010-5,108401.19
2010-02-05,2010-6,106161.16
2010-02-12,2010-7,106286.57
2010-02-19,2010-8,105281.09
2010-02-26,2010-9,104424.06
2010-03-05,2010-10,103208.85
2010-03-12,2010-11,104941.06
2010-03-19,2010-12,104763.91
2010-03-26,2010-13,104693.99
2010-04-02,2010-14,106561.28
2010-04-09,2010-15,107986.61
2010-04-16,2010-16,110368.1
2010-04-23,2010-17,109452.91
2010-04-30,2010-18,109774.71
2010-05-07,2010-19,105296.8
2010-05-14,2010-20,104934.9
2010-05-21,2010-21,102490.25
2010-05-28,2010-22,101517.92
2010-06-04,2010-23,100155.74
2010-06-11,2010-24,100277.67
2010-06-18,2010-25,101774.29
2010-06-25,2010-26,101831.75
2010-07-02,2010-27,102664.43
2010-07-09,2010-28,104816.93
2010-07-16,2010-29,106315.94
2010-07-23,2010-30,108411.32
2010-07-30,2010-31,108603.62
2010-08-06,2010-32,110502.09
2010-08-13,2010-33,109171.72
2010-08-20,2010-34,108847.59
2010-08-27,2010-35,108965.39
2010-09-03,2010-36,109680.63
2010-09-10,2010-37,109271.44
2010-09-17,2010-38,111400.2
2010-09-24,2010-39,113594.55
2010-10-01,2010-40,116625.03
2010-10-08,2010-41,119047.67
2010-10-15,2010-42,120262.81
2010-10-22,2010-43,120077.7
2010-10-29,2010-44,119213.73
2010-11-05,2010-45,122840.78
2010-11-12,2010-46,120757.15
2010-11-19,2010-47,
2010-11-26,2010-48,116560.8
2010-12-03,2010-49,115560.36
2010-12-10,2010-50,113960.83
2010-12-17,2010-51,112698.36
2010-12-24,2010-52,111620.12
2010-12-31,2010-53,110946.39
2011-01-07,2011-1,107992.35
2011-01-14,2011-2,108670.49
2011-01-21,2011-3,108892.41
2011-01-28,2011-4,107971.42
2011-02-04,2011-5,106537.25
2011-02-11,2011-6,105946.95
2011-02-18,2011-7,108539.03
2011-02-25,2011-8,110144.35
2011-03-04,2011-9,109815.42
2011-03-11,2011-10,110523.18
2011-03-18,2011-11,112018.13
2011-03-25,2011-12,116162.06
2011-04-01,2011-13,115887.48
2011-04-08,2011-14,118855.05
2011-04-15,2011-15,119118.86
2011-04-22,2011-16,119009.85
2011-04-29,2011-17,118186.95
2011-05-06,2011-18,117062.09
2011-05-13,2011-19,114883.9
2011-05-20,2011-20,114333.22
2011-05-27,2011-21,113918.91
2011-06-03,2011-22,113698.39
2011-06-10,2011-23,115213.59
2011-06-17,2011-24,115474.73
2011-06-24,2011-25,115019.42
2011-07-01,2011-26,113531.02
2011-07-08,2011-27,113881.72
2011-07-15,2011-28,113815.47
2011-07-22,2011-29,114157.21
2011-07-29,2011-30,113160.06
2011-08-05,2011-31,112413.9
2011-08-12,2011-32,111825.27
2011-08-19,2011-33,112218.19
2011-08-26,2011-34,113464.3
2011-09-02,2011-35,113745.93
2011-09-09,2011-36,113294.58
2011-09-16,2011-37,112991.87
2011-09-23,2011-38,111347.25
2011-09-30,2011-39,109842.76
2011-10-07,2011-40,111050.36
2011-10-14,2011-41,118866.38
2011-10-21,2011-42,119189.38
2011-10-28,2011-43,121446.86
2011-11-04,2011-44,121859.15
2011-11-11,2011-45,121534.86
2011-11-18,2011-46,120271.38
2011-11-25,2011-47,117643.86
2011-12-02,2011-48,119559.93
2011-12-09,2011-49,119463.35
2011-12-16,2011-50,119461.5
2011-12-23,2011-51,119491.31
2011-12-30,2011-52,117781.02
2012-01-06,2012-1,118944.54
2012-01-13,2012-2,119595.15
2012-01-20,2012-3,120771.33
2012-01-27,2012-4,123589.64
2012-02-03,2012-5,124829.25
2012-02-10,2012-6,125333.19
2012-02-17,2012-7,126160.88
2012-02-24,2012-8,127712.59
2012-03-02,2012-9,127442.79
2012-03-09,2012-10,127257.4
2012-03-16,2012-11,127331.17
2012-03-23,2012-12,127462.4
2012-03-30,2012-13,127793.74
2012-04-06,2012-14,127383.89
2012-04-13,2012-15,128687.07
2012-04-20,2012-16,129554.15
2012-04-27,2012-17,130125.48
2012-05-04,2012-18,130536.89
2012-05-11,2012-19,130142.15
2012-05-18,2012-20,129144.75
2012-05-25,2012-21,128202.82
2012-06-01,2012-22,127578.25
2012-06-08,2012-23,128693.38
2012-06-15,2012-24,130116.91
2012-06-22,2012-25,130930.82
2012-06-29,2012-26,130859.93
2012-07-06,2012-27,130612.85
2012-07-13,2012-28,129934.81
2012-07-20,2012-29,130445.23
2012-07-27,2012-30,129392.23
2012-08-03,2012-31,129803.46
2012-08-10,2012-32,130365.32
2012-08-17,2012-33,129785.97
2012-08-24,2012-34,129395.47
2012-08-31,2012-35,127589.26
2012-09-07,2012-36,128542.23
2012-09-14,2012-37,130712.47
2012-09-21,2012-38,129983.46
2012-09-28,2012-39,129337.85
2012-10-05,2012-40,129543.66
2012-10-12,2012-41,129346.97
2012-10-19,2012-42,129993.99
2012-10-26,2012-43,130110.16
2012-11-02,2012-44,130069.13
2012-11-09,2012-45,130116.82
2012-11-16,2012-46,129023.2
2012-11-23,2012-47,129807.79
2012-11-30,2012-48,130077.48
2012-12-07,2012-49,129987.68
2012-12-14,2012-50,131459.74
2012-12-21,2012-51,132534.86
2012-12-28,2012-52,134341.49
2013-01-04,2013-1,132004.02
2013-01-11,2013-2,134160.25
2013-01-18,2013-3,137190.21
2013-01-25,2013-4,137316.15
2013-02-01,2013-5,137849.04
2013-02-08,2013-6,136771.19
2013-02-15,2013-7,135265.75
2013-02-22,2013-8,133774.78
2013-03-01,2013-9,132426.8
2013-03-08,2013-10,132875.67
2013-03-15,2013-11,133430.47
2013-03-22,2013-12,132402.78
2013-03-29,2013-13,132944.91
2013-04-05,2013-14,134709.28
2013-04-12,2013-15,137011.75
2013-04-19,2013-16,137972.9
2013-04-26,2013-17,137695.62
2013-05-03,2013-18,137850.14
2013-05-10,2013-19,137627.67
2013-05-17,2013-20,133787.7
2013-05-24,2013-21,134904.24
2013-05-31,2013-22,135929.48
2013-06-07,2013-23,135229.86
2013-06-14,2013-24,136005.14
2013-06-21,2013-25,135100.68
2013-06-28,2013-26,132609.21
2013-07-05,2013-27,131642.51
2013-07-12,2013-28,134591.41
2013-07-19,2013-29,137032.96
2013-07-26,2013-30,139584.52
2013-08-02,2013-31,141083.56
2013-08-09,2013-32,141735.24
2013-08-16,2013-33,144353.82
2013-08-23,2013-34,145394.14
2013-08-30,2013-35,145567.49
2013-09-06,2013-36,146285.38
2013-09-13,2013-37,147765.09
2013-09-20,2013-38,150895.09
2013-09-27,2013-39,148611.17
2013-10-04,2013-40,148939.26
2013-10-11,2013-41,149792.78
2013-10-18,2013-42,
2013-10-25,2013-43,151332.8
2013-11-01,2013-44,149767.54
2013-11-08,2013-45,149777.16
2013-11-15,2013-46,150375.89
2013-11-22,2013-47,151684.81
2013-11-29,2013-48,153212.56
2013-12-06,2013-49,154233.66
2013-12-13,2013-50,154421.42
2013-12-20,2013-51,156277.51
2013-12-27,2013-52,156106.86
2014-01-03,2014-1,153237.84
2014-01-10,2014-2,153823.57
2014-01-17,2014-3,153262.99
2014-01-24,2014-4,156756.3
2014-01-31,2014-5,155919.54
2014-02-07,2014-6,159734.5
2014-02-14,2014-7,162018.02
2014-02-21,2014-8,161954.73
2014-02-28,2014-9,162458.11
2014-03-07,2014-10,163837.74
2014-03-14,2014-11,163939.47
2014-03-21,2014-12,165406.37
2014-03-28,2014-13,167903.51
2014-04-04,2014-14,167473.72
2014-04-11,2014-15,169207.08
2014-04-18,2014-16,169056.54
2014-04-25,2014-17,169740.9
2014-05-02,2014-18,169423.47
2014-05-09,2014-19,168703.02
2014-05-16,2014-20,168861.55
2014-05-23,2014-21,168802.33
2014-05-30,2014-22,167721.46
2014-06-06,2014-23,167054.35
2014-06-13,2014-24,165445.41
2014-06-20,2014-25,165287.49
2014-06-27,2014-26,162631.44
2014-07-04,2014-27,159304.11
2014-07-11,2014-28,160651.65
2014-07-18,2014-29,162123.97
2014-07-25,2014-30,165325.61
2014-08-01,2014-31,165120.3
2014-08-08,2014-32,165184.77
2014-08-15,2014-33,167386.21
2014-08-22,2014-34,167362.29
2014-08-29,2014-35,167767.94
2014-09-05,2014-36,167472.9
2014-09-12,2014-37,166021.25
2014-09-19,2014-38,166368.23
2014-09-26,2014-39,165937.61
2014-10-03,2014-40,164784.17
2014-10-10,2014-41,165939.67
2014-10-17,2014-42,168998.05
2014-10-24,2014-43,169194.64
2014-10-31,2014-44,170749.37
2014-11-07,2014-45,170453.98
2014-11-14,2014-46,170056.15
2014-11-21,2014-47,169761.4
2014-11-28,2014-48,168044.94
2014-12-05,2014-49,165417.28
2014-12-12,2014-50,162095.89
2014-12-19,2014-51,159438.78
2014-12-26,2014-52,158782.47
2015-01-02,2015-1,155467.62
2015-01-09,2015-2,157244.49
2015-01-16,2015-3,157450.17
2015-01-23,2015-4,154696.18
2015-01-30,2015-5,152431.99
2015-02-06,2015-6,154181.52
2015-02-13,2015-7,154996.65
2015-02-20,2015-8,156949.31
2015-02-27,2015-9,156949.31
2015-03-06,2015-10,156148.65
2015-03-13,2015-11,155333.49
2015-03-20,2015-12,158955.86
2015-03-27,2015-13,159927.84
2015-04-03,2015-14,160259.26
2015-04-10,2015-15,158902.12
2015-04-17,2015-16,159654.47
2015-04-24,2015-17,159952.35
2015-05-01,2015-18,164106.28
2015-05-08,2015-19,165357.61
2015-05-15,2015-20,170289.08
2015-05-22,2015-21,170708.31
2015-05-29,2015-22,169711.59
2015-06-05,2015-23,175788.84
2015-06-12,2015-24,178467.22
2015-06-19,2015-25,181083.84
2015-06-26,2015-26,183346.94
2015-07-03,2015-27,182368.12
2015-07-10,2015-28,183596.41
2015-07-17,2015-29,184901.82
2015-07-24,2015-30,185673.64
2015-07-31,2015-31,184066.57
2015-08-07,2015-32,184096.41
2015-08-14,2015-33,186503.65
2015-08-21,2015-34,187262.96
2015-08-28,2015-35,185497.82
2015-09-04,2015-36,183476.57
2015-09-11,2015-37,184939.99
2015-09-18,2015-38,189803.03
2015-09-25,2015-39,186024.09
2015-10-02,2015-40,185091.22
2015-10-09,2015-41,189316.62
2015-10-16,2015-42,190940.51
2015-10-23,2015-43,190443.21
2015-10-30,2015-44,189601.06
2015-11-06,2015-45,187664.19
2015-11-13,2015-46,187549.82
2015-11-20,2015-47,187901.76
2015-11-27,2015-48,186695.88
2015-12-04,2015-49,187385.67
2015-12-11,2015-50,187267.44
2015-12-18,2015-51,185511.23
2015-12-25,2015-52,185104.22
2016-01-01,2016-1,182257.6
2016-01-08,2016-2,180354.4
2016-01-15,2016-3,178206.23
2016-01-22,2016-4,177597.41
2016-01-29,2016-5,179828.14
2016-02-05,2016-6,184639.09
2016-02-12,2016-7,185321.86
2016-02-19,2016-8,183573.3
2016-02-26,2016-9,185905.3
2016-03-04,2016-10,185943.64
2016-03-11,2016-11,188436.51
2016-03-18,2016-12,193115.65
2016-03-25,2016-13,192642.06
2016-04-01,2016-14,195644.57
2016-04-08,2016-15,193283.11
2016-04-15,2016-16,194028.87
2016-04-22,2016-17,195937.07
2016-04-29,2016-18,196974.71
2016-05-06,2016-19,193482.63
2016-05-13,2016-20,191228.7
2016-05-20,2016-21,190793.9
2016-05-27,2016-22,192024.47
2016-06-03,2016-23,191639.25
2016-06-10,2016-24,193430.35
2016-06-17,2016-25,193105.51
2016-06-24,2016-26,194197.57
2016-07-01,2016-27,190620.99
2016-07-08,2016-28,190769.05
2016-07-15,2016-29,191118.16
2016-07-22,2016-30,182739.65
2016-07-29,2016-31,180224.0
2016-08-05,2016-32,180430.39
2016-08-12,2016-33,181221.82
2016-08-19,2016-34,183132.75
2016-08-26,2016-35,183194.36
2016-09-02,2016-36,181920.36
2016-09-09,2016-37,181576.13
2016-09-16,2016-38,182602.99
2016-09-23,2016-39,180543.43
2016-09-30,2016-40,176726.45
2016-10-07,2016-41,175219.36
2016-10-14,2016-42,174203.88
2016-10-21,2016-43,174827.87
2016-10-28,2016-44,175206.58
2016-11-04,2016-45,175696.14
2016-11-11,2016-46,173453.77
2016-11-18,2016-47,174393.12
2016-11-25,2016-48,174992.76
2016-12-02,2016-49,175606.89
2016-12-09,2016-50,175138.9
2016-12-16,2016-51,174920.09
2016-12-23,2016-52,174444.36
2016-12-30,2016-53,174909.4
2017-01-06,2017-1,173454.54
2017-01-13,2017-2,175602.37
2017-01-20,2017-3,176382.7
2017-01-27,2017-4,177173.11
2017-02-03,2017-5,180651.87
2017-02-10,2017-6,182041.6
