Tarih,TP_ZORUNDTH_KB2,TP_ZORUNDTH_KB2
2007-04-13,2007-15,23949.24
2007-04-20,2007-16,24063.87
2007-04-27,2007-17,24335.27
2007-05-04,2007-18,24147.98
2007-05-11,2007-19,24310.27
2007-05-18,2007-20,24478.88
2007-05-25,2007-21,25073.47
2007-06-01,2007-22,25063.03
2007-06-08,2007-23,24981.84
2007-06-15,2007-24,25298.56
2007-06-22,2007-25,25301.3
2007-06-29,2007-26,25290.65
2007-07-06,2007-27,25340.72
2007-07-13,2007-28,25497.43
2007-07-20,2007-29,25987.31
2007-07-27,2007-30,26142.36
2007-08-03,2007-31,26034.25
2007-08-10,2007-32,26028.45
2007-08-17,2007-33,25745.72
2007-08-24,2007-34,25872.47
2007-08-31,2007-35,26061.01
2007-09-07,2007-36,26030.05
2007-09-14,2007-37,26076.27
2007-09-21,2007-38,26440.13
2007-09-28,2007-39,26527.43
2007-10-05,2007-40,26693.65
2007-10-12,2007-41,26817.14
2007-10-19,2007-42,26789.49
2007-10-26,2007-43,27031.8
2007-11-02,2007-44,26960.97
2007-11-09,2007-45,26697.92
2007-11-16,2007-46,26658.4
2007-11-23,2007-47,26258.19
2007-11-30,2007-48,26427.71
2007-12-07,2007-49,26491.67
2007-12-14,2007-50,27408.91
2007-12-21,2007-51,27535.6
2007-12-28,2007-52,27660.41
2008-01-04,2008-1,27529.55
2008-01-11,2008-2,27679.76
2008-01-18,2008-3,27598.01
2008-01-25,2008-4,27732.3
2008-02-01,2008-5,27641.24
2008-02-08,2008-6,27734.41
2008-02-15,2008-7,27805.71
2008-02-22,2008-8,27255.73
2008-02-29,2008-9,27094.98
2008-03-07,2008-10,26665.46
2008-03-14,2008-11,26596.9
2008-03-21,2008-12,26646.4
2008-03-28,2008-13,26423.44
2008-04-04,2008-14,26286.36
2008-04-11,2008-15,26341.76
2008-04-18,2008-16,26552.15
2008-04-25,2008-17,27284.51
2008-05-02,2008-18,27314.4
2008-05-09,2008-19,27559.53
2008-05-16,2008-20,27745.15
2008-05-23,2008-21,27582.38
2008-05-30,2008-22,28096.53
2008-06-06,2008-23,27998.1
2008-06-13,2008-24,28054.88
2008-06-20,2008-25,28409.97
2008-06-27,2008-26,28223.41
2008-07-04,2008-27,27900.44
2008-07-11,2008-28,28033.29
2008-07-18,2008-29,28323.85
2008-07-25,2008-30,29376.87
2008-08-01,2008-31,29985.12
2008-08-08,2008-32,30654.98
2008-08-15,2008-33,31217.44
2008-08-22,2008-34,31537.84
2008-08-29,2008-35,31945.7
2008-09-05,2008-36,32045.62
2008-09-12,2008-37,32376.02
2008-09-19,2008-38,32169.01
2008-09-26,2008-39,31865.88
2008-10-03,2008-40,32403.82
2008-10-10,2008-41,31504.08
2008-10-17,2008-42,30831.15
2008-10-24,2008-43,30334.49
2008-10-31,2008-44,30432.32
2008-11-07,2008-45,30180.91
2008-11-14,2008-46,29822.06
2008-11-21,2008-47,29659.14
2008-11-28,2008-48,29752.69
2008-12-05,2008-49,29806.01
2008-12-12,2008-50,29987.78
2008-12-19,2008-51,29160.81
2008-12-26,2008-52,29180.48
2009-01-02,2009-1,29163.37
2009-01-09,2009-2,29152.0
2009-01-16,2009-3,29589.37
2009-01-23,2009-4,29886.62
2009-01-30,2009-5,29977.35
2009-02-06,2009-6,30082.74
2009-02-13,2009-7,29908.7
2009-02-20,2009-8,29904.28
2009-02-27,2009-9,29907.09
2009-03-06,2009-10,29729.9
2009-03-13,2009-11,30040.71
2009-03-20,2009-12,28898.53
2009-03-27,2009-13,29144.67
2009-04-03,2009-14,29308.95
2009-04-10,2009-15,29669.35
2009-04-17,2009-16,29719.3
2009-04-24,2009-17,29833.42
2009-05-01,2009-18,29455.96
2009-05-08,2009-19,29331.32
2009-05-15,2009-20,29048.44
2009-05-22,2009-21,28735.19
2009-05-29,2009-22,28202.31
2009-06-05,2009-23,28151.04
2009-06-12,2009-24,28427.76
2009-06-19,2009-25,28403.15
2009-06-26,2009-26,28528.74
2009-07-03,2009-27,28350.28
2009-07-10,2009-28,28452.39
2009-07-17,2009-29,28675.77
2009-07-24,2009-30,29073.77
2009-07-31,2009-31,29520.22
2009-08-07,2009-32,29501.88
2009-08-14,2009-33,29709.96
2009-08-21,2009-34,29864.48
2009-08-28,2009-35,29824.33
2009-09-04,2009-36,29892.59
2009-09-11,2009-37,29417.64
2009-09-18,2009-38,29417.57
2009-09-25,2009-39,29781.24
2009-10-02,2009-40,29737.84
2009-10-09,2009-41,29527.75
2009-10-16,2009-42,29625.38
2009-10-23,2009-43,29585.16
2009-10-30,2009-44,29862.24
2009-11-06,2009-45,29787.73
2009-11-13,2009-46,29829.06
2009-11-20,2009-47,30065.33
2009-11-27,2009-48,29511.73
2009-12-04,2009-49,29529.05
2009-12-11,2009-50,30239.11
2009-12-18,2009-51,30844.25
2009-12-25,2009-52,31420.08
2010-01-01,2010-1,31132.14
2010-01-08,2010-2,31569.98
2010-01-15,2010-3,31888.13
2010-01-22,2010-4,32281.43
2010-01-29,2010-5,32525.21
2010-02-05,2010-6,32586.15
2010-02-12,2010-7,33442.41
2010-02-19,2010-8,33426.55
2010-02-26,2010-9,33408.65
2010-03-05,2010-10,32967.94
2010-03-12,2010-11,32976.61
2010-03-19,2010-12,33121.83
2010-03-26,2010-13,34043.59
2010-04-02,2010-14,33947.36
2010-04-09,2010-15,34128.43
2010-04-16,2010-16,34296.19
2010-04-23,2010-17,34784.84
2010-04-30,2010-18,34984.29
2010-05-07,2010-19,34817.17
2010-05-14,2010-20,35904.86
2010-05-21,2010-21,35222.67
2010-05-28,2010-22,35207.62
2010-06-04,2010-23,35207.91
2010-06-11,2010-24,35170.61
2010-06-18,2010-25,35154.14
2010-06-25,2010-26,34910.61
2010-07-02,2010-27,34647.82
2010-07-09,2010-28,34684.62
2010-07-16,2010-29,34000.21
2010-07-23,2010-30,34658.54
2010-07-30,2010-31,34275.37
2010-08-06,2010-32,33897.86
2010-08-13,2010-33,33893.48
2010-08-20,2010-34,34057.39
2010-08-27,2010-35,34145.76
2010-09-03,2010-36,33735.01
2010-09-10,2010-37,33900.69
2010-09-17,2010-38,33567.18
2010-09-24,2010-39,33299.14
2010-10-01,2010-40,32967.26
2010-10-08,2010-41,32904.27
2010-10-15,2010-42,32604.16
2010-10-22,2010-43,32691.24
2010-10-29,2010-44,32575.76
2010-11-05,2010-45,32461.35
2010-11-12,2010-46,32550.2
2010-11-19,2010-47,
2010-11-26,2010-48,33416.68
2010-12-03,2010-49,33735.38
2010-12-10,2010-50,33273.98
2010-12-17,2010-51,32579.29
2010-12-24,2010-52,33328.07
2010-12-31,2010-53,32647.53
2011-01-07,2011-1,32112.0
2011-01-14,2011-2,31734.48
2011-01-21,2011-3,31610.89
2011-01-28,2011-4,31411.67
2011-02-04,2011-5,31357.38
2011-02-11,2011-6,31251.13
2011-02-18,2011-7,31601.4
2011-02-25,2011-8,31615.03
2011-03-04,2011-9,31318.13
2011-03-11,2011-10,31070.1
2011-03-18,2011-11,30740.98
2011-03-25,2011-12,31314.48
2011-04-01,2011-13,31212.49
2011-04-08,2011-14,31647.02
2011-04-15,2011-15,31529.31
2011-04-22,2011-16,31331.82
2011-04-29,2011-17,30722.18
2011-05-06,2011-18,30755.83
2011-05-13,2011-19,30953.15
2011-05-20,2011-20,31136.25
2011-05-27,2011-21,31123.22
2011-06-03,2011-22,30438.3
2011-06-10,2011-23,30923.71
2011-06-17,2011-24,31290.6
2011-06-24,2011-25,31582.44
2011-07-01,2011-26,31215.26
2011-07-08,2011-27,31911.95
2011-07-15,2011-28,32440.29
2011-07-22,2011-29,32214.75
2011-07-29,2011-30,31601.75
2011-08-05,2011-31,32177.92
2011-08-12,2011-32,31945.52
2011-08-19,2011-33,31838.86
2011-08-26,2011-34,32609.37
2011-09-02,2011-35,33283.24
2011-09-09,2011-36,34101.84
2011-09-16,2011-37,33892.1
2011-09-23,2011-38,34386.65
2011-09-30,2011-39,33607.07
2011-10-07,2011-40,33614.19
2011-10-14,2011-41,33122.68
2011-10-21,2011-42,33273.32
2011-10-28,2011-43,33019.34
2011-11-04,2011-44,33052.83
2011-11-11,2011-45,33730.86
2011-11-18,2011-46,33746.29
2011-11-25,2011-47,33474.87
2011-12-02,2011-48,33800.47
2011-12-09,2011-49,34141.22
2011-12-16,2011-50,34367.14
2011-12-23,2011-51,34964.01
2011-12-30,2011-52,34761.48
2012-01-06,2012-1,35421.61
2012-01-13,2012-2,35956.6
2012-01-20,2012-3,36075.27
2012-01-27,2012-4,36516.07
2012-02-03,2012-5,36734.52
2012-02-10,2012-6,36717.97
2012-02-17,2012-7,37110.05
2012-02-24,2012-8,37230.03
2012-03-02,2012-9,37275.6
2012-03-09,2012-10,37126.13
2012-03-16,2012-11,37449.37
2012-03-23,2012-12,37579.54
2012-03-30,2012-13,37817.46
2012-04-06,2012-14,38387.7
2012-04-13,2012-15,38496.91
2012-04-20,2012-16,39244.03
2012-04-27,2012-17,39116.94
2012-05-04,2012-18,39340.9
2012-05-11,2012-19,39913.3
2012-05-18,2012-20,40636.59
2012-05-25,2012-21,41409.6
2012-06-01,2012-22,41598.87
2012-06-08,2012-23,42482.62
2012-06-15,2012-24,42135.08
2012-06-22,2012-25,42324.22
2012-06-29,2012-26,42649.89
2012-07-06,2012-27,43161.77
2012-07-13,2012-28,43325.07
2012-07-20,2012-29,43459.49
2012-07-27,2012-30,42931.91
2012-08-03,2012-31,42062.08
2012-08-10,2012-32,41483.18
2012-08-17,2012-33,40820.96
2012-08-24,2012-34,40435.8
2012-08-31,2012-35,39864.9
2012-09-07,2012-36,39483.7
2012-09-14,2012-37,39305.08
2012-09-21,2012-38,38871.37
2012-09-28,2012-39,38576.96
2012-10-05,2012-40,38328.16
2012-10-12,2012-41,38660.07
2012-10-19,2012-42,38424.65
2012-10-26,2012-43,38562.97
2012-11-02,2012-44,38838.68
2012-11-09,2012-45,38871.01
2012-11-16,2012-46,38569.33
2012-11-23,2012-47,38445.82
2012-11-30,2012-48,37756.41
2012-12-07,2012-49,37814.46
2012-12-14,2012-50,37316.08
2012-12-21,2012-51,37083.22
2012-12-28,2012-52,37190.47
2013-01-04,2013-1,37447.72
2013-01-11,2013-2,37812.03
2013-01-18,2013-3,38114.86
2013-01-25,2013-4,37890.5
2013-02-01,2013-5,37217.97
2013-02-08,2013-6,37155.45
2013-02-15,2013-7,36937.86
2013-02-22,2013-8,37296.17
2013-03-01,2013-9,38270.14
2013-03-08,2013-10,38627.42
2013-03-15,2013-11,39254.03
2013-03-22,2013-12,39777.91
2013-03-29,2013-13,41071.77
2013-04-05,2013-14,41108.79
2013-04-12,2013-15,40824.32
2013-04-19,2013-16,41525.45
2013-04-26,2013-17,41363.74
2013-05-03,2013-18,40781.21
2013-05-10,2013-19,40684.5
2013-05-17,2013-20,40329.71
2013-05-24,2013-21,40523.04
2013-05-31,2013-22,40555.92
2013-06-07,2013-23,40232.58
2013-06-14,2013-24,40497.1
2013-06-21,2013-25,40871.68
2013-06-28,2013-26,41371.93
2013-07-05,2013-27,41453.64
2013-07-12,2013-28,42036.54
2013-07-19,2013-29,42852.54
2013-07-26,2013-30,43276.88
2013-08-02,2013-31,43933.66
2013-08-09,2013-32,44142.01
2013-08-16,2013-33,44829.16
2013-08-23,2013-34,45695.73
2013-08-30,2013-35,45915.27
2013-09-06,2013-36,46587.94
2013-09-13,2013-37,46558.75
2013-09-20,2013-38,46895.61
2013-09-27,2013-39,46537.74
2013-10-04,2013-40,46142.75
2013-10-11,2013-41,46166.81
2013-10-18,2013-42,
2013-10-25,2013-43,46030.47
2013-11-01,2013-44,46548.27
2013-11-08,2013-45,46957.56
2013-11-15,2013-46,47396.43
2013-11-22,2013-47,47946.46
2013-11-29,2013-48,47874.79
2013-12-06,2013-49,47678.03
2013-12-13,2013-50,47063.59
2013-12-20,2013-51,47460.07
2013-12-27,2013-52,46700.39
2014-01-03,2014-1,46196.15
2014-01-10,2014-2,46498.09
2014-01-17,2014-3,46344.48
2014-01-24,2014-4,47601.02
2014-01-31,2014-5,47164.14
2014-02-07,2014-6,48054.85
2014-02-14,2014-7,47671.57
2014-02-21,2014-8,47705.82
2014-02-28,2014-9,47993.2
2014-03-07,2014-10,48295.12
2014-03-14,2014-11,48569.11
2014-03-21,2014-12,48966.63
2014-03-28,2014-13,49405.71
2014-04-04,2014-14,48818.32
2014-04-11,2014-15,48222.52
2014-04-18,2014-16,47938.98
2014-04-25,2014-17,47783.93
2014-05-02,2014-18,47879.08
2014-05-09,2014-19,47233.9
2014-05-16,2014-20,47575.76
2014-05-23,2014-21,48076.93
2014-05-30,2014-22,47997.24
2014-06-06,2014-23,47586.21
2014-06-13,2014-24,47391.48
2014-06-20,2014-25,47427.91
2014-06-27,2014-26,47113.17
2014-07-04,2014-27,46717.75
2014-07-11,2014-28,47358.85
2014-07-18,2014-29,48347.28
2014-07-25,2014-30,49676.01
2014-08-01,2014-31,50060.83
2014-08-08,2014-32,50609.95
2014-08-15,2014-33,51495.62
2014-08-22,2014-34,52082.16
2014-08-29,2014-35,52298.36
2014-09-05,2014-36,52765.96
2014-09-12,2014-37,52752.76
2014-09-19,2014-38,53341.95
2014-09-26,2014-39,53296.68
2014-10-03,2014-40,53466.33
2014-10-10,2014-41,53760.08
2014-10-17,2014-42,53849.89
2014-10-24,2014-43,54331.91
2014-10-31,2014-44,54906.16
2014-11-07,2014-45,54966.57
2014-11-14,2014-46,54595.94
2014-11-21,2014-47,54179.91
2014-11-28,2014-48,52938.52
2014-12-05,2014-49,52307.44
2014-12-12,2014-50,51320.45
2014-12-19,2014-51,51368.36
2014-12-26,2014-52,51623.35
2015-01-02,2015-1,51572.89
2015-01-09,2015-2,52566.05
2015-01-16,2015-3,52864.01
2015-01-23,2015-4,53415.17
2015-01-30,2015-5,52674.78
2015-02-06,2015-6,52745.76
2015-02-13,2015-7,53199.36
2015-02-20,2015-8,54480.8
2015-02-27,2015-9,54480.8
2015-03-06,2015-10,56128.04
2015-03-13,2015-11,57634.61
2015-03-20,2015-12,57980.7
2015-03-27,2015-13,57302.87
2015-04-03,2015-14,57632.58
2015-04-10,2015-15,58613.55
2015-04-17,2015-16,58444.79
2015-04-24,2015-17,58659.07
2015-05-01,2015-18,58083.6
2015-05-08,2015-19,57511.45
2015-05-15,2015-20,57906.07
2015-05-22,2015-21,57937.3
2015-05-29,2015-22,58252.74
2015-06-05,2015-23,58713.19
2015-06-12,2015-24,58951.07
2015-06-19,2015-25,58817.16
2015-06-26,2015-26,59301.32
2015-07-03,2015-27,59250.78
2015-07-10,2015-28,59184.8
2015-07-17,2015-29,59961.24
2015-07-24,2015-30,62113.88
2015-07-31,2015-31,61633.91
2015-08-07,2015-32,61496.41
2015-08-14,2015-33,60425.85
2015-08-21,2015-34,60434.74
2015-08-28,2015-35,60001.24
2015-09-04,2015-36,59662.77
2015-09-11,2015-37,59385.04
2015-09-18,2015-38,59883.43
2015-09-25,2015-39,59920.19
2015-10-02,2015-40,59827.76
2015-10-09,2015-41,59915.01
2015-10-16,2015-42,59752.64
2015-10-23,2015-43,60855.45
2015-10-30,2015-44,61110.71
2015-11-06,2015-45,61052.58
2015-11-13,2015-46,61687.14
2015-11-20,2015-47,62700.95
2015-11-27,2015-48,63334.35
2015-12-04,2015-49,62382.38
2015-12-11,2015-50,61362.19
2015-12-18,2015-51,60995.6
2015-12-25,2015-52,59944.08
2016-01-01,2016-1,59002.86
2016-01-08,2016-2,58833.55
2016-01-15,2016-3,58092.11
2016-01-22,2016-4,58470.87
2016-01-29,2016-5,58373.77
2016-02-05,2016-6,57757.67
2016-02-12,2016-7,57154.12
2016-02-19,2016-8,57271.14
2016-02-26,2016-9,58491.76
2016-03-04,2016-10,59130.71
2016-03-11,2016-11,58782.97
2016-03-18,2016-12,58608.29
2016-03-25,2016-13,58767.06
2016-04-01,2016-14,58897.92
2016-04-08,2016-15,57698.58
2016-04-15,2016-16,58488.21
2016-04-22,2016-17,58956.01
2016-04-29,2016-18,58714.55
2016-05-06,2016-19,58084.88
2016-05-13,2016-20,58220.93
2016-05-20,2016-21,59842.09
2016-05-27,2016-22,61228.68
2016-06-03,2016-23,61812.9
2016-06-10,2016-24,61027.75
2016-06-17,2016-25,61375.14
2016-06-24,2016-26,62108.29
2016-07-01,2016-27,61611.61
2016-07-08,2016-28,62032.73
2016-07-15,2016-29,62296.72
2016-07-22,2016-30,61847.93
2016-07-29,2016-31,60454.27
2016-08-05,2016-32,60645.54
2016-08-12,2016-33,60329.14
2016-08-19,2016-34,60047.49
2016-08-26,2016-35,59869.41
2016-09-02,2016-36,59652.66
2016-09-09,2016-37,58715.25
2016-09-16,2016-38,59555.36
2016-09-23,2016-39,58847.33
2016-09-30,2016-40,58298.48
2016-10-07,2016-41,58287.75
2016-10-14,2016-42,58917.93
2016-10-21,2016-43,59455.12
2016-10-28,2016-44,59144.37
2016-11-04,2016-45,58206.93
2016-11-11,2016-46,58434.82
2016-11-18,2016-47,60066.55
2016-11-25,2016-48,60739.59
2016-12-02,2016-49,61225.26
2016-12-09,2016-50,61314.24
2016-12-16,2016-51,62587.7
2016-12-23,2016-52,63868.52
2016-12-30,2016-53,63441.18
2017-01-06,2017-1,62933.12
2017-01-13,2017-2,62033.73
2017-01-20,2017-3,62029.28
2017-01-27,2017-4,61292.91
2017-02-03,2017-5,61591.92
2017-02-10,2017-6,61948.64
