Tarih,TP_PB_K30
2000-01-01,77658.0
2000-02-01,80295.0
2000-03-01,83367.0
2000-04-01,87653.0
2000-05-01,90233.0
2000-06-01,94440.0
2000-07-01,102658.0
2000-08-01,105259.0
2000-09-01,110284.0
2000-10-01,115239.0
2000-11-01,119679.0
2000-12-01,125219.0
2001-01-01,126944.0
2001-02-01,167308.0
2001-03-01,126800.0
2001-04-01,128058.0
2001-05-01,131745.0
2001-06-01,148171.0
2001-07-01,145183.0
2001-08-01,139356.0
2001-09-01,142395.0
2001-10-01,138760.0
2001-11-01,137942.0
2001-12-01,135934.0
2002-01-01,134858.0
2002-02-01,135439.0
2002-03-01,142179.0
2002-04-01,145403.0
2002-05-01,147230.0
2002-06-01,153092.0
2002-07-01,241280.0
2002-08-01,247818.0
2002-09-01,242519.0
2002-10-01,225473.0
2002-11-01,238535.0
2002-12-01,242898.0
2003-01-01,251143.0
2003-02-01,261391.0
2003-03-01,255627.0
2003-04-01,270388.0
2003-05-01,262566.0
2003-06-01,253271.0
2003-07-01,249892.0
2003-08-01,245188.0
2003-09-01,248866.0
2003-10-01,245638.0
2003-11-01,250211.0
2003-12-01,258399.0
2004-01-01,261623.0
2004-02-01,258869.0
2004-03-01,263297.0
2004-04-01,267757.0
2004-05-01,262166.0
2004-06-01,260098.0
2004-07-01,253121.0
2004-08-01,250158.0
2004-09-01,257383.0
2004-10-01,262975.0
2004-11-01,266794.0
2004-12-01,282660.0
2005-01-01,275590.0
2005-02-01,272613.0
2005-03-01,273865.0
2005-04-01,269052.0
2005-05-01,265278.0
2005-06-01,272133.0
2005-07-01,288784.0
2005-08-01,293002.0
2005-09-01,294877.0
2005-10-01,294879.0
2005-11-01,296680.0
2005-12-01,326296.0
2006-01-01,319806.0
2006-02-01,317813.0
2006-03-01,320474.0
2006-04-01,324323.0
2006-05-01,326704.0
2006-06-01,331992.0
2006-07-01,344030.0
2006-08-01,353531.0
2006-09-01,361412.0
2006-10-01,366375.0
2006-11-01,382399.0
2006-12-01,450016.0
2007-01-01,449908.0
2007-02-01,450418.0
2007-03-01,459156.0
2007-04-01,476256.0
2007-05-01,490948.0
2007-06-01,511414.0
2007-07-01,526038.0
2007-08-01,541019.0
2007-09-01,561056.0
2007-10-01,567528.0
2007-11-01,578741.0
2007-12-01,650249.0
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,
2013-02-01,
2013-03-01,
2013-04-01,
2013-05-01,
2013-06-01,
2013-07-01,
2013-08-01,
2013-09-01,
2013-10-01,
2013-11-01,
2013-12-01,
2014-01-01,
2014-02-01,
2014-03-01,
2014-04-01,
2014-05-01,
2014-06-01,
2014-07-01,
2014-08-01,
2014-09-01,
2014-10-01,
2014-11-01,
2014-12-01,
2015-01-01,
2015-02-01,
2015-03-01,
2015-04-01,
2015-05-01,
2015-06-01,
2015-07-01,
2015-08-01,
2015-09-01,
2015-10-01,
2015-11-01,
2015-12-01,
2016-01-01,
2016-02-01,
2016-03-01,
2016-04-01,
2016-05-01,
2016-06-01,
2016-07-01,
2016-08-01,
2016-09-01,
2016-10-01,
2016-11-01,
2016-12-01,
2017-01-01,
2017-02-01,
2017-03-01,
2017-04-01,
2017-05-01,
2017-06-01,
2017-07-01,
2017-08-01,
2017-09-01,
2017-10-01,
2017-11-01,
2017-12-01,
2018-01-01,
2018-02-01,
2018-03-01,
2018-04-01,
2018-05-01,
2018-06-01,
2018-07-01,
2018-08-01,
2018-09-01,
2018-10-01,
2018-11-01,
2018-12-01,
2019-01-01,
2019-02-01,
2019-03-01,
2019-04-01,
2019-05-01,
2019-06-01,
2019-07-01,
2019-08-01,
2019-09-01,
2019-10-01,
2019-11-01,
2019-12-01,
2020-01-01,
2020-02-01,
2020-03-01,
2020-04-01,
2020-05-01,
2020-06-01,
2020-07-01,
2020-08-01,
2020-09-01,
2020-10-01,
2020-11-01,
2020-12-01,
2021-01-01,
2021-02-01,
2021-03-01,
2021-04-01,
2021-05-01,
2021-06-01,
2021-07-01,
2021-08-01,
2021-09-01,
2021-10-01,
2021-11-01,
2021-12-01,
2022-01-01,
2022-02-01,
2022-03-01,
2022-04-01,
2022-05-01,
2022-06-01,
2022-07-01,
2022-08-01,
2022-09-01,
2022-10-01,
2022-11-01,
2022-12-01,
2023-01-01,
2023-02-01,
2023-03-01,
2023-04-01,
2023-05-01,
2023-06-01,
2023-07-01,
2023-08-01,
2023-09-01,
2023-10-01,
2023-11-01,
2023-12-01,
2024-01-01,
2024-02-01,
2024-03-01,
