Tarih,TP_DT_IH_MIK_D13_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,60.8564785013
2013-02-01,89.8814243472
2013-03-01,97.7226809988
2013-04-01,90.8167695491
2013-05-01,95.746245583
2013-06-01,88.3813880844
2013-07-01,108.0612537817
2013-08-01,58.7398367699
2013-09-01,88.4253113523
2013-10-01,72.6553588081
2013-11-01,100.4730230973
2013-12-01,76.2687554154
2014-01-01,73.8983408279
2014-02-01,88.7993172677
2014-03-01,100.5240039788
2014-04-01,103.4075783549
2014-05-01,98.5196371631
2014-06-01,96.5748323461
2014-07-01,102.359196561
2014-08-01,45.5956478566
2014-09-01,97.1815240807
2014-10-01,90.5266183571
2014-11-01,94.8930175922
2014-12-01,101.9299283011
2015-01-01,102.8141882938
2015-02-01,100.2675487196
2015-03-01,110.0801435536
2015-04-01,114.8681436633
2015-05-01,73.895641134
2015-06-01,118.7639321337
2015-07-01,83.4919856647
2015-08-01,65.9753142192
2015-09-01,111.2987143084
2015-10-01,103.4623151099
2015-11-01,107.7694220733
2015-12-01,107.3126511264
2016-01-01,64.1464349291
2016-02-01,99.661420783
