Tarih,TP_DT_IH_MIK_D13_2010
2016-03-01,109.9016927125
2016-04-01,99.3270234864
2016-05-01,114.2999975279
2016-06-01,121.8319157127
2016-07-01,97.7453313166
2016-08-01,94.5394046132
2016-09-01,113.8479594564
2016-10-01,134.9270422277
2016-11-01,153.1601893328
2016-12-01,175.0791720141
2017-01-01,142.0376496637
2017-02-01,151.4827335019
2017-03-01,191.0311795302
2017-04-01,158.8146288983
2017-05-01,167.1153787339
2017-06-01,158.3962957315
2017-07-01,160.1476030976
2017-08-01,93.6410323915
2017-09-01,123.0060415789
2017-10-01,160.4507878353
2017-11-01,164.1317634316
2017-12-01,141.564098016
2018-01-01,139.0038898784
2018-02-01,148.3632800017
2018-03-01,183.9206155864
2018-04-01,175.5555342567
2018-05-01,151.2096657857
2018-06-01,141.3807940036
2018-07-01,164.6353276795
2018-08-01,77.8835207354
2018-09-01,141.8488050027
2018-10-01,183.0764535484
2018-11-01,172.0445900033
2018-12-01,153.415715881
2019-01-01,125.5759085032
2019-02-01,147.039156809
2019-03-01,182.4362793356
2019-04-01,152.3833112617
2019-05-01,157.8137521116
2019-06-01,127.0163339739
2019-07-01,167.2602840214
2019-08-01,77.6205947839
2019-09-01,148.7297455257
2019-10-01,178.5658109843
2019-11-01,173.2675226649
2019-12-01,164.450456029
2020-01-01,146.9261833466
2020-02-01,158.6677820638
2020-03-01,117.6734674842
2020-04-01,19.2075079818
2020-05-01,69.1638938845
2020-06-01,108.9924934341
2020-07-01,116.867590024
2020-08-01,56.4396517816
2020-09-01,127.3935557355
2020-10-01,151.6901646835
2020-11-01,142.4376348437
2020-12-01,148.3350854739
2021-01-01,110.3215139028
2021-02-01,115.1840540605
2021-03-01,134.3468197315
2021-04-01,116.7969048502
2021-05-01,92.0602521967
2021-06-01,84.0033327664
2021-07-01,74.695547207
2021-08-01,87.9663149179
2021-09-01,84.2828886536
2021-10-01,125.2827256604
2021-11-01,114.4942212677
2021-12-01,135.1829719488
2022-01-01,88.0708448277
2022-02-01,109.4131504487
2022-03-01,93.7655909846
2022-04-01,107.1545991137
2022-05-01,103.6185044753
2022-06-01,120.5181718616
2022-07-01,72.669876178
2022-08-01,93.2800491128
2022-09-01,120.0138214312
2022-10-01,112.5416120951
2022-11-01,122.5725273487
2022-12-01,154.4657338514
2023-01-01,117.6807562515
2023-02-01,99.0976710909
2023-03-01,137.9470708962
2023-04-01,118.7199900775
2023-05-01,128.427443401
2023-06-01,138.0325467796
2023-07-01,114.5211760863
2023-08-01,131.093351501
2023-09-01,110.966724251
2023-10-01,144.0026671406
2023-11-01,132.56313247
2023-12-01,150.8539703958
2024-01-01,96.6471956815
2024-02-01,118.3976234338
2024-03-01,113.6579922468
2024-04-01,122.845409397
2024-05-01,153.17752633
2024-06-01,124.2685808528
2024-07-01,149.1376452421
2024-08-01,93.4908817212
2024-09-01,133.6753061344
2024-10-01,165.2992169282
2024-11-01,139.5798135896
2024-12-01,162.3801953531
2025-01-01,119.7735431393
2025-02-01,116.6396079851
2025-03-01,145.8340714863
2025-04-01,109.5022941089
2025-05-01,162.3340571286
2025-06-01,132.1324093164
2025-07-01,144.5856649157
2025-08-01,85.9426110176
