Tarih,TP_DT_IH_MIK_D16_2010
2016-03-01,116.9170100822
2016-04-01,117.9232595052
2016-05-01,107.227695162
2016-06-01,109.7431878339
2016-07-01,82.4760261755
2016-08-01,105.7177815751
2016-09-01,90.9962252779
2016-10-01,107.8026904816
2016-11-01,102.1074219122
2016-12-01,102.17420717
2017-01-01,92.1404996147
2017-02-01,102.3655422297
2017-03-01,124.7883907191
2017-04-01,112.2978238469
2017-05-01,113.2620922495
2017-06-01,104.0648558806
2017-07-01,103.6815555572
2017-08-01,118.6280444553
2017-09-01,92.8324205682
2017-10-01,110.306021221
2017-11-01,106.9675367291
2017-12-01,103.9849860329
2018-01-01,93.4844027004
2018-02-01,104.9505314392
2018-03-01,126.7256345539
2018-04-01,113.5935222959
2018-05-01,119.1027058875
2018-06-01,104.1829442364
2018-07-01,116.8774118679
2018-08-01,101.6941469069
2018-09-01,114.971237212
2018-10-01,116.8790416364
2018-11-01,112.7335743802
2018-12-01,104.6572337124
2019-01-01,100.2720881997
2019-02-01,114.5090842077
2019-03-01,134.9280080239
2019-04-01,122.1979303577
2019-05-01,140.784765818
2019-06-01,91.1632867666
2019-07-01,128.3615267841
2019-08-01,107.851639282
2019-09-01,120.8575943589
2019-10-01,123.8970573734
2019-11-01,121.5081082612
2019-12-01,107.8510036845
2020-01-01,107.1156578842
2020-02-01,122.9303213706
2020-03-01,114.2936523711
2020-04-01,89.4315919523
2020-05-01,99.491737503
2020-06-01,123.8384584607
2020-07-01,139.916252384
2020-08-01,116.0574476014
2020-09-01,141.5455835238
2020-10-01,141.4923612905
2020-11-01,120.3678254577
2020-12-01,126.6983599985
2021-01-01,105.2381802304
2021-02-01,117.904584864
2021-03-01,143.691385835
2021-04-01,139.0768442044
2021-05-01,117.3924403949
2021-06-01,151.0761256176
2021-07-01,121.1677499686
2021-08-01,141.9290519164
2021-09-01,148.3468701716
2021-10-01,137.8538514339
2021-11-01,136.7413506492
2021-12-01,135.007757534
2022-01-01,108.7775975062
2022-02-01,135.5521776424
2022-03-01,154.8907523327
2022-04-01,152.4480084565
2022-05-01,122.8957110536
2022-06-01,158.3404037722
2022-07-01,120.7403794978
2022-08-01,141.3270339856
2022-09-01,151.3096661177
2022-10-01,139.4062386954
2022-11-01,142.9802356045
2022-12-01,131.7002716696
2023-01-01,122.3018358287
2023-02-01,121.7153215787
2023-03-01,166.0297243189
2023-04-01,125.8024232006
2023-05-01,150.3284721792
2023-06-01,142.103663799
2023-07-01,124.2026100469
2023-08-01,142.9939872638
2023-09-01,144.2307016892
2023-10-01,132.6064349956
2023-11-01,129.1924807596
2023-12-01,130.1596775055
2024-01-01,115.1933470585
2024-02-01,137.2891232957
2024-03-01,153.0496069168
2024-04-01,123.0414152171
2024-05-01,160.9764914776
2024-06-01,120.0142001458
2024-07-01,143.9750678607
2024-08-01,138.403368572
2024-09-01,134.0751138815
2024-10-01,134.8286242182
2024-11-01,135.493277702
2024-12-01,135.2259205405
2025-01-01,121.8820465044
2025-02-01,122.5525013948
2025-03-01,139.3406667699
2025-04-01,122.0585209844
2025-05-01,142.1476137524
2025-06-01,114.7852103166
2025-07-01,136.5508634929
2025-08-01,129.33903428
