Tarih,TP_DT_IH_MIK_D14_2010
2016-03-01,102.8770018064
2016-04-01,105.4291693626
2016-05-01,97.7219319791
2016-06-01,102.3276002728
2016-07-01,69.8891551448
2016-08-01,110.6144055539
2016-09-01,94.1709777201
2016-10-01,120.2875548822
2016-11-01,114.1872802752
2016-12-01,121.9865207983
2017-01-01,80.962940523
2017-02-01,94.5712953492
2017-03-01,116.9074322704
2017-04-01,109.9629840439
2017-05-01,112.7297069489
2017-06-01,99.8798879191
2017-07-01,100.5153049371
2017-08-01,122.3831092118
2017-09-01,98.2892182669
2017-10-01,119.0227076062
2017-11-01,120.4339318811
2017-12-01,119.9688806398
2018-01-01,85.6918824388
2018-02-01,97.487356004
2018-03-01,124.1915943102
2018-04-01,114.5464533715
2018-05-01,118.5563235987
2018-06-01,99.2681375896
2018-07-01,109.6607888534
2018-08-01,104.5932015034
2018-09-01,123.6682939823
2018-10-01,146.225924563
2018-11-01,145.7586172201
2018-12-01,120.7628351722
2019-01-01,103.9794936018
2019-02-01,115.1198522896
2019-03-01,135.5341220034
2019-04-01,135.2722484955
2019-05-01,143.8814783453
2019-06-01,88.955291242
2019-07-01,123.2309034349
2019-08-01,108.604965604
2019-09-01,128.1986467469
2019-10-01,144.5411627779
2019-11-01,158.3206532683
2019-12-01,137.1109044746
2020-01-01,111.0187412781
2020-02-01,122.0119934093
2020-03-01,99.3200624247
2020-04-01,44.4464585939
2020-05-01,60.3393546144
2020-06-01,97.2693922953
2020-07-01,121.9843277509
2020-08-01,101.8551167978
2020-09-01,134.3710494971
2020-10-01,150.1831890034
2020-11-01,145.3962436095
2020-12-01,148.1643696395
2021-01-01,111.3127151422
2021-02-01,133.2370600259
2021-03-01,170.088265169
2021-04-01,189.2559421692
2021-05-01,157.8031369253
2021-06-01,227.3043235707
2021-07-01,144.9240684735
2021-08-01,165.4293242315
2021-09-01,174.9239216489
2021-10-01,196.8648562654
2021-11-01,217.6274293127
2021-12-01,208.7451438164
2022-01-01,143.1586640746
2022-02-01,168.6602828071
2022-03-01,179.3230238953
2022-04-01,183.5089529813
2022-05-01,137.8646137869
2022-06-01,170.864497994
2022-07-01,124.4530619333
2022-08-01,169.989963905
2022-09-01,183.3721259036
2022-10-01,196.5659714553
2022-11-01,190.5185064324
2022-12-01,200.9801968729
2023-01-01,153.1859381414
2023-02-01,148.1068702278
2023-03-01,183.6374995864
2023-04-01,173.341389999
2023-05-01,171.2923646334
2023-06-01,165.2059801428
2023-07-01,145.6422363386
2023-08-01,171.4451621674
2023-09-01,185.5393323361
2023-10-01,193.7777673323
2023-11-01,194.1815923449
2023-12-01,216.7014284089
2024-01-01,163.3971601873
2024-02-01,183.5636046397
2024-03-01,175.5454835479
2024-04-01,147.1197978324
2024-05-01,194.3357317795
2024-06-01,138.8583734408
2024-07-01,171.7398358293
2024-08-01,173.0971985089
2024-09-01,203.2317100397
2024-10-01,212.5378258723
2024-11-01,210.9588486189
2024-12-01,243.1419573857
2025-01-01,203.0548679599
2025-02-01,178.8773980851
2025-03-01,174.5584876917
2025-04-01,163.1112079997
2025-05-01,206.6759539198
2025-06-01,137.2417180136
2025-07-01,168.9215674809
2025-08-01,165.8461478094
