Tarih,TP_DT_IH_MIK_D18_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,94.4638731784
2013-02-01,90.0951196168
2013-03-01,100.4689212352
2013-04-01,95.2480407588
2013-05-01,102.3029406186
2013-06-01,92.2010569243
2013-07-01,99.9116260781
2013-08-01,86.4424331394
2013-09-01,104.3089865933
2013-10-01,102.4243258945
2013-11-01,122.7880197672
2013-12-01,117.0718747094
2014-01-01,110.4182464866
2014-02-01,105.848781644
2014-03-01,115.2026912772
2014-04-01,118.1073428934
2014-05-01,112.255483008
2014-06-01,102.6613922645
2014-07-01,95.3087932811
2014-08-01,99.1633526671
2014-09-01,111.5767473078
2014-10-01,113.9207758647
2014-11-01,118.9883512256
2014-12-01,122.1463667404
2015-01-01,101.5852661589
2015-02-01,96.4687827862
2015-03-01,103.7097354953
2015-04-01,99.8091931084
2015-05-01,89.0710547664
2015-06-01,95.6957475505
2015-07-01,89.8192407199
2015-08-01,87.30102033
2015-09-01,91.5593855708
2015-10-01,120.239497971
2015-11-01,118.4581418474
2015-12-01,106.282933695
2016-01-01,89.825205916
2016-02-01,104.5218256539
