Tarih,TP_DT_IH_MIK_D18_2010
2016-03-01,109.5122950149
2016-04-01,100.3442293978
2016-05-01,102.0011542782
2016-06-01,112.3003798191
2016-07-01,81.2512583272
2016-08-01,106.9926190683
2016-09-01,98.5918707228
2016-10-01,123.080342726
2016-11-01,125.6590042184
2016-12-01,119.4173430525
2017-01-01,105.387678406
2017-02-01,110.9707652795
2017-03-01,129.1443366051
2017-04-01,115.6328125948
2017-05-01,120.1287235037
2017-06-01,109.0043314014
2017-07-01,100.3663142412
2017-08-01,116.0180649071
2017-09-01,104.9808379101
2017-10-01,131.598999635
2017-11-01,132.6705099553
2017-12-01,129.2925928439
2018-01-01,119.7434578665
2018-02-01,117.9958604433
2018-03-01,134.6618922606
2018-04-01,121.5938861526
2018-05-01,134.1007912444
2018-06-01,106.0550924666
2018-07-01,120.7037541542
2018-08-01,104.2306319063
2018-09-01,134.075353927
2018-10-01,144.4961399478
2018-11-01,155.2173910424
2018-12-01,140.668328821
2019-01-01,128.415624455
2019-02-01,125.7780127082
2019-03-01,139.9655746369
2019-04-01,135.9969502041
2019-05-01,146.0803439873
2019-06-01,87.5833186623
2019-07-01,132.913446508
2019-08-01,113.4886252004
2019-09-01,144.3004798438
2019-10-01,156.2005281819
2019-11-01,152.5234415786
2019-12-01,141.6171367356
2020-01-01,134.8765686113
2020-02-01,138.7571471356
2020-03-01,150.2825513553
2020-04-01,143.5409826987
2020-05-01,112.8182507377
2020-06-01,130.9173417191
2020-07-01,135.3076738546
2020-08-01,117.5476941838
2020-09-01,155.5458193918
2020-10-01,168.3830551792
2020-11-01,152.7061250371
2020-12-01,159.6259853403
2021-01-01,127.1425403767
2021-02-01,139.9663164739
2021-03-01,162.0849991889
2021-04-01,159.0679401562
2021-05-01,134.0088415771
2021-06-01,161.6024864937
2021-07-01,127.023292633
2021-08-01,156.6702139817
2021-09-01,168.808073704
2021-10-01,169.974010527
2021-11-01,180.432980307
2021-12-01,189.6349178665
2022-01-01,152.3233534206
2022-02-01,169.8740298669
2022-03-01,180.8067460794
2022-04-01,165.1328204925
2022-05-01,143.4551555194
2022-06-01,174.7644929706
2022-07-01,141.9379318703
2022-08-01,171.20245737
2022-09-01,183.8375491938
2022-10-01,178.8575526095
2022-11-01,188.8255162901
2022-12-01,200.3194618116
2023-01-01,161.3638262476
2023-02-01,136.1835501396
2023-03-01,186.4203861852
2023-04-01,150.3493266695
2023-05-01,169.4766003261
2023-06-01,151.6734238457
2023-07-01,156.3422117512
2023-08-01,164.7592351614
2023-09-01,173.9882955708
2023-10-01,181.2690210001
2023-11-01,185.5656229442
2023-12-01,180.6157366525
2024-01-01,175.1148801098
2024-02-01,183.6549959298
2024-03-01,184.2280829787
2024-04-01,151.7302681142
2024-05-01,176.3366555834
2024-06-01,132.9166849043
2024-07-01,169.7459813215
2024-08-01,166.4868375585
2024-09-01,166.7489184477
2024-10-01,189.2403210339
2024-11-01,182.3666792306
2024-12-01,188.8237219463
2025-01-01,164.5466008419
2025-02-01,153.5271750651
2025-03-01,169.4349450012
2025-04-01,147.3345305727
2025-05-01,168.5680027243
2025-06-01,142.7329372909
2025-07-01,170.4437915595
2025-08-01,155.1090984808
