Tarih,TP_DT_IH_MIK_D08_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,90.1454848748
2013-02-01,89.3402071065
2013-03-01,103.4737149468
2013-04-01,102.2128060807
2013-05-01,111.1842688606
2013-06-01,96.6659543592
2013-07-01,107.3672947461
2013-08-01,87.3078229381
2013-09-01,97.7659942413
2013-10-01,91.902508354
2013-11-01,108.9758213648
2013-12-01,108.0857487656
2014-01-01,95.1681095552
2014-02-01,97.0633866612
2014-03-01,110.1904921281
2014-04-01,109.2045833683
2014-05-01,107.9221412913
2014-06-01,106.673584479
2014-07-01,98.030810853
2014-08-01,85.1131730015
2014-09-01,109.8950345489
2014-10-01,97.0464672002
2014-11-01,104.8726562375
2014-12-01,114.591864882
2015-01-01,94.1002864651
2015-02-01,90.1377749999
2015-03-01,103.311900293
2015-04-01,109.0297088196
2015-05-01,94.6997502695
2015-06-01,106.7528635331
2015-07-01,114.1882702752
2015-08-01,92.0595518004
2015-09-01,89.8208135205
2015-10-01,102.0634439256
2015-11-01,100.8606804271
2015-12-01,102.9749556708
2016-01-01,86.6352924373
2016-02-01,92.8113695981
