Tarih,TP_DT_IH_MIK_D02_2010
2016-03-01,113.3193356515
2016-04-01,115.1956916288
2016-05-01,97.8720768184
2016-06-01,106.9573286848
2016-07-01,84.132923513
2016-08-01,82.5589278601
2016-09-01,87.2404575951
2016-10-01,104.8338494549
2016-11-01,118.4288059443
2016-12-01,117.8655376639
2017-01-01,87.727713039
2017-02-01,102.6035694939
2017-03-01,128.4650922438
2017-04-01,120.1253758851
2017-05-01,148.5269109187
2017-06-01,141.7035302637
2017-07-01,106.1816848563
2017-08-01,101.1301384243
2017-09-01,90.1028196973
2017-10-01,113.9137440459
2017-11-01,122.4147854712
2017-12-01,126.5568007783
2018-01-01,88.911066754
2018-02-01,111.8681159463
2018-03-01,128.2671893182
2018-04-01,112.4001409003
2018-05-01,128.9097353975
2018-06-01,118.4464246272
2018-07-01,126.0198114008
2018-08-01,92.1593889544
2018-09-01,127.551832978
2018-10-01,138.5527109155
2018-11-01,142.8370350986
2018-12-01,132.6859317225
2019-01-01,114.9509673954
2019-02-01,123.3703375044
2019-03-01,139.0536674792
2019-04-01,138.9233881054
2019-05-01,140.8639941824
2019-06-01,101.2902745047
2019-07-01,144.736028318
2019-08-01,109.2030815059
2019-09-01,123.1325442517
2019-10-01,129.0059371514
2019-11-01,137.4106026827
2019-12-01,131.6173445304
2020-01-01,112.9776964083
2020-02-01,126.5443404897
2020-03-01,104.7079636382
2020-04-01,63.4255064966
2020-05-01,75.3427941526
2020-06-01,109.45701001
2020-07-01,122.2621992331
2020-08-01,92.9148951997
2020-09-01,131.4420759112
2020-10-01,138.2705062668
2020-11-01,141.2715964933
2020-12-01,157.6520595813
2021-01-01,104.3344822377
2021-02-01,122.0643991108
2021-03-01,153.2220330297
2021-04-01,131.2365403108
2021-05-01,106.0173815937
2021-06-01,144.6458478159
2021-07-01,118.0759927633
2021-08-01,139.2722057349
2021-09-01,148.3606491388
2021-10-01,145.7923006509
2021-11-01,150.3580382033
2021-12-01,175.118545463
2022-01-01,120.6959243152
2022-02-01,136.2414648601
2022-03-01,171.0968862778
2022-04-01,180.087210985
2022-05-01,129.3095652873
2022-06-01,156.7787760735
2022-07-01,127.9515291586
2022-08-01,140.8587795703
2022-09-01,164.6084414483
2022-10-01,175.110802944
2022-11-01,174.4452934712
2022-12-01,185.8730577888
2023-01-01,132.6936363946
2023-02-01,136.8052941034
2023-03-01,175.3355312459
2023-04-01,144.2473406753
2023-05-01,158.3367874878
2023-06-01,153.7515779587
2023-07-01,145.2412023606
2023-08-01,157.1584874622
2023-09-01,168.6913555242
2023-10-01,168.9278883476
2023-11-01,186.7446245236
2023-12-01,189.6098570855
2024-01-01,144.3745358898
2024-02-01,150.5856912252
2024-03-01,170.4307285983
2024-04-01,136.3868523928
2024-05-01,154.5494681653
2024-06-01,137.0277205735
2024-07-01,146.1156622855
2024-08-01,146.9037965801
2024-09-01,166.9222196462
2024-10-01,161.4773713552
2024-11-01,152.4051886944
2024-12-01,186.2014812196
2025-01-01,137.9783124313
2025-02-01,138.9083211558
2025-03-01,174.6078160063
2025-04-01,149.7822650266
2025-05-01,188.4336835556
2025-06-01,143.5947829239
2025-07-01,186.891412096
2025-08-01,152.7895377301
