Tarih,TP_DT_IH_MIK_D02_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,72.7749218147
2013-02-01,87.7798222009
2013-03-01,89.2357067494
2013-04-01,83.7196527224
2013-05-01,90.3332013006
2013-06-01,89.8345960704
2013-07-01,97.3838892435
2013-08-01,68.9076332339
2013-09-01,94.409995697
2013-10-01,85.9322159643
2013-11-01,100.591645725
2013-12-01,99.5412304478
2014-01-01,71.7726268287
2014-02-01,85.6836961483
2014-03-01,96.9667168529
2014-04-01,99.2139846127
2014-05-01,100.5708669642
2014-06-01,95.4349714974
2014-07-01,97.6190227109
2014-08-01,75.7472474569
2014-09-01,100.4742721163
2014-10-01,95.04032632
2014-11-01,92.7738328573
2014-12-01,113.4750647583
2015-01-01,86.3476178865
2015-02-01,93.6723591574
2015-03-01,98.6336859873
2015-04-01,107.471616236
2015-05-01,86.0789648445
2015-06-01,101.975605877
2015-07-01,103.2659291512
2015-08-01,88.7235689934
2015-09-01,95.9482312288
2015-10-01,110.5356749345
2015-11-01,113.8130055891
2015-12-01,113.5337401145
2016-01-01,87.2510612224
2016-02-01,109.0608823288
