Tarih,TP_DT_IH_MIK_D15_2010
2016-03-01,108.2061405679
2016-04-01,108.2490555413
2016-05-01,105.6394583899
2016-06-01,107.8599778288
2016-07-01,88.4481043453
2016-08-01,128.2406899453
2016-09-01,106.3910053637
2016-10-01,123.6789040266
2016-11-01,112.0893643076
2016-12-01,108.8151206415
2017-01-01,95.1949018802
2017-02-01,103.6887038834
2017-03-01,126.2840936963
2017-04-01,110.6988754636
2017-05-01,113.3251637044
2017-06-01,99.5504559427
2017-07-01,112.086871112
2017-08-01,134.7396888848
2017-09-01,104.5026093349
2017-10-01,129.982938181
2017-11-01,118.2203374002
2017-12-01,112.413296322
2018-01-01,101.9341273009
2018-02-01,105.6103142047
2018-03-01,129.0865702795
2018-04-01,115.2521168589
2018-05-01,118.9636478427
2018-06-01,100.4502769111
2018-07-01,127.3970835412
2018-08-01,120.607947857
2018-09-01,134.8862364109
2018-10-01,147.8655818058
2018-11-01,139.386910405
2018-12-01,111.5346911593
2019-01-01,113.5451884565
2019-02-01,119.1911932127
2019-03-01,143.8695260066
2019-04-01,132.5076887655
2019-05-01,136.5669131204
2019-06-01,88.2709431881
2019-07-01,146.0245269401
2019-08-01,126.2425292192
2019-09-01,143.0010980911
2019-10-01,149.0430149456
2019-11-01,141.7296498985
2019-12-01,117.4557532947
2020-01-01,124.5978160235
2020-02-01,138.5595175765
2020-03-01,112.6701894248
2020-04-01,48.0663474824
2020-05-01,75.4444886363
2020-06-01,118.2204592702
2020-07-01,150.359940044
2020-08-01,131.8401203035
2020-09-01,168.7851619407
2020-10-01,181.3582286855
2020-11-01,148.8266653564
2020-12-01,148.1500186322
2021-01-01,136.4938379783
2021-02-01,144.3480977903
2021-03-01,167.3898762915
2021-04-01,156.2817597715
2021-05-01,115.7275761086
2021-06-01,160.4749543168
2021-07-01,150.1166190015
2021-08-01,168.1807883171
2021-09-01,203.0496515609
2021-10-01,201.6519303295
2021-11-01,180.9198402218
2021-12-01,178.3763487051
2022-01-01,143.2076304146
2022-02-01,169.689740784
2022-03-01,185.663402585
2022-04-01,180.6399655241
2022-05-01,123.8472210435
2022-06-01,176.8649409674
2022-07-01,143.5106718588
2022-08-01,178.4129452884
2022-09-01,193.689992797
2022-10-01,181.2939234844
2022-11-01,162.962094102
2022-12-01,152.2576121299
2023-01-01,137.5420496782
2023-02-01,134.1802834386
2023-03-01,173.7393885266
2023-04-01,122.6558022375
2023-05-01,142.1476734956
2023-06-01,134.330436113
2023-07-01,127.4830448471
2023-08-01,152.0775860387
2023-09-01,160.6050921428
2023-10-01,152.0927056924
2023-11-01,138.9023741839
2023-12-01,133.9552129125
2024-01-01,126.2638747152
2024-02-01,140.8634523215
2024-03-01,149.2269471485
2024-04-01,107.0730109446
2024-05-01,139.4873037888
2024-06-01,101.5645486644
2024-07-01,133.6786240916
2024-08-01,145.1352826121
2024-09-01,144.7141136081
2024-10-01,151.3160447221
2024-11-01,144.1016829013
2024-12-01,123.0889204611
2025-01-01,122.3623292043
2025-02-01,121.2942289915
2025-03-01,122.3780773463
2025-04-01,101.7842793137
2025-05-01,121.3127272387
2025-06-01,89.8608329894
2025-07-01,117.6598800407
2025-08-01,126.0897442308
