Tarih,TP_DT_IH_MIK_D06_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,112.603990222
2013-02-01,121.3174204984
2013-03-01,104.5610870342
2013-04-01,115.1361125674
2013-05-01,134.2461780765
2013-06-01,115.4795963266
2013-07-01,120.7775577517
2013-08-01,105.4825075717
2013-09-01,115.8631397486
2013-10-01,103.2925458683
2013-11-01,131.8734776478
2013-12-01,120.3726094814
2014-01-01,118.8826352969
2014-02-01,94.9588916624
2014-03-01,120.9438469371
2014-04-01,110.6281041141
2014-05-01,132.1545774535
2014-06-01,119.3022911007
2014-07-01,106.8857580568
2014-08-01,106.5829974716
2014-09-01,112.9672274587
2014-10-01,101.56706214
2014-11-01,107.69517117
2014-12-01,108.7358739462
2015-01-01,83.7633286786
2015-02-01,87.4469513249
2015-03-01,96.128707513
2015-04-01,105.4899629694
2015-05-01,110.8374361162
2015-06-01,112.3266251525
2015-07-01,107.3094910361
2015-08-01,106.4460405185
2015-09-01,87.2539856806
2015-10-01,101.6725615447
2015-11-01,92.9368727432
2015-12-01,108.3880367223
2016-01-01,83.1738523789
2016-02-01,88.9239101962
