Tarih,TP_DT_IH_MIK_D05_2010
2016-03-01,115.7435574504
2016-04-01,100.3977644725
2016-05-01,108.2796885908
2016-06-01,113.2640346774
2016-07-01,86.3364126289
2016-08-01,100.7760821229
2016-09-01,92.0701264325
2016-10-01,106.3194930767
2016-11-01,103.7925302317
2016-12-01,101.7320635696
2017-01-01,98.6190283659
2017-02-01,106.0756856094
2017-03-01,124.8770494462
2017-04-01,109.9093391961
2017-05-01,111.2986052436
2017-06-01,106.3228244814
2017-07-01,105.3662794495
2017-08-01,111.9792096311
2017-09-01,95.8109985477
2017-10-01,108.9995172419
2017-11-01,111.0905575003
2017-12-01,106.231769525
2018-01-01,101.2275319702
2018-02-01,100.9584387918
2018-03-01,120.8549938404
2018-04-01,105.1262848558
2018-05-01,113.6947959463
2018-06-01,104.8790980973
2018-07-01,111.7853338883
2018-08-01,110.9931864964
2018-09-01,122.7540188214
2018-10-01,129.6825403242
2018-11-01,125.8576533299
2018-12-01,114.2296758894
2019-01-01,113.4058156069
2019-02-01,115.2332948468
2019-03-01,129.0260467749
2019-04-01,122.5060527886
2019-05-01,141.2480783317
2019-06-01,94.5742073257
2019-07-01,129.5932582393
2019-08-01,115.1457716126
2019-09-01,124.3064627276
2019-10-01,131.6286877832
2019-11-01,124.6040273134
2019-12-01,122.7376300801
2020-01-01,122.214666685
2020-02-01,117.3539593848
2020-03-01,116.4507054845
2020-04-01,90.9452746335
2020-05-01,95.1367599524
2020-06-01,117.9718159451
2020-07-01,124.4742883732
2020-08-01,107.8361438927
2020-09-01,127.0272547322
2020-10-01,139.9232678099
2020-11-01,128.0313232614
2020-12-01,141.3815829478
2021-01-01,125.8194336043
2021-02-01,126.9164032706
2021-03-01,148.413970325
2021-04-01,147.9649427372
2021-05-01,135.0365684395
2021-06-01,152.1934826309
2021-07-01,123.0984515017
2021-08-01,145.3385376362
2021-09-01,155.7169712147
2021-10-01,147.5022543128
2021-11-01,159.1878265882
2021-12-01,159.7604797393
2022-01-01,125.2381192413
2022-02-01,136.7228956391
2022-03-01,160.0386805621
2022-04-01,157.3595170613
2022-05-01,132.3411370587
2022-06-01,159.4148822059
2022-07-01,130.1935178634
2022-08-01,151.1065769033
2022-09-01,161.8026615929
2022-10-01,142.4591368289
2022-11-01,146.027841435
2022-12-01,146.3625382986
2023-01-01,129.2292682217
2023-02-01,122.8569281457
2023-03-01,158.0232401386
2023-04-01,127.6192489501
2023-05-01,148.8449828451
2023-06-01,141.8902325882
2023-07-01,137.4401625582
2023-08-01,154.5212172313
2023-09-01,162.1724499716
2023-10-01,164.4137381408
2023-11-01,160.982869032
2023-12-01,156.5995236871
2024-01-01,139.8428112283
2024-02-01,147.301228915
2024-03-01,157.8834112977
2024-04-01,139.7247340057
2024-05-01,169.8280718028
2024-06-01,133.0394268374
2024-07-01,160.4176660915
2024-08-01,156.1185694803
2024-09-01,146.7132690149
2024-10-01,152.951572025
2024-11-01,149.3795637123
2024-12-01,154.5214904829
2025-01-01,151.072664404
2025-02-01,145.8464672838
2025-03-01,163.5661310803
2025-04-01,147.519726692
2025-05-01,166.668285727
2025-06-01,145.2813525952
2025-07-01,170.1574027131
2025-08-01,147.4577340457
