Tarih,TP_DT_IH_MIK_D19_2010
2016-03-01,95.0487652383
2016-04-01,100.0635564355
2016-05-01,81.418206461
2016-06-01,95.4373679842
2016-07-01,99.4089864996
2016-08-01,113.782481578
2016-09-01,85.9317214311
2016-10-01,122.9151245273
2016-11-01,91.2646646156
2016-12-01,124.2111826618
2017-01-01,116.2711885944
2017-02-01,100.4150043025
2017-03-01,124.6339609651
2017-04-01,96.7295425407
2017-05-01,112.3749824576
2017-06-01,104.3681993424
2017-07-01,86.4511005344
2017-08-01,93.9973010047
2017-09-01,90.8311904807
2017-10-01,113.6971931379
2017-11-01,83.8597332251
2017-12-01,82.1032719669
2018-01-01,81.0549202747
2018-02-01,56.8830434279
2018-03-01,89.2494848621
2018-04-01,51.7074830085
2018-05-01,67.1489140953
2018-06-01,82.8596057855
2018-07-01,84.106177241
2018-08-01,98.5971325423
2018-09-01,88.0739980511
2018-10-01,81.2842439012
2018-11-01,89.5731170508
2018-12-01,104.6602462681
2019-01-01,106.2601739891
2019-02-01,101.4769361693
2019-03-01,80.7606444902
2019-04-01,110.467638957
2019-05-01,92.0215950397
2019-06-01,90.8495253312
2019-07-01,76.3585469722
2019-08-01,95.3102413766
2019-09-01,85.4282183118
2019-10-01,110.9697259282
2019-11-01,91.4854682268
2019-12-01,98.6274889675
2020-01-01,81.8253703785
2020-02-01,63.8146950333
2020-03-01,93.5760091931
2020-04-01,13.5099963857
2020-05-01,68.4516467244
2020-06-01,67.049370257
2020-07-01,48.0231113187
2020-08-01,50.4302092653
2020-09-01,78.2372369231
2020-10-01,87.4424392452
2020-11-01,71.1028238736
2020-12-01,80.8907390468
2021-01-01,53.4082150314
2021-02-01,46.0807060637
2021-03-01,56.7620284803
2021-04-01,96.6379240832
2021-05-01,102.3474616441
2021-06-01,66.001990964
2021-07-01,52.956602615
2021-08-01,55.277740622
2021-09-01,53.3107113208
2021-10-01,65.911760843
2021-11-01,81.2867894833
2021-12-01,87.6518524622
2022-01-01,73.0379365459
2022-02-01,69.1942720525
2022-03-01,69.0846807085
2022-04-01,107.8067524114
2022-05-01,81.5169342157
2022-06-01,77.3620284291
2022-07-01,104.8245897695
2022-08-01,80.2694814722
2022-09-01,82.337254719
2022-10-01,94.6749104745
2022-11-01,43.8186616897
2022-12-01,55.1451675901
2023-01-01,33.6669672515
2023-02-01,30.0876176089
2023-03-01,21.7961752089
2023-04-01,15.2244837688
2023-05-01,30.5816357604
2023-06-01,30.4148330767
2023-07-01,31.8563713433
2023-08-01,53.5709350525
2023-09-01,83.4250342385
2023-10-01,96.3713711212
2023-11-01,93.0679168914
2023-12-01,102.8464714631
2024-01-01,60.5924942459
2024-02-01,52.5490832629
2024-03-01,72.4812348437
2024-04-01,47.9692302789
2024-05-01,51.9800458034
2024-06-01,29.6130372844
2024-07-01,33.0524438164
2024-08-01,29.4382276371
2024-09-01,24.724371324
2024-10-01,48.3741691821
2024-11-01,48.4604214768
2024-12-01,61.962907072
2025-01-01,50.4965778377
2025-02-01,76.3954898674
2025-03-01,43.0201350139
2025-04-01,54.119560088
2025-05-01,62.5326225011
2025-06-01,57.431238827
2025-07-01,47.6542873659
2025-08-01,46.3016962814
