Tarih,TP_DT_IH_MIK_D17_2010
2016-03-01,97.3287818427
2016-04-01,97.0466720871
2016-05-01,93.3042036299
2016-06-01,101.1406333517
2016-07-01,68.8492854856
2016-08-01,83.3799654714
2016-09-01,93.6609713907
2016-10-01,140.7003345869
2016-11-01,164.1100340692
2016-12-01,161.2012678429
2017-01-01,127.7673475101
2017-02-01,114.6403235082
2017-03-01,122.8329638569
2017-04-01,104.549944186
2017-05-01,96.2374531907
2017-06-01,103.5997015626
2017-07-01,87.8670349013
2017-08-01,87.5878503887
2017-09-01,113.7750388274
2017-10-01,166.4964507443
2017-11-01,175.4655425373
2017-12-01,169.8601901884
2018-01-01,136.8652243891
2018-02-01,125.9298224448
2018-03-01,127.4930337498
2018-04-01,114.8219895241
2018-05-01,133.5381830769
2018-06-01,105.8704435599
2018-07-01,98.0073739206
2018-08-01,89.2646949498
2018-09-01,133.4857079423
2018-10-01,163.9207627621
2018-11-01,180.3588416114
2018-12-01,166.8978059277
2019-01-01,141.3785218823
2019-02-01,126.82992502
2019-03-01,122.7705738753
2019-04-01,114.6154283612
2019-05-01,113.3013621729
2019-06-01,95.1255462277
2019-07-01,93.7427089245
2019-08-01,81.2451355311
2019-09-01,141.9534648222
2019-10-01,180.6043146512
2019-11-01,185.6628911853
2019-12-01,180.5386727352
2020-01-01,150.4461023523
2020-02-01,128.3538075767
2020-03-01,127.7762445154
2020-04-01,115.6783887126
2020-05-01,98.0268979464
2020-06-01,127.0103756391
2020-07-01,112.1242936933
2020-08-01,91.2749776872
2020-09-01,141.8289190441
2020-10-01,156.9465472035
2020-11-01,170.4284971143
2020-12-01,181.9701651899
2021-01-01,140.2014282588
2021-02-01,128.4691104482
2021-03-01,143.9516573809
2021-04-01,130.0351037516
2021-05-01,121.0725748005
2021-06-01,97.1684186038
2021-07-01,72.6849337972
2021-08-01,108.3128930142
2021-09-01,153.2790002113
2021-10-01,185.1691690047
2021-11-01,202.4773531054
2021-12-01,227.1475253762
2022-01-01,163.9799933032
2022-02-01,152.8270706095
2022-03-01,153.2715870728
2022-04-01,131.1447656147
2022-05-01,113.6286144273
2022-06-01,146.3335611739
2022-07-01,93.4263857139
2022-08-01,118.9392937956
2022-09-01,137.7277794738
2022-10-01,159.9466643823
2022-11-01,190.8152100953
2022-12-01,200.8255297539
2023-01-01,160.1318292117
2023-02-01,142.9318454677
2023-03-01,167.2477972151
2023-04-01,132.5358486696
2023-05-01,137.2286543473
2023-06-01,136.4923301229
2023-07-01,120.6981622492
2023-08-01,120.7036180437
2023-09-01,143.6383039171
2023-10-01,171.0748519522
2023-11-01,186.5204086029
2023-12-01,208.3098755781
2024-01-01,192.3883438228
2024-02-01,169.0471532306
2024-03-01,151.7565356198
2024-04-01,129.3936859876
2024-05-01,157.015582161
2024-06-01,118.9060899868
2024-07-01,116.1188540801
2024-08-01,121.8313866259
2024-09-01,143.7953356811
2024-10-01,167.2157849538
2024-11-01,169.7609009002
2024-12-01,170.9337710511
2025-01-01,162.3323733929
2025-02-01,147.7621107198
2025-03-01,143.023012649
2025-04-01,116.1101381677
2025-05-01,127.0085357084
2025-06-01,92.428013242
2025-07-01,87.6003171177
2025-08-01,91.3703185881
