Tarih,TP_DT_IH_MIK_D10_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,72.5181003201
2013-02-01,59.7094559352
2013-03-01,71.2715154815
2013-04-01,85.2784195377
2013-05-01,101.9290222062
2013-06-01,90.1581867404
2013-07-01,114.9088159997
2013-08-01,98.5369922792
2013-09-01,111.469840798
2013-10-01,109.7427340125
2013-11-01,129.153436345
2013-12-01,117.9435553536
2014-01-01,104.1893544321
2014-02-01,84.4669086928
2014-03-01,92.4556462381
2014-04-01,102.9459807542
2014-05-01,85.1989570779
2014-06-01,74.6016631466
2014-07-01,84.1876886318
2014-08-01,88.1422344482
2014-09-01,89.791894904
2014-10-01,85.2610579058
2014-11-01,90.6896400647
2014-12-01,88.7836906539
2015-01-01,71.4949236178
2015-02-01,72.6593413187
2015-03-01,92.5059097605
2015-04-01,93.7159303944
2015-05-01,100.7331605534
2015-06-01,90.7460050479
2015-07-01,93.4269853189
2015-08-01,100.796136934
2015-09-01,92.7223912433
2015-10-01,153.8474605477
2015-11-01,121.7989578551
2015-12-01,115.5527974084
2016-01-01,99.1082491978
2016-02-01,132.3885235995
