Tarih,TP_DT_IH_MIK_D09_2010
2016-03-01,113.8583920351
2016-04-01,111.508746842
2016-05-01,105.0862760047
2016-06-01,116.7969206545
2016-07-01,82.8965941541
2016-08-01,96.580986673
2016-09-01,101.4289056617
2016-10-01,111.9790288955
2016-11-01,107.9128915988
2016-12-01,107.2743293237
2017-01-01,105.999444614
2017-02-01,109.0393267565
2017-03-01,130.6894956334
2017-04-01,108.5390198782
2017-05-01,115.7438844117
2017-06-01,113.4866904398
2017-07-01,104.9524370402
2017-08-01,108.8046501476
2017-09-01,107.614352704
2017-10-01,126.5481910904
2017-11-01,119.5682970201
2017-12-01,116.9634127388
2018-01-01,118.271578932
2018-02-01,117.5073499269
2018-03-01,133.0975440628
2018-04-01,116.2695055407
2018-05-01,132.1029825894
2018-06-01,116.3668590756
2018-07-01,121.6039696905
2018-08-01,95.7319369936
2018-09-01,117.7194181468
2018-10-01,133.862602834
2018-11-01,127.6559919924
2018-12-01,110.096777037
2019-01-01,119.5188548611
2019-02-01,124.5614502873
2019-03-01,131.1735317102
2019-04-01,126.5118665947
2019-05-01,145.163469737
2019-06-01,96.1893623295
2019-07-01,126.8571201099
2019-08-01,104.0065368226
2019-09-01,125.9843385709
2019-10-01,132.1474325211
2019-11-01,125.9837431703
2019-12-01,107.3343012125
2020-01-01,115.983628583
2020-02-01,121.7184002619
2020-03-01,104.006604599
2020-04-01,43.821230256
2020-05-01,58.4793066357
2020-06-01,91.2300498728
2020-07-01,100.0789024137
2020-08-01,91.7843243458
2020-09-01,119.1321433769
2020-10-01,124.4269838426
2020-11-01,114.6986797512
2020-12-01,120.6815080655
2021-01-01,113.9062746056
2021-02-01,125.679238071
2021-03-01,127.4332356164
2021-04-01,131.1265163352
2021-05-01,112.6062039789
2021-06-01,134.025865704
2021-07-01,100.544175958
2021-08-01,124.3978577109
2021-09-01,131.0050030595
2021-10-01,116.4235875491
2021-11-01,130.0663823342
2021-12-01,133.7142011649
2022-01-01,119.43019652
2022-02-01,133.8568278245
2022-03-01,144.4530455776
2022-04-01,136.8562283515
2022-05-01,110.7852201571
2022-06-01,141.0938288029
2022-07-01,109.9460254475
2022-08-01,132.5940983595
2022-09-01,148.7631715547
2022-10-01,136.3529806954
2022-11-01,137.1556493516
2022-12-01,138.3487790292
2023-01-01,128.5036249182
2023-02-01,127.4996544195
2023-03-01,147.394016708
2023-04-01,119.5597080591
2023-05-01,143.4344787182
2023-06-01,131.676176701
2023-07-01,117.3019512966
2023-08-01,133.0271441048
2023-09-01,139.7685043862
2023-10-01,140.0614972271
2023-11-01,142.7949589672
2023-12-01,135.6604395069
2024-01-01,134.5594959225
2024-02-01,142.375702769
2024-03-01,146.576274412
2024-04-01,126.0153308846
2024-05-01,163.249884315
2024-06-01,115.8959610011
2024-07-01,144.1522839636
2024-08-01,135.0822162818
2024-09-01,143.9155773994
2024-10-01,152.8456877715
2024-11-01,148.2169535894
2024-12-01,138.2766066983
2025-01-01,154.1710647582
2025-02-01,146.4243713799
2025-03-01,147.0508737011
2025-04-01,138.2119220434
2025-05-01,153.8423741381
2025-06-01,127.9998324844
2025-07-01,146.8053140709
2025-08-01,132.405747436
