Tarih,TP_DT_IT_MIK_D04_2010
2016-03-01,112.9406233246
2016-04-01,103.8424063952
2016-05-01,108.4857819976
2016-06-01,117.1809297756
2016-07-01,92.1783494089
2016-08-01,105.3848895382
2016-09-01,96.9122314342
2016-10-01,101.2047221624
2016-11-01,105.7063354322
2016-12-01,116.5293132659
2017-01-01,106.9976979607
2017-02-01,100.9651289835
2017-03-01,123.4459351164
2017-04-01,111.3448311024
2017-05-01,134.8630450491
2017-06-01,121.244813832
2017-07-01,136.0235977835
2017-08-01,116.8874488626
2017-09-01,126.6455659048
2017-10-01,124.9341249929
2017-11-01,119.5902557453
2017-12-01,131.5348062729
2018-01-01,131.7250730802
2018-02-01,115.2284144556
2018-03-01,129.1279527422
2018-04-01,122.0505525819
2018-05-01,134.2762615287
2018-06-01,109.1054890332
2018-07-01,121.3769442164
2018-08-01,92.0299062876
2018-09-01,102.3404887309
2018-10-01,97.15364129
2018-11-01,96.9289421078
2018-12-01,99.5140255314
2019-01-01,103.2266432208
2019-02-01,97.0288662298
2019-03-01,112.8759073276
2019-04-01,113.7062127086
2019-05-01,116.6188837248
2019-06-01,94.0093601952
2019-07-01,118.1894751723
2019-08-01,101.9120532973
2019-09-01,109.6161839781
2019-10-01,116.9690307588
2019-11-01,116.9004850569
2019-12-01,126.7236543775
2020-01-01,125.8577800808
2020-02-01,115.2857970611
2020-03-01,121.6106462511
2020-04-01,94.2720960792
2020-05-01,99.8769775116
2020-06-01,110.3503987957
2020-07-01,119.5640996424
2020-08-01,125.6897260923
2020-09-01,134.1430770568
2020-10-01,119.8204115623
2020-11-01,129.9167065
2020-12-01,135.0358357059
2021-01-01,109.8000896889
2021-02-01,110.0041648261
2021-03-01,127.2578834706
2021-04-01,120.4854025546
2021-05-01,112.9670910647
2021-06-01,116.1951215646
2021-07-01,105.0954014396
2021-08-01,117.5502280821
2021-09-01,117.982342457
2021-10-01,101.179244968
2021-11-01,129.4906646916
2021-12-01,141.3664952188
2022-01-01,127.7274479917
2022-02-01,124.230083557
2022-03-01,129.2021880859
2022-04-01,116.632361691
2022-05-01,119.9906236492
2022-06-01,125.7660705022
2022-07-01,117.3237361535
2022-08-01,128.0321207032
2022-09-01,129.4016083471
2022-10-01,124.1090460078
2022-11-01,132.302235347
2022-12-01,142.140607655
2023-01-01,146.1887444124
2023-02-01,136.9637199662
2023-03-01,141.2497795905
2023-04-01,126.0527724185
2023-05-01,155.0165770957
2023-06-01,117.2356782278
2023-07-01,143.2984122299
2023-08-01,136.3990956392
2023-09-01,125.2588285974
2023-10-01,127.710241738
2023-11-01,124.5859528161
2023-12-01,125.8154826925
2024-01-01,119.7479541651
2024-02-01,120.3363396516
2024-03-01,129.9874986664
2024-04-01,123.912740998
2024-05-01,128.3565523646
2024-06-01,106.956153345
2024-07-01,124.316203924
2024-08-01,113.965714238
2024-09-01,111.0366421049
2024-10-01,120.9312564037
2024-11-01,123.4860813309
2024-12-01,135.8344877199
2025-01-01,129.8231921884
2025-02-01,124.9677959501
2025-03-01,125.7933831462
2025-04-01,138.682288802
2025-05-01,130.5497745206
2025-06-01,118.3365216103
2025-07-01,126.1429364565
2025-08-01,107.9283855449
