Tarih,TP_DT_IT_MIK_D08_2010
2016-03-01,126.8806520625
2016-04-01,102.6790069821
2016-05-01,131.0409591194
2016-06-01,153.1880953008
2016-07-01,101.3822829825
2016-08-01,134.6095766206
2016-09-01,109.389740238
2016-10-01,107.8875922059
2016-11-01,119.2886333479
2016-12-01,110.3938369535
2017-01-01,108.9434664741
2017-02-01,102.3930395467
2017-03-01,120.1083309961
2017-04-01,104.5203741386
2017-05-01,130.4647568797
2017-06-01,125.5865997346
2017-07-01,139.4716638608
2017-08-01,131.0170327076
2017-09-01,137.3487790149
2017-10-01,153.2355807194
2017-11-01,136.2889361649
2017-12-01,139.5402958126
2018-01-01,119.4153485677
2018-02-01,112.0424783687
2018-03-01,128.6459936941
2018-04-01,112.4643894205
2018-05-01,132.8456696047
2018-06-01,104.8823822535
2018-07-01,123.309977562
2018-08-01,92.3511049685
2018-09-01,102.2887451957
2018-10-01,96.9559786845
2018-11-01,92.3285293245
2018-12-01,88.9418036414
2019-01-01,86.4008252306
2019-02-01,85.4901494786
2019-03-01,93.8105999319
2019-04-01,100.2255761645
2019-05-01,106.9239434159
2019-06-01,84.6674189011
2019-07-01,108.7833568979
2019-08-01,87.8190776897
2019-09-01,96.5788335233
2019-10-01,106.8477588322
2019-11-01,100.5526769894
2019-12-01,105.3518422618
2020-01-01,98.353797685
2020-02-01,102.5365680859
2020-03-01,104.6989763919
2020-04-01,81.1399930176
2020-05-01,78.2107381374
2020-06-01,101.6899557612
2020-07-01,110.5099568569
2020-08-01,105.0253366947
2020-09-01,116.7869187991
2020-10-01,120.4413164485
2020-11-01,121.2777023924
2020-12-01,124.098477615
2021-01-01,96.9424693143
2021-02-01,118.2197156836
2021-03-01,153.8671911916
2021-04-01,126.7650491955
2021-05-01,117.7700080038
2021-06-01,127.4297890781
2021-07-01,114.4953081751
2021-08-01,123.9281112863
2021-09-01,127.6679054269
2021-10-01,120.8579114208
2021-11-01,136.1289602139
2021-12-01,141.8083619608
2022-01-01,128.2245512485
2022-02-01,121.5055813069
2022-03-01,140.94520708
2022-04-01,136.2546359002
2022-05-01,124.4924555165
2022-06-01,146.238498606
2022-07-01,126.7318241884
2022-08-01,151.2121537661
2022-09-01,151.7047230462
2022-10-01,136.3130807135
2022-11-01,142.7127220636
2022-12-01,163.4674594569
2023-01-01,135.3955771805
2023-02-01,143.981181174
2023-03-01,170.0918063033
2023-04-01,156.9850952563
2023-05-01,179.3786192139
2023-06-01,137.9252926887
2023-07-01,192.6457779183
2023-08-01,164.2088726292
2023-09-01,156.3650906166
2023-10-01,159.9886729959
2023-11-01,146.9197004984
2023-12-01,137.6543845906
2024-01-01,131.9226482518
2024-02-01,153.0561320667
2024-03-01,161.6837957616
2024-04-01,154.6145208112
2024-05-01,162.9975824653
2024-06-01,138.6006904211
2024-07-01,178.283165173
2024-08-01,151.1617284653
2024-09-01,153.1157180222
2024-10-01,166.9617701241
2024-11-01,144.0562135767
2024-12-01,159.5925064931
2025-01-01,145.3571298576
2025-02-01,152.964486115
2025-03-01,169.9259913024
2025-04-01,180.1556879915
2025-05-01,167.9834619049
2025-06-01,149.2460963898
2025-07-01,179.6968870985
2025-08-01,155.2168374655
