Tarih,TP_DT_IT_MIK_D16_2010
2016-03-01,101.4670596848
2016-04-01,73.0876926125
2016-05-01,81.637104864
2016-06-01,94.0811311106
2016-07-01,87.9444195982
2016-08-01,111.2107890496
2016-09-01,106.1252888812
2016-10-01,97.9225367748
2016-11-01,80.6727378968
2016-12-01,81.7718262351
2017-01-01,85.8903419636
2017-02-01,86.24219778
2017-03-01,88.2245986388
2017-04-01,70.4237716931
2017-05-01,81.2242730084
2017-06-01,82.3559997256
2017-07-01,87.5987995042
2017-08-01,96.3621571318
2017-09-01,94.1981338645
2017-10-01,89.0813928487
2017-11-01,78.5260366534
2017-12-01,80.3338694822
2018-01-01,89.3592502175
2018-02-01,88.1871998251
2018-03-01,93.1667516222
2018-04-01,77.1977934211
2018-05-01,80.2688764709
2018-06-01,81.5966423397
2018-07-01,94.3660958083
2018-08-01,75.0500969619
2018-09-01,78.7299947234
2018-10-01,73.0142984023
2018-11-01,65.766894949
2018-12-01,59.1060386595
2019-01-01,64.7628277741
2019-02-01,58.1170333893
2019-03-01,57.05141741
2019-04-01,55.4647135736
2019-05-01,61.0734664938
2019-06-01,53.7243315377
2019-07-01,73.0578634396
2019-08-01,65.2974479353
2019-09-01,67.5485072932
2019-10-01,67.5419837906
2019-11-01,65.3711189907
2019-12-01,71.5537325566
2020-01-01,74.7296508322
2020-02-01,77.025976718
2020-03-01,62.3417577715
2020-04-01,30.513676882
2020-05-01,35.2156699064
2020-06-01,49.3898509948
2020-07-01,58.8056569125
2020-08-01,70.0743012575
2020-09-01,68.2283392014
2020-10-01,64.683220177
2020-11-01,63.7771221878
2020-12-01,63.1847154341
2021-01-01,54.8288839979
2021-02-01,63.9358439795
2021-03-01,68.5258246317
2021-04-01,53.3328921496
2021-05-01,49.7587695217
2021-06-01,60.63752363
2021-07-01,58.2137035725
2021-08-01,70.3312799307
2021-09-01,76.0836859907
2021-10-01,70.1840315968
2021-11-01,71.9802677909
2021-12-01,65.2783094425
2022-01-01,59.0422266781
2022-02-01,69.0672710293
2022-03-01,78.0776357208
2022-04-01,67.6388540218
2022-05-01,67.413279514
2022-06-01,86.2193278935
2022-07-01,85.6210857956
2022-08-01,107.9783370924
2022-09-01,110.2474525153
2022-10-01,90.552030899
2022-11-01,95.0487740281
2022-12-01,98.8550725484
2023-01-01,92.1088512251
2023-02-01,88.9907133919
2023-03-01,99.9037330678
2023-04-01,84.034797899
2023-05-01,99.3324925223
2023-06-01,97.4194020326
2023-07-01,136.5728265239
2023-08-01,123.2696498614
2023-09-01,119.9434097305
2023-10-01,120.7454878881
2023-11-01,104.3024056288
2023-12-01,95.9580415158
2024-01-01,105.5597500227
2024-02-01,124.7206452017
2024-03-01,117.3263588084
2024-04-01,109.3101629399
2024-05-01,112.5152360956
2024-06-01,100.9829542832
2024-07-01,150.0261924895
2024-08-01,155.6692070718
2024-09-01,141.0511485679
2024-10-01,158.0300344127
2024-11-01,138.7857370362
2024-12-01,164.758329377
2025-01-01,160.1121685095
2025-02-01,134.8090210929
2025-03-01,147.4916754466
2025-04-01,139.4107644028
2025-05-01,142.7493281509
2025-06-01,133.8824097655
2025-07-01,166.5961600169
2025-08-01,146.4992653488
