Tarih,TP_DT_IT_MIK_D16_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,90.8691624529
2013-02-01,96.6131314291
2013-03-01,103.3448072785
2013-04-01,85.8696566793
2013-05-01,96.022840369
2013-06-01,93.6434553626
2013-07-01,122.9878758155
2013-08-01,113.5932445677
2013-09-01,141.3324483498
2013-10-01,110.1122779114
2013-11-01,109.5125446846
2013-12-01,101.9976490686
2014-01-01,108.7377910041
2014-02-01,105.4530517557
2014-03-01,109.6759162086
2014-04-01,91.0783612582
2014-05-01,94.1196776397
2014-06-01,97.4901384333
2014-07-01,114.486921425
2014-08-01,134.937242599
2014-09-01,135.1728464752
2014-10-01,98.937933274
2014-11-01,89.7827285264
2014-12-01,99.7854391401
2015-01-01,100.6260623957
2015-02-01,98.8591406016
2015-03-01,127.3531710405
2015-04-01,91.1517781089
2015-05-01,82.9489747069
2015-06-01,97.0295218675
2015-07-01,113.5134541614
2015-08-01,112.2225785131
2015-09-01,99.1993088638
2015-10-01,99.0659921022
2015-11-01,79.1471778682
2015-12-01,98.8828397702
2016-01-01,89.671934103
2016-02-01,97.5665671799
