Tarih,TP_DT_IT_MIK_D03_2010
2016-03-01,116.8754486114
2016-04-01,99.2318553623
2016-05-01,107.3337301449
2016-06-01,121.0971154005
2016-07-01,100.7225354566
2016-08-01,103.941605264
2016-09-01,98.978133265
2016-10-01,100.6827699461
2016-11-01,100.0052927024
2016-12-01,105.3095254105
2017-01-01,81.3130393104
2017-02-01,79.0796150453
2017-03-01,96.5307718629
2017-04-01,86.707774736
2017-05-01,98.5884439128
2017-06-01,99.5077148652
2017-07-01,106.6614558556
2017-08-01,102.3262510043
2017-09-01,101.5756449351
2017-10-01,109.0133032913
2017-11-01,99.2112710007
2017-12-01,113.054564176
2018-01-01,104.812723311
2018-02-01,94.0249625602
2018-03-01,108.7044521547
2018-04-01,99.6209413926
2018-05-01,111.1633827636
2018-06-01,92.3756510315
2018-07-01,99.4391475119
2018-08-01,73.1445194463
2018-09-01,71.0993963381
2018-10-01,70.9128125714
2018-11-01,69.8425423036
2018-12-01,79.0271992322
2019-01-01,60.0071568565
2019-02-01,74.0973569059
2019-03-01,72.1444637299
2019-04-01,74.7493280887
2019-05-01,82.7105119638
2019-06-01,63.5920169329
2019-07-01,83.0789021184
2019-08-01,66.1535571723
2019-09-01,73.4785168052
2019-10-01,84.2755666046
2019-11-01,83.1198436128
2019-12-01,99.6273292455
2020-01-01,80.5906338429
2020-02-01,79.4027944466
2020-03-01,82.6653058776
2020-04-01,77.2534822117
2020-05-01,74.8214087824
2020-06-01,91.0501274338
2020-07-01,97.5176129726
2020-08-01,95.3687038922
2020-09-01,108.7695124187
2020-10-01,98.941197976
2020-11-01,108.2739125202
2020-12-01,115.3168639202
2021-01-01,88.7022975565
2021-02-01,95.7883185608
2021-03-01,116.7422914986
2021-04-01,99.8753282759
2021-05-01,97.8609921232
2021-06-01,108.9147791603
2021-07-01,94.0082265959
2021-08-01,100.680808079
2021-09-01,105.7448684699
2021-10-01,93.9049173071
2021-11-01,117.6658881538
2021-12-01,131.3788064054
2022-01-01,102.3165577891
2022-02-01,97.5221597308
2022-03-01,114.5113335515
2022-04-01,110.1000624501
2022-05-01,111.4001302014
2022-06-01,113.0576292992
2022-07-01,100.5438264905
2022-08-01,127.034633103
2022-09-01,125.5182403497
2022-10-01,110.2077645874
2022-11-01,124.2063215584
2022-12-01,144.4955184152
2023-01-01,122.3631494458
2023-02-01,116.5570505356
2023-03-01,157.072955791
2023-04-01,132.2516892396
2023-05-01,154.9391553436
2023-06-01,124.1888890664
2023-07-01,160.927516112
2023-08-01,146.0112187057
2023-09-01,134.9196928047
2023-10-01,139.4320272058
2023-11-01,138.3510543133
2023-12-01,133.8543350702
2024-01-01,111.2696414846
2024-02-01,134.3690433261
2024-03-01,135.074479997
2024-04-01,131.538685604
2024-05-01,137.920627995
2024-06-01,117.8536542361
2024-07-01,143.0662378175
2024-08-01,128.0578519973
2024-09-01,132.4588297333
2024-10-01,142.9529199021
2024-11-01,121.5876409997
2024-12-01,147.8105193052
2025-01-01,121.7079054934
2025-02-01,118.1249723703
2025-03-01,133.338290988
2025-04-01,139.7646066562
2025-05-01,141.43883763
2025-06-01,128.838633443
2025-07-01,153.7366923767
2025-08-01,126.3112168763
