Tarih,TP_DT_IT_MIK_D12_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,93.9882332502
2013-02-01,94.4216907827
2013-03-01,92.8384210763
2013-04-01,95.0100778285
2013-05-01,115.6646584262
2013-06-01,89.5124683214
2013-07-01,105.0435840489
2013-08-01,96.4839319421
2013-09-01,101.1753552962
2013-10-01,99.4221347907
2013-11-01,92.0570615894
2013-12-01,100.3656826281
2014-01-01,106.9985559078
2014-02-01,90.1084140452
2014-03-01,96.917043584
2014-04-01,94.2579958451
2014-05-01,93.3781413727
2014-06-01,107.4539099483
2014-07-01,113.3841566555
2014-08-01,101.1883379212
2014-09-01,111.6315406701
2014-10-01,95.3046993226
2014-11-01,106.8438104185
2014-12-01,129.0711357958
2015-01-01,106.7099906024
2015-02-01,106.1336523778
2015-03-01,111.9655754105
2015-04-01,93.2191404609
2015-05-01,94.1284946482
2015-06-01,92.8347633658
2015-07-01,108.2599605466
2015-08-01,81.2357838544
2015-09-01,107.8073373952
2015-10-01,90.4522359764
2015-11-01,92.895472129
2015-12-01,114.3575932329
2016-01-01,104.05742668
2016-02-01,104.4451773417
