Tarih,TP_DT_IT_MIK_D17_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,90.3105016709
2013-02-01,94.406741361
2013-03-01,109.5454016429
2013-04-01,97.7657025143
2013-05-01,96.3565226294
2013-06-01,86.3779566291
2013-07-01,105.9414739141
2013-08-01,85.6408786307
2013-09-01,97.2320767077
2013-10-01,85.8440343638
2013-11-01,94.3798457087
2013-12-01,104.1286579708
2014-01-01,92.0217377168
2014-02-01,96.7009150259
2014-03-01,104.6914219865
2014-04-01,86.4107528224
2014-05-01,102.8670017562
2014-06-01,91.1256520444
2014-07-01,90.5468478634
2014-08-01,96.2427692033
2014-09-01,89.5117321394
2014-10-01,102.1835952145
2014-11-01,98.8934276245
2014-12-01,103.8612163398
2015-01-01,91.0673882321
2015-02-01,95.9284623202
2015-03-01,108.3294601403
2015-04-01,106.3046429407
2015-05-01,92.9225248309
2015-06-01,105.3589396144
2015-07-01,102.2034655032
2015-08-01,95.3294274945
2015-09-01,91.4035862899
2015-10-01,103.3682042565
2015-11-01,103.9118308456
2015-12-01,103.8720675318
2016-01-01,102.3197917258
2016-02-01,101.9264066768
