Tarih,TP_DT_IT_MIK_D14_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,38.3466709985
2013-02-01,73.438793843
2013-03-01,105.7384559059
2013-04-01,96.7928895064
2013-05-01,99.0427883471
2013-06-01,97.0750682373
2013-07-01,121.6911021647
2013-08-01,92.662917444
2013-09-01,84.810808316
2013-10-01,108.5961139342
2013-11-01,100.5870669516
2013-12-01,99.2591448121
2014-01-01,40.9903573831
2014-02-01,67.6307046607
2014-03-01,80.8824040123
2014-04-01,66.6367753823
2014-05-01,66.3932915385
2014-06-01,70.3659355345
2014-07-01,82.4796958343
2014-08-01,60.6863953688
2014-09-01,75.9831649293
2014-10-01,100.0491099616
2014-11-01,101.4564206943
2014-12-01,108.0210582341
2015-01-01,36.9698761466
2015-02-01,83.6847763328
2015-03-01,106.8736301421
2015-04-01,110.3581232807
2015-05-01,105.6387506656
2015-06-01,127.6594414987
2015-07-01,135.4526081491
2015-08-01,104.2182122418
2015-09-01,82.6473631527
2015-10-01,120.1308842616
2015-11-01,91.9480366266
2015-12-01,94.4182975017
2016-01-01,28.660843505
2016-02-01,103.4882177133
