Tarih,TP_DT_IT_MIK_D14_2010
2016-03-01,124.4877041623
2016-04-01,104.4480298252
2016-05-01,115.727926626
2016-06-01,116.2927058444
2016-07-01,104.9800929286
2016-08-01,91.1815376492
2016-09-01,87.9137944425
2016-10-01,112.599374261
2016-11-01,131.8938710031
2016-12-01,113.7517151885
2017-01-01,37.7141077441
2017-02-01,79.535094007
2017-03-01,83.9344995009
2017-04-01,76.8448082572
2017-05-01,94.6461644714
2017-06-01,99.8108373245
2017-07-01,88.3947523115
2017-08-01,74.1528458741
2017-09-01,80.3315898683
2017-10-01,125.3275596524
2017-11-01,130.8678447499
2017-12-01,122.7688471377
2018-01-01,51.0796327565
2018-02-01,61.4062547503
2018-03-01,91.718721155
2018-04-01,83.724648932
2018-05-01,97.4034619444
2018-06-01,88.3656343553
2018-07-01,78.4879053457
2018-08-01,43.8899247813
2018-09-01,27.3112983417
2018-10-01,30.8856764807
2018-11-01,26.5203718366
2018-12-01,31.7609453762
2019-01-01,12.3152905542
2019-02-01,20.2549720274
2019-03-01,37.6485284751
2019-04-01,22.8211296884
2019-05-01,35.4738430824
2019-06-01,40.2857327571
2019-07-01,36.1452915228
2019-08-01,27.4552548829
2019-09-01,34.8888423976
2019-10-01,48.5381410553
2019-11-01,47.4984971475
2019-12-01,70.6580553649
2020-01-01,32.0486729488
2020-02-01,55.1216099472
2020-03-01,65.0947049905
2020-04-01,43.9055478666
2020-05-01,20.4698885384
2020-06-01,61.7264904922
2020-07-01,94.8131951667
2020-08-01,60.8293858832
2020-09-01,94.3950577838
2020-10-01,112.7875719947
2020-11-01,118.4231827941
2020-12-01,112.5295963019
2021-01-01,51.0989111512
2021-02-01,63.934461761
2021-03-01,74.7713429681
2021-04-01,79.5092003267
2021-05-01,67.0198407977
2021-06-01,69.3232253727
2021-07-01,43.6949763701
2021-08-01,31.6082670395
2021-09-01,42.1735330501
2021-10-01,48.2047038414
2021-11-01,68.5493118956
2021-12-01,65.0742160184
2022-01-01,42.0878947645
2022-02-01,54.3107005713
2022-03-01,63.0467895286
2022-04-01,56.045748108
2022-05-01,69.8327610478
2022-06-01,77.7920009444
2022-07-01,57.4622953695
2022-08-01,76.8927966893
2022-09-01,64.7163876598
2022-10-01,88.561928332
2022-11-01,100.2128279326
2022-12-01,113.5886780527
2023-01-01,67.9870782684
2023-02-01,110.8851025649
2023-03-01,120.1884746612
2023-04-01,135.3685071339
2023-05-01,157.1171862757
2023-06-01,157.9049173757
2023-07-01,207.8488488415
2023-08-01,164.3430452134
2023-09-01,145.0296711561
2023-10-01,200.2463299565
2023-11-01,159.5559739029
2023-12-01,188.1785895878
2024-01-01,102.2858202011
2024-02-01,151.1433368854
2024-03-01,157.6792645698
2024-04-01,164.557450293
2024-05-01,163.0353993668
2024-06-01,157.9644540723
2024-07-01,164.74827129
2024-08-01,126.6430815414
2024-09-01,128.7661143394
2024-10-01,166.6985290686
2024-11-01,170.4201362616
2024-12-01,209.3422408423
2025-01-01,131.8064816012
2025-02-01,142.2441699962
2025-03-01,216.5848302509
2025-04-01,214.1357908369
2025-05-01,199.8801965837
2025-06-01,233.1829182386
2025-07-01,210.2926556857
2025-08-01,165.5605540343
