Tarih,TP_DT_IT_MIK_D18_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,108.2688001672
2013-02-01,87.0242835171
2013-03-01,83.3829688795
2013-04-01,93.5679014164
2013-05-01,99.6709620715
2013-06-01,62.8936129994
2013-07-01,80.8487935998
2013-08-01,69.1302306985
2013-09-01,78.8502501308
2013-10-01,96.2553185772
2013-11-01,157.5312139885
2013-12-01,121.1824629918
2014-01-01,141.2778721154
2014-02-01,95.009190285
2014-03-01,110.1722641489
2014-04-01,95.906096901
2014-05-01,100.2755069703
2014-06-01,112.9490731233
2014-07-01,92.6535036184
2014-08-01,74.0149543807
2014-09-01,79.0415060546
2014-10-01,90.9140511296
2014-11-01,114.515998738
2014-12-01,169.8068304173
2015-01-01,114.3975907236
2015-02-01,87.8600357622
2015-03-01,93.8137836497
2015-04-01,102.8393792742
2015-05-01,91.3013820357
2015-06-01,81.7846888024
2015-07-01,74.0427115498
2015-08-01,70.8117913325
2015-09-01,65.2988444643
2015-10-01,134.3304285752
2015-11-01,138.3372420527
2015-12-01,145.1821217776
2016-01-01,120.8507725532
2016-02-01,110.2613771519
