Tarih,TP_DT_IT_MIK_D01_2010
2016-03-01,114.5436543643
2016-04-01,101.4225682838
2016-05-01,107.3826999761
2016-06-01,119.9249334119
2016-07-01,92.3864543212
2016-08-01,102.5227426151
2016-09-01,94.9081947568
2016-10-01,101.274496941
2016-11-01,103.2983590884
2016-12-01,112.7305047062
2017-01-01,96.0120914998
2017-02-01,96.0123726124
2017-03-01,114.0148141618
2017-04-01,104.643921076
2017-05-01,123.6426090141
2017-06-01,113.9033660044
2017-07-01,126.6856168569
2017-08-01,110.4744443184
2017-09-01,116.5428611219
2017-10-01,119.8854474233
2017-11-01,113.9016675791
2017-12-01,126.3552829933
2018-01-01,118.4064748716
2018-02-01,106.7491832561
2018-03-01,119.6381692332
2018-04-01,112.0778198397
2018-05-01,123.542978254
2018-06-01,104.3636558197
2018-07-01,113.031601849
2018-08-01,83.8869426887
2018-09-01,91.6079424353
2018-10-01,86.9005856633
2018-11-01,86.9103285362
2018-12-01,90.6739089607
2019-01-01,87.9880243384
2019-02-01,87.9719723178
2019-03-01,98.7662840514
2019-04-01,98.259106341
2019-05-01,102.8017573497
2019-06-01,84.0320747286
2019-07-01,107.3012226469
2019-08-01,88.2853968242
2019-09-01,96.7469530238
2019-10-01,103.8285731416
2019-11-01,104.2578353876
2019-12-01,115.0103448918
2020-01-01,109.8513833343
2020-02-01,103.4862892257
2020-03-01,109.8835518684
2020-04-01,85.4433458201
2020-05-01,86.8958520373
2020-06-01,100.835542582
2020-07-01,110.1811774201
2020-08-01,111.1424001326
2020-09-01,121.2314768808
2020-10-01,115.7861488469
2020-11-01,120.7720222921
2020-12-01,125.5377852161
2021-01-01,99.4949797939
2021-02-01,102.7352807244
2021-03-01,120.7590816502
2021-04-01,111.0809466339
2021-05-01,103.6605104064
2021-06-01,112.5148911981
2021-07-01,98.831655818
2021-08-01,108.0534062474
2021-09-01,109.9984577452
2021-10-01,93.9570339597
2021-11-01,118.9413194821
2021-12-01,129.7000498211
2022-01-01,109.0372534759
2022-02-01,105.1341613504
2022-03-01,117.2385317959
2022-04-01,104.8728160575
2022-05-01,110.1598111428
2022-06-01,116.2973365346
2022-07-01,109.1968561003
2022-08-01,120.5387858175
2022-09-01,118.9253406046
2022-10-01,112.7243179341
2022-11-01,123.2693780079
2022-12-01,133.9018776884
2023-01-01,131.7149472713
2023-02-01,126.1865549572
2023-03-01,135.3960190121
2023-04-01,120.0191344089
2023-05-01,146.6294395769
2023-06-01,114.7449273569
2023-07-01,143.3934467398
2023-08-01,133.1952617079
2023-09-01,122.189717582
2023-10-01,129.4015472345
2023-11-01,126.1940940196
2023-12-01,125.7958236623
2024-01-01,112.6634017951
2024-02-01,121.7755203186
2024-03-01,128.864537108
2024-04-01,124.4200355887
2024-05-01,129.3087476358
2024-06-01,107.5023644139
2024-07-01,127.5552069928
2024-08-01,114.8829815772
2024-09-01,113.9060509589
2024-10-01,124.0130419377
2024-11-01,124.9352456465
2024-12-01,137.8109827582
2025-01-01,124.8822914044
2025-02-01,121.11178024
2025-03-01,129.9506173501
2025-04-01,138.7623539684
2025-05-01,133.1012462512
2025-06-01,121.5747824872
2025-07-01,133.9287135799
2025-08-01,109.7504362073
