Tarih,TP_DT_IT_MIK_D07_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,83.4619229127
2013-02-01,80.8811615594
2013-03-01,76.3580154825
2013-04-01,90.3525638727
2013-05-01,90.6200732796
2013-06-01,79.638709423
2013-07-01,90.766396192
2013-08-01,85.3043305518
2013-09-01,91.5824452459
2013-10-01,82.5776649083
2013-11-01,95.8760035977
2013-12-01,96.9196483885
2014-01-01,92.8717595655
2014-02-01,87.3321256428
2014-03-01,87.928227217
2014-04-01,88.114939989
2014-05-01,81.7553637659
2014-06-01,78.4282120539
2014-07-01,88.2937527114
2014-08-01,86.1575832785
2014-09-01,95.7720630955
2014-10-01,92.8802707971
2014-11-01,97.388749924
2014-12-01,97.467420918
2015-01-01,99.3957104063
2015-02-01,96.814512118
2015-03-01,98.7105504374
2015-04-01,89.1752218389
2015-05-01,94.5750503686
2015-06-01,94.1848618751
2015-07-01,93.6522523214
2015-08-01,98.2661760486
2015-09-01,102.527040057
2015-10-01,107.959809111
2015-11-01,100.2382789341
2015-12-01,124.5005364834
2016-01-01,108.5378282444
2016-02-01,98.9670325767
2016-03-01,92.9198056407
