Tarih,TP_DT_IT_MIK_D07_2010
2016-04-01,94.6628642318
2016-05-01,93.5416098366
2016-06-01,91.4606974844
2016-07-01,101.5902775197
2016-08-01,107.4066832331
2016-09-01,84.9676180383
2016-10-01,102.8114288742
2016-11-01,114.6665347262
2016-12-01,120.8359967946
2017-01-01,118.8431843978
2017-02-01,105.7184809893
2017-03-01,113.1076850002
2017-04-01,116.5493009656
2017-05-01,113.5489269276
2017-06-01,99.9919090005
2017-07-01,113.8615301396
2017-08-01,114.0624930525
2017-09-01,108.6872833656
2017-10-01,114.7801833751
2017-11-01,103.0879777195
2017-12-01,107.8241103073
2018-01-01,99.0162739451
2018-02-01,91.4024663553
2018-03-01,92.3482208914
2018-04-01,86.8404074741
2018-05-01,85.839485966
2018-06-01,87.7205884437
2018-07-01,114.1241805147
2018-08-01,95.3459049219
2018-09-01,100.2014266903
2018-10-01,101.5663994857
2018-11-01,85.8159199347
2018-12-01,114.9581230459
2019-01-01,107.6840597646
2019-02-01,100.7049786375
2019-03-01,108.0519348243
2019-04-01,106.539911134
2019-05-01,106.4543388087
2019-06-01,85.8892070086
2019-07-01,114.7199362413
2019-08-01,113.4336347253
2019-09-01,107.8483208274
2019-10-01,118.9066360186
2019-11-01,116.3677941261
2019-12-01,124.5326538979
2020-01-01,126.6417219089
2020-02-01,100.9012538535
2020-03-01,103.1022725036
2020-04-01,75.9752544975
2020-05-01,80.1952379519
2020-06-01,64.4024347586
2020-07-01,118.9879695346
2020-08-01,95.8327249468
2020-09-01,134.2463314294
2020-10-01,108.1168142503
2020-11-01,130.2473601043
2020-12-01,124.051662927
2021-01-01,113.818059343
2021-02-01,97.9620612685
2021-03-01,125.1477744325
2021-04-01,129.3014107515
2021-05-01,112.7268396761
2021-06-01,126.3092124106
2021-07-01,130.3476923706
2021-08-01,126.1730865125
2021-09-01,127.5683719871
2021-10-01,114.2572700903
2021-11-01,118.2687441071
2021-12-01,142.7447715131
2022-01-01,116.3541268825
2022-02-01,105.6587937299
2022-03-01,125.0227966227
2022-04-01,118.5761327098
2022-05-01,114.1507621184
2022-06-01,128.9457202447
2022-07-01,120.0711013785
2022-08-01,122.1652083596
2022-09-01,114.7847386965
2022-10-01,105.2063026548
2022-11-01,101.9838011576
2022-12-01,111.1256324798
2023-01-01,104.4960091257
2023-02-01,96.930716396
2023-03-01,113.3262572097
2023-04-01,100.0075847019
2023-05-01,105.23560767
2023-06-01,94.9026268952
2023-07-01,102.8775593416
2023-08-01,112.1341479101
2023-09-01,107.8289645515
2023-10-01,116.2524819637
2023-11-01,124.276659602
2023-12-01,127.2379906541
2024-01-01,129.9753893368
2024-02-01,106.8275951546
2024-03-01,108.4103204793
2024-04-01,97.4950205984
2024-05-01,101.7077233597
2024-06-01,96.5618828561
2024-07-01,107.2495068381
2024-08-01,109.5866667308
2024-09-01,95.4872689646
2024-10-01,102.6251990905
2024-11-01,124.2325746923
2024-12-01,127.1131593673
2025-01-01,112.9499597376
2025-02-01,107.8995711539
2025-03-01,110.2608626995
2025-04-01,124.783652356
2025-05-01,104.921780953
2025-06-01,109.4656528613
2025-07-01,125.9330420055
2025-08-01,121.0787128308
