Tarih,TP_DT_IT_MIK_D13_2010
2016-03-01,118.522211242
2016-04-01,93.5640862732
2016-05-01,100.8215866797
2016-06-01,108.5258508126
2016-07-01,88.888662564
2016-08-01,97.2505284092
2016-09-01,92.6285439701
2016-10-01,105.1907007737
2016-11-01,109.9480562206
2016-12-01,102.806878879
2017-01-01,76.0383249667
2017-02-01,92.6155813309
2017-03-01,102.6925305993
2017-04-01,96.5099820923
2017-05-01,112.3807776975
2017-06-01,104.8638698248
2017-07-01,104.2006266595
2017-08-01,97.3923809219
2017-09-01,98.4002001504
2017-10-01,117.6006474974
2017-11-01,114.6586306541
2017-12-01,114.6094422349
2018-01-01,90.5276437103
2018-02-01,90.3071899662
2018-03-01,105.2750705149
2018-04-01,93.8797500985
2018-05-01,107.1730502052
2018-06-01,101.2206089592
2018-07-01,95.2089796695
2018-08-01,68.5395404155
2018-09-01,66.4161018412
2018-10-01,66.6969483079
2018-11-01,63.2609108916
2018-12-01,66.8463087273
2019-01-01,60.8040597306
2019-02-01,60.3040428558
2019-03-01,69.424120282
2019-04-01,66.3546648809
2019-05-01,72.7892257913
2019-06-01,64.1623299082
2019-07-01,75.8978325766
2019-08-01,58.8666476822
2019-09-01,69.8185335534
2019-10-01,74.9920982793
2019-11-01,74.3010883237
2019-12-01,89.5412588595
2020-01-01,69.4157871351
2020-02-01,79.2834036845
2020-03-01,80.5335494689
2020-04-01,57.9934867769
2020-05-01,47.4559473885
2020-06-01,75.5906839013
2020-07-01,86.291229273
2020-08-01,71.9670096852
2020-09-01,84.8604033044
2020-10-01,94.2987302369
2020-11-01,95.5772921245
2020-12-01,101.8925324913
2021-01-01,67.8978964474
2021-02-01,81.7741243644
2021-03-01,92.4202271793
2021-04-01,87.5858648252
2021-05-01,71.6108185715
2021-06-01,82.4081311257
2021-07-01,66.1314386052
2021-08-01,66.2852505495
2021-09-01,74.8801239599
2021-10-01,68.7358880657
2021-11-01,83.4979435132
2021-12-01,80.3686553336
2022-01-01,66.7577796818
2022-02-01,45.8440192089
2022-03-01,84.3107924147
2022-04-01,53.8759432513
2022-05-01,84.4357486847
2022-06-01,93.1054713562
2022-07-01,83.3962084356
2022-08-01,102.4083631985
2022-09-01,95.7701783202
2022-10-01,81.0034969463
2022-11-01,107.7621770787
2022-12-01,112.6062199901
2023-01-01,94.5447397731
2023-02-01,108.9656304376
2023-03-01,123.3217901991
2023-04-01,115.983633105
2023-05-01,131.6024632208
2023-06-01,122.048387504
2023-07-01,161.9210870641
2023-08-01,138.3106329418
2023-09-01,127.3178105418
2023-10-01,160.9427376362
2023-11-01,147.7359044846
2023-12-01,138.5351675124
2024-01-01,107.9493448355
2024-02-01,138.1900460685
2024-03-01,149.188382943
2024-04-01,152.8030248831
2024-05-01,155.747587541
2024-06-01,125.9756815494
2024-07-01,153.4840020757
2024-08-01,134.9440367174
2024-09-01,132.5857053442
2024-10-01,161.5990141124
2024-11-01,161.450225068
2024-12-01,178.9553504854
2025-01-01,133.9445938656
2025-02-01,136.9145869907
2025-03-01,167.8818079384
2025-04-01,167.4649549632
2025-05-01,169.2735005267
2025-06-01,159.6909438381
2025-07-01,168.3955170398
2025-08-01,134.0684111899
