Tarih,TP_DT_IT_MIK_D19_2010
2016-03-01,106.7253499481
2016-04-01,87.7502629238
2016-05-01,94.6544038871
2016-06-01,112.4202734165
2016-07-01,83.6243378468
2016-08-01,100.8986042234
2016-09-01,96.9461325395
2016-10-01,103.7319600572
2016-11-01,107.855534866
2016-12-01,102.9414959977
2017-01-01,87.0970804465
2017-02-01,87.0974850493
2017-03-01,108.6333940055
2017-04-01,88.4995858611
2017-05-01,109.4731105815
2017-06-01,94.9982595289
2017-07-01,103.1510825283
2017-08-01,99.5992457572
2017-09-01,97.8500039594
2017-10-01,110.6931026709
2017-11-01,132.9808167357
2017-12-01,143.2287963093
2018-01-01,111.4933562392
2018-02-01,104.2491837947
2018-03-01,120.0741794564
2018-04-01,115.2376367111
2018-05-01,141.7584636775
2018-06-01,133.361766483
2018-07-01,106.63618867
2018-08-01,77.49796651
2018-09-01,102.6683897353
2018-10-01,94.057022311
2018-11-01,101.3033325204
2018-12-01,93.1845687875
2019-01-01,87.0500710624
2019-02-01,92.5722051432
2019-03-01,105.1706652222
2019-04-01,112.8770639295
2019-05-01,130.9306783757
2019-06-01,92.9744038313
2019-07-01,114.6871522104
2019-08-01,83.5778772285
2019-09-01,101.0114465606
2019-10-01,98.3244691422
2019-11-01,111.8478447664
2019-12-01,123.5911972441
2020-01-01,102.0397204968
2020-02-01,107.4125913216
2020-03-01,118.1468430524
2020-04-01,101.4342712965
2020-05-01,95.4217529834
2020-06-01,102.5486369549
2020-07-01,104.9655185782
2020-08-01,96.2538504807
2020-09-01,92.2715812022
2020-10-01,94.696247351
2020-11-01,105.203359762
2020-12-01,125.1303645009
2021-01-01,101.4894130786
2021-02-01,96.2137568885
2021-03-01,122.9256016101
2021-04-01,131.8205219042
2021-05-01,91.9710055869
2021-06-01,102.7736751586
2021-07-01,89.6554282442
2021-08-01,111.1031249884
2021-09-01,113.9212784276
2021-10-01,95.9318642827
2021-11-01,114.0846216677
2021-12-01,115.7814712477
2022-01-01,107.8355623035
2022-02-01,122.3339892197
2022-03-01,130.59980801
2022-04-01,140.9779779857
2022-05-01,142.9140460932
2022-06-01,168.1891800813
2022-07-01,136.4164610954
2022-08-01,177.6612476378
2022-09-01,187.888281901
2022-10-01,154.1130609629
2022-11-01,178.4157268319
2022-12-01,165.3232469545
2023-01-01,166.0440525705
2023-02-01,140.8431745537
2023-03-01,193.3403941916
2023-04-01,134.550149557
2023-05-01,164.3711562128
2023-06-01,123.3429507018
2023-07-01,181.6627262623
2023-08-01,169.7780027797
2023-09-01,150.1338910044
2023-10-01,163.1443570643
2023-11-01,167.4612329431
2023-12-01,169.5834368878
2024-01-01,127.1227979444
2024-02-01,120.0815092247
2024-03-01,160.5021199417
2024-04-01,126.0599724175
2024-05-01,182.1667900018
2024-06-01,149.6280286017
2024-07-01,171.1591127925
2024-08-01,166.1222836892
2024-09-01,142.1518183388
2024-10-01,169.1221388829
2024-11-01,172.1266292336
2024-12-01,159.9729845009
2025-01-01,150.977705646
2025-02-01,143.6421941181
2025-03-01,146.9239159575
2025-04-01,177.8411625811
2025-05-01,155.0619090451
2025-06-01,153.2121633001
2025-07-01,174.7532614564
2025-08-01,132.1377424574
