Tarih,TP_DT_IT_MIK_D05_2010
2016-03-01,133.0149730273
2016-04-01,114.5201141789
2016-05-01,120.7501872411
2016-06-01,129.6534169213
2016-07-01,82.4724764646
2016-08-01,87.3563570635
2016-09-01,93.9258359708
2016-10-01,91.8508608109
2016-11-01,120.8195577491
2016-12-01,104.6355122305
2017-01-01,105.8071753177
2017-02-01,80.670925409
2017-03-01,128.5093344647
2017-04-01,110.385271285
2017-05-01,150.818856813
2017-06-01,114.8527615791
2017-07-01,139.9953871585
2017-08-01,117.0087908765
2017-09-01,131.7939303858
2017-10-01,130.9332483488
2017-11-01,130.2546115511
2017-12-01,131.1421850466
2018-01-01,133.3114146522
2018-02-01,123.2382057761
2018-03-01,132.5806143936
2018-04-01,133.2043211422
2018-05-01,130.1411184781
2018-06-01,126.8118813984
2018-07-01,133.729464518
2018-08-01,118.6222838623
2018-09-01,86.0635483466
2018-10-01,103.6088203548
2018-11-01,95.5009461118
2018-12-01,98.442967694
2019-01-01,90.3292571329
2019-02-01,79.1998953669
2019-03-01,128.2985054793
2019-04-01,129.7379525506
2019-05-01,146.7586143388
2019-06-01,105.7565385164
2019-07-01,134.3688692539
2019-08-01,102.5827709376
2019-09-01,108.0767302155
2019-10-01,97.9535188657
2019-11-01,115.2618448852
2019-12-01,140.9558211481
2020-01-01,126.761228117
2020-02-01,119.2711231252
2020-03-01,133.2876410424
2020-04-01,121.947830217
2020-05-01,96.8694323916
2020-06-01,115.0226862596
2020-07-01,146.5961449691
2020-08-01,121.0353175457
2020-09-01,123.9241951778
2020-10-01,129.10613771
2020-11-01,127.0359674735
2020-12-01,153.0583762187
2021-01-01,132.8545176732
2021-02-01,129.8411796651
2021-03-01,155.2084919548
2021-04-01,161.2599069857
2021-05-01,136.6112523391
2021-06-01,137.1949658554
2021-07-01,138.4623674042
2021-08-01,133.2727613431
2021-09-01,107.8081111324
2021-10-01,110.3880892929
2021-11-01,147.792349962
2021-12-01,166.128977032
2022-01-01,151.8621353549
2022-02-01,137.1159790606
2022-03-01,135.0724062053
2022-04-01,140.8855371058
2022-05-01,141.1381075923
2022-06-01,127.2787915709
2022-07-01,115.8462108852
2022-08-01,119.7191825377
2022-09-01,109.3782931127
2022-10-01,105.3763729029
2022-11-01,97.3947325011
2022-12-01,94.213485776
2023-01-01,95.841840147
2023-02-01,85.4078640249
2023-03-01,137.0183089624
2023-04-01,111.2533824634
2023-05-01,123.6416539774
2023-06-01,95.9127214245
2023-07-01,121.4551966122
2023-08-01,106.582535621
2023-09-01,85.2835787727
2023-10-01,98.6066307741
2023-11-01,97.630722148
2023-12-01,103.3624885832
2024-01-01,107.4846076228
2024-02-01,113.0384880901
2024-03-01,128.8678054394
2024-04-01,122.4345217306
2024-05-01,137.2385706065
2024-06-01,102.6387038773
2024-07-01,120.9944318054
2024-08-01,112.8102249582
2024-09-01,96.5948610837
2024-10-01,99.8032960482
2024-11-01,119.5283417791
2024-12-01,123.5552806253
2025-01-01,114.7767071612
2025-02-01,103.9329598579
2025-03-01,125.9944771323
2025-04-01,140.8417525553
2025-05-01,133.6152077737
2025-06-01,121.4254430464
2025-07-01,120.9869118071
2025-08-01,106.9679913857
