Tarih,TP_DT_IT_MIK_D05_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,96.8777349797
2013-02-01,96.5765110119
2013-03-01,113.0996753646
2013-04-01,127.8786278173
2013-05-01,107.2026189767
2013-06-01,109.6857617191
2013-07-01,116.4747517949
2013-08-01,86.0367600286
2013-09-01,109.3191475732
2013-10-01,108.7635457254
2013-11-01,100.1431484226
2013-12-01,121.0006646143
2014-01-01,114.6641211935
2014-02-01,87.2749290132
2014-03-01,104.9152192972
2014-04-01,117.841546314
2014-05-01,118.8918608648
2014-06-01,110.0374652136
2014-07-01,107.7656227235
2014-08-01,98.1332793314
2014-09-01,100.5142469585
2014-10-01,109.914462741
2014-11-01,106.3021423084
2014-12-01,103.7207598423
2015-01-01,96.2856802326
2015-02-01,103.7033996133
2015-03-01,110.0659665884
2015-04-01,104.2442169177
2015-05-01,114.9434623958
2015-06-01,99.6478623634
2015-07-01,99.8589743885
2015-08-01,82.275037983
2015-09-01,74.680448648
2015-10-01,90.369575501
2015-11-01,99.8354830663
2015-12-01,124.0898923019
2016-01-01,90.4826524892
2016-02-01,99.0824909553
