Tarih,TP_DT_IT_MIK_D11_2010
2016-03-01,101.8519496952
2016-04-01,85.6017059646
2016-05-01,99.0874341395
2016-06-01,78.5185708331
2016-07-01,67.5301428665
2016-08-01,85.7240248906
2016-09-01,71.565476504
2016-10-01,105.208782593
2016-11-01,114.9305948051
2016-12-01,138.3834560092
2017-01-01,118.8285647036
2017-02-01,111.3879525871
2017-03-01,134.0438222106
2017-04-01,132.7342867839
2017-05-01,108.7273946884
2017-06-01,96.8792922047
2017-07-01,83.904280605
2017-08-01,66.0008503103
2017-09-01,84.76718833
2017-10-01,77.2302481317
2017-11-01,117.2152464454
2017-12-01,108.5839155167
2018-01-01,102.4491914279
2018-02-01,117.3247412511
2018-03-01,101.5533695909
2018-04-01,87.8232395478
2018-05-01,105.6739849083
2018-06-01,113.4000233889
2018-07-01,102.7163161091
2018-08-01,54.8834555128
2018-09-01,72.9001819119
2018-10-01,94.2737739002
2018-11-01,71.9130598374
2018-12-01,92.5039865374
2019-01-01,98.6296889758
2019-02-01,105.9004280977
2019-03-01,100.2664511138
2019-04-01,115.4112546607
2019-05-01,111.8288491742
2019-06-01,106.573593018
2019-07-01,109.6952858282
2019-08-01,82.6963156956
2019-09-01,98.1791781394
2019-10-01,89.0006335323
2019-11-01,103.0587160115
2019-12-01,106.4735887152
2020-01-01,109.6758184238
2020-02-01,118.7906862284
2020-03-01,125.8916293648
2020-04-01,138.776523615
2020-05-01,183.9055614858
2020-06-01,142.435242819
2020-07-01,103.5292329343
2020-08-01,95.1149164952
2020-09-01,96.1175616986
2020-10-01,86.5172454498
2020-11-01,92.5090836244
2020-12-01,131.9615298813
2021-01-01,105.6867373348
2021-02-01,101.8152032634
2021-03-01,150.7677067944
2021-04-01,159.1601311873
2021-05-01,76.2183864399
2021-06-01,94.3856088463
2021-07-01,117.7575921552
2021-08-01,97.3909180848
2021-09-01,112.3687289574
2021-10-01,77.3611387097
2021-11-01,133.4188006169
2021-12-01,190.1135609886
2022-01-01,143.2250005217
2022-02-01,144.8016253853
2022-03-01,138.0613897958
2022-04-01,146.5262490697
2022-05-01,168.630903143
2022-06-01,163.6965446455
2022-07-01,111.4635321523
2022-08-01,166.7721359989
2022-09-01,198.9891048887
2022-10-01,168.4565615106
2022-11-01,169.224212091
2022-12-01,140.526727803
2023-01-01,155.4407429353
2023-02-01,156.6053015988
2023-03-01,199.9036230352
2023-04-01,149.8110468123
2023-05-01,268.3360481617
2023-06-01,131.9861131173
2023-07-01,166.0092565766
2023-08-01,101.7917023134
2023-09-01,144.2410756482
2023-10-01,130.5642122877
2023-11-01,163.3605024473
2023-12-01,152.7812000206
2024-01-01,133.8686980821
2024-02-01,155.8769209345
2024-03-01,192.2890018642
2024-04-01,189.9003209029
2024-05-01,210.4604599663
2024-06-01,121.2050052358
2024-07-01,110.7235047992
2024-08-01,134.8841550973
2024-09-01,129.0595229045
2024-10-01,115.2274893963
2024-11-01,136.3920109044
2024-12-01,133.1693655564
2025-01-01,142.0929156874
2025-02-01,149.5661175726
2025-03-01,146.6819136652
2025-04-01,155.3305149583
2025-05-01,164.916860136
2025-06-01,149.7014213497
2025-07-01,98.7288192371
2025-08-01,92.3337787859
