Tarih,TP_DT_IT_MIK_D10_2010
2016-03-01,102.2654557138
2016-04-01,135.7084594481
2016-05-01,117.4941774776
2016-06-01,113.4563592113
2016-07-01,87.5565065034
2016-08-01,140.1083612302
2016-09-01,101.6274814333
2016-10-01,73.5493109532
2016-11-01,101.8452938755
2016-12-01,114.4082551582
2017-01-01,78.859391885
2017-02-01,89.4127001889
2017-03-01,156.785225056
2017-04-01,156.6136867512
2017-05-01,232.4422601117
2017-06-01,144.7705724129
2017-07-01,103.8652329318
2017-08-01,90.0667129338
2017-09-01,121.4125307243
2017-10-01,104.5391610408
2017-11-01,129.6472943327
2017-12-01,225.490412617
2018-01-01,188.0205086335
2018-02-01,176.3992997225
2018-03-01,193.0470303774
2018-04-01,228.1941721536
2018-05-01,180.2057015881
2018-06-01,155.1838927594
2018-07-01,173.7092772492
2018-08-01,136.496356231
2018-09-01,145.7054857101
2018-10-01,147.5878009313
2018-11-01,151.0085892444
2018-12-01,136.6138002197
2019-01-01,154.0211088167
2019-02-01,125.8045588152
2019-03-01,215.222230125
2019-04-01,205.7481454227
2019-05-01,197.5425813057
2019-06-01,132.6385124357
2019-07-01,182.4795541823
2019-08-01,148.0090011838
2019-09-01,191.2731495876
2019-10-01,204.9156764319
2019-11-01,200.9523450424
2019-12-01,189.8113295392
2020-01-01,190.7233880385
2020-02-01,165.2120016714
2020-03-01,164.7563097793
2020-04-01,214.7276935233
2020-05-01,250.2484423892
2020-06-01,203.7522912798
2020-07-01,129.6629497177
2020-08-01,118.5585878071
2020-09-01,155.7243912364
2020-10-01,138.4261699256
2020-11-01,192.0593678963
2020-12-01,218.5741751928
2021-01-01,141.5535223858
2021-02-01,139.6290004537
2021-03-01,181.2155317733
2021-04-01,119.6954767547
2021-05-01,142.4310905325
2021-06-01,143.4449410205
2021-07-01,102.8589405868
2021-08-01,213.8738043378
2021-09-01,210.116054797
2021-10-01,124.1997040666
2021-11-01,152.5945716383
2021-12-01,199.6822525304
2022-01-01,152.4471681969
2022-02-01,114.9965279086
2022-03-01,113.2368070097
2022-04-01,188.8946750793
2022-05-01,146.0855364207
2022-06-01,160.483258889
2022-07-01,138.1891593315
2022-08-01,175.5803568871
2022-09-01,131.7231600299
2022-10-01,135.1017414618
2022-11-01,174.2840321233
2022-12-01,201.5348920361
2023-01-01,192.464325529
2023-02-01,202.7795798225
2023-03-01,221.3124316807
2023-04-01,266.0381054257
2023-05-01,345.0749993264
2023-06-01,205.5298793737
2023-07-01,192.8513398744
2023-08-01,133.2301202124
2023-09-01,130.7668972489
2023-10-01,158.9950382261
2023-11-01,165.3654953185
2023-12-01,170.8944571009
2024-01-01,165.2415423372
2024-02-01,162.5031905936
2024-03-01,164.9470004986
2024-04-01,204.4503393291
2024-05-01,163.4904240694
2024-06-01,149.9564887012
2024-07-01,111.7396136051
2024-08-01,95.0706735627
2024-09-01,107.3199848739
2024-10-01,84.9869964994
2024-11-01,123.7532726641
2024-12-01,116.3778885952
2025-01-01,204.1710017633
2025-02-01,200.4204082
2025-03-01,194.0201625373
2025-04-01,241.4356430415
2025-05-01,190.0372798522
2025-06-01,153.423851309
2025-07-01,131.308974295
2025-08-01,71.4118967467
