Tarih,TP_DT_IT_MIK_D02_2010
2016-03-01,118.3043425583
2016-04-01,100.3391538262
2016-05-01,110.0611712425
2016-06-01,144.0646996138
2016-07-01,97.9610507047
2016-08-01,98.4483628095
2016-09-01,90.4310025421
2016-10-01,97.7434143532
2016-11-01,88.7255767441
2016-12-01,106.0172288455
2017-01-01,71.7673477927
2017-02-01,79.8094956681
2017-03-01,87.104589717
2017-04-01,86.5476132357
2017-05-01,91.1097784199
2017-06-01,94.6137077372
2017-07-01,110.452444259
2017-08-01,99.1270746303
2017-09-01,95.1918832259
2017-10-01,104.5412869586
2017-11-01,92.3543886477
2017-12-01,114.3266437394
2018-01-01,90.1267291278
2018-02-01,90.7007477916
2018-03-01,96.9628185769
2018-04-01,91.052683415
2018-05-01,99.157875712
2018-06-01,87.2501497134
2018-07-01,98.6563376294
2018-08-01,67.1837466136
2018-09-01,69.7480419542
2018-10-01,63.6555016926
2018-11-01,67.9472838404
2018-12-01,76.4212972023
2019-01-01,51.1497337148
2019-02-01,76.1862493249
2019-03-01,68.7702553873
2019-04-01,65.1493960302
2019-05-01,76.0025300284
2019-06-01,63.2954840733
2019-07-01,93.8015362481
2019-08-01,60.9792702858
2019-09-01,71.1884998666
2019-10-01,77.2083727501
2019-11-01,80.0364254138
2019-12-01,92.9380415975
2020-01-01,79.9129362626
2020-02-01,79.0949946331
2020-03-01,90.0318094141
2020-04-01,73.409744384
2020-05-01,67.4686834536
2020-06-01,83.0783050292
2020-07-01,92.6299482232
2020-08-01,83.8072079254
2020-09-01,97.9537683414
2020-10-01,117.4967557459
2020-11-01,101.967686326
2020-12-01,107.6284708183
2021-01-01,83.3853689173
2021-02-01,89.0011080499
2021-03-01,113.1610046484
2021-04-01,94.4711577416
2021-05-01,94.6496066329
2021-06-01,112.7709759724
2021-07-01,87.5992518036
2021-08-01,89.6852587493
2021-09-01,98.4276774204
2021-10-01,83.9328939436
2021-11-01,105.1865404873
2021-12-01,124.9247051986
2022-01-01,96.8091299627
2022-02-01,91.8663751694
2022-03-01,107.1659742185
2022-04-01,102.6918183062
2022-05-01,101.7128993386
2022-06-01,104.4368946322
2022-07-01,108.4453943743
2022-08-01,126.9552539007
2022-09-01,115.0763445704
2022-10-01,103.8757158762
2022-11-01,116.5392341287
2022-12-01,137.7332819419
2023-01-01,115.7499010611
2023-02-01,112.9792275093
2023-03-01,148.1938797815
2023-04-01,120.0689594298
2023-05-01,150.5214957376
2023-06-01,121.4390001272
2023-07-01,161.6764189106
2023-08-01,143.5243162616
2023-09-01,129.5163266437
2023-10-01,138.3532132071
2023-11-01,143.4425735017
2023-12-01,140.717168836
2024-01-01,106.1696938181
2024-02-01,142.3664466102
2024-03-01,131.9094599029
2024-04-01,127.6738837087
2024-05-01,134.517275818
2024-06-01,116.4943132144
2024-07-01,148.0223484732
2024-08-01,128.6608393828
2024-09-01,131.5887185106
2024-10-01,130.2847699723
2024-11-01,121.4727527606
2024-12-01,136.3981127284
2025-01-01,116.9863450417
2025-02-01,111.0801293379
2025-03-01,141.0548457531
2025-04-01,138.5984864512
2025-05-01,138.5111111194
2025-06-01,126.6007371209
2025-07-01,164.2772947701
2025-08-01,118.2649708111
