Tarih,TP_DT_IT_MIK_D02_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,84.3407676917
2013-02-01,89.2976635063
2013-03-01,96.1087013516
2013-04-01,104.451273086
2013-05-01,108.4386024057
2013-06-01,103.1913578396
2013-07-01,114.3598475453
2013-08-01,88.5209060931
2013-09-01,98.6208070334
2013-10-01,90.3611896914
2013-11-01,97.6535602211
2013-12-01,110.8095319601
2014-01-01,82.0874051627
2014-02-01,83.5171258137
2014-03-01,100.2956871507
2014-04-01,104.2754813244
2014-05-01,95.5086657801
2014-06-01,94.82821296
2014-07-01,96.1288145128
2014-08-01,89.7256230376
2014-09-01,97.0676434282
2014-10-01,94.1995856305
2014-11-01,93.4708211548
2014-12-01,118.983478512
2015-01-01,84.1696230056
2015-02-01,85.4804010312
2015-03-01,100.5965101678
2015-04-01,120.888588931
2015-05-01,108.556014615
2015-06-01,105.6375554325
2015-07-01,117.4012425164
2015-08-01,86.8732650351
2015-09-01,95.5056441364
2015-10-01,96.330486513
2015-11-01,88.9739656399
2015-12-01,109.5867029762
2016-01-01,76.5613561138
2016-02-01,100.5134954476
