Tarih,TP_DT_IT_MIK_D09_2010
2016-03-01,122.136868617
2016-04-01,103.6947287379
2016-05-01,109.6412654107
2016-06-01,119.7804432921
2016-07-01,92.1887743257
2016-08-01,86.397345667
2016-09-01,99.7874356544
2016-10-01,111.7288958365
2016-11-01,114.6861860154
2016-12-01,117.7666646069
2017-01-01,107.2663367485
2017-02-01,109.900079014
2017-03-01,120.5346725579
2017-04-01,116.8162351274
2017-05-01,139.7410751585
2017-06-01,117.5318071101
2017-07-01,121.506141122
2017-08-01,91.4330510283
2017-09-01,116.9211831749
2017-10-01,136.3101455723
2017-11-01,129.8939925697
2017-12-01,124.8048824351
2018-01-01,125.5804187225
2018-02-01,116.8954494514
2018-03-01,131.3275977689
2018-04-01,125.9522486543
2018-05-01,135.9693730185
2018-06-01,119.8289132311
2018-07-01,129.1725389628
2018-08-01,80.1190449053
2018-09-01,105.8324547379
2018-10-01,117.5467562655
2018-11-01,109.8878430977
2018-12-01,98.3268926418
2019-01-01,102.7934098291
2019-02-01,98.3654387497
2019-03-01,104.1861320043
2019-04-01,109.2901699689
2019-05-01,110.993311554
2019-06-01,96.0339667198
2019-07-01,116.8347498071
2019-08-01,74.2815970989
2019-09-01,103.7030084664
2019-10-01,113.2449209905
2019-11-01,105.0768129702
2019-12-01,109.3134070901
2020-01-01,98.1196557908
2020-02-01,101.5762118264
2020-03-01,112.8278293866
2020-04-01,50.126519569
2020-05-01,52.381387078
2020-06-01,78.2327792546
2020-07-01,90.1032133184
2020-08-01,82.873233923
2020-09-01,119.7220446848
2020-10-01,127.0239726113
2020-11-01,121.0572506541
2020-12-01,119.8054788033
2021-01-01,94.3754212869
2021-02-01,104.8690620232
2021-03-01,124.4953517641
2021-04-01,105.1592541249
2021-05-01,92.8666900372
2021-06-01,98.0557470633
2021-07-01,89.1177139902
2021-08-01,102.2090708946
2021-09-01,110.9828775589
2021-10-01,101.7926382897
2021-11-01,114.5063748511
2021-12-01,117.3502729119
2022-01-01,101.6806932333
2022-02-01,102.6947643214
2022-03-01,117.9414843611
2022-04-01,102.2963564728
2022-05-01,109.9227120563
2022-06-01,110.0065459763
2022-07-01,96.8791839098
2022-08-01,115.5268613854
2022-09-01,131.6384156275
2022-10-01,117.3902352286
2022-11-01,126.2371058517
2022-12-01,134.7346528333
2023-01-01,115.3298745362
2023-02-01,121.1077027046
2023-03-01,144.0485924206
2023-04-01,114.1081952951
2023-05-01,149.2441097304
2023-06-01,118.0763614865
2023-07-01,145.8912261015
2023-08-01,120.2243094146
2023-09-01,137.0607347151
2023-10-01,154.3247518461
2023-11-01,135.2348623506
2023-12-01,116.8559213086
2024-01-01,117.7999469405
2024-02-01,126.6862384445
2024-03-01,140.8261431552
2024-04-01,131.0143958014
2024-05-01,140.3855977275
2024-06-01,114.1083032361
2024-07-01,138.2671307473
2024-08-01,100.4936455661
2024-09-01,140.6614230937
2024-10-01,137.8575345575
2024-11-01,129.933645088
2024-12-01,144.6768886799
2025-01-01,138.143712775
2025-02-01,136.4843613947
2025-03-01,144.8604060911
2025-04-01,156.8727558517
2025-05-01,152.8626826871
2025-06-01,132.4212877157
2025-07-01,159.8548910735
2025-08-01,107.1710671161
