Tarih,TP_DT_IT_MIK_D09_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,80.6166677534
2013-02-01,77.5008023134
2013-03-01,83.2882621493
2013-04-01,91.2425799757
2013-05-01,87.2068108657
2013-06-01,86.6429615698
2013-07-01,102.1179519389
2013-08-01,62.0315298709
2013-09-01,94.3379420035
2013-10-01,85.5080275588
2013-11-01,91.0785027742
2013-12-01,89.8287661053
2014-01-01,77.7966532999
2014-02-01,79.0703343305
2014-03-01,87.7481445685
2014-04-01,89.1655472951
2014-05-01,86.6676551839
2014-06-01,89.3936156661
2014-07-01,80.1137070955
2014-08-01,70.0926172286
2014-09-01,92.0515644185
2014-10-01,89.5195330462
2014-11-01,104.8252594382
2014-12-01,108.8100984642
2015-01-01,86.4077661527
2015-02-01,96.5908267671
2015-03-01,109.194834866
2015-04-01,102.0052462764
2015-05-01,94.6349411434
2015-06-01,101.8578933544
2015-07-01,101.4783337324
2015-08-01,81.9046618679
2015-09-01,98.4994576333
2015-10-01,112.2454045517
2015-11-01,104.2394181462
2015-12-01,110.9412155085
2016-01-01,86.2486846811
2016-02-01,98.0966748206
