Tarih,TP_ITHALATBEC_112
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,126892.968
2013-02-01,103534.564
2013-03-01,103329.529
2013-04-01,112176.835
2013-05-01,121445.489
2013-06-01,79408.737
2013-07-01,105157.845
2013-08-01,92040.42
2013-09-01,99650.411
2013-10-01,122116.603
2013-11-01,202777.809
2013-12-01,158200.276
2014-01-01,189427.127
2014-02-01,125744.454
2014-03-01,136823.194
2014-04-01,119364.593
2014-05-01,136369.609
2014-06-01,158897.216
2014-07-01,128189.805
2014-08-01,100527.156
2014-09-01,108822.46
2014-10-01,125785.926
2014-11-01,159533.539
2014-12-01,234840.063
2015-01-01,159588.203
2015-02-01,125630.972
2015-03-01,137565.232
2015-04-01,148486.921
2015-05-01,130610.634
2015-06-01,115315.201
2015-07-01,102415.928
2015-08-01,104375.662
2015-09-01,88277.093
2015-10-01,177289.999
2015-11-01,183337.598
2015-12-01,194191.318
2016-01-01,161390.523
2016-02-01,147607.782
2016-03-01,205905.653
2016-04-01,123307.001
2016-05-01,144820.11
2016-06-01,131712.166
2016-07-01,91948.746
2016-08-01,105086.766
2016-09-01,107743.488
