Tarih,TP_ITHALATBEC_112
2016-10-01,193469.815
2016-11-01,213399.269
2016-12-01,192204.089
2017-01-01,230225.506
2017-02-01,176431.006
2017-03-01,161381.025
2017-04-01,166249.838
2017-05-01,175778.517
2017-06-01,131805.034
2017-07-01,134347.188
2017-08-01,120291.985
2017-09-01,150308.405
2017-10-01,196054.06
2017-11-01,208245.528
2017-12-01,209092.915
2018-01-01,214832.551
2018-02-01,151056.757
2018-03-01,139431.38
2018-04-01,151968.196
2018-05-01,178056.642
2018-06-01,125907.577
2018-07-01,108231.298
2018-08-01,104273.043
2018-09-01,89877.697
2018-10-01,99689.903
2018-11-01,92023.55
2018-12-01,110665.367
2019-01-01,135824.553
2019-02-01,128812.073
2019-03-01,165023.83
2019-04-01,158440.654
2019-05-01,143279.515
2019-06-01,104112.273
2019-07-01,130719.15
2019-08-01,86308.784
2019-09-01,108021.441
2019-10-01,151828.262
2019-11-01,152495.566
2019-12-01,190887.968
2020-01-01,197569.702
2020-02-01,151919.04
2020-03-01,174320.187
2020-04-01,151594.469
2020-05-01,106864.591
2020-06-01,157332.17
2020-07-01,110506.831
2020-08-01,91030.772
2020-09-01,110898.127
2020-10-01,124981.674
2020-11-01,145808.218
2020-12-01,176053.392
2021-01-01,157418.0
2021-02-01,135122.0
2021-03-01,157043.0
2021-04-01,152859.0
2021-05-01,111707.0
2021-06-01,128426.0
2021-07-01,121417.0
2021-08-01,146984.0
2021-09-01,141913.0
2021-10-01,143499.0
2021-11-01,221199.0
2021-12-01,233087.0
2022-01-01,190720.0
2022-02-01,170303.0
2022-03-01,144345.0
2022-04-01,127973.0
2022-05-01,124580.0
2022-06-01,207217.0
2022-07-01,217694.0
2022-08-01,233272.0
2022-09-01,182547.0
2022-10-01,183587.0
2022-11-01,263465.0
2022-12-01,192738.0
2023-01-01,232260.0
2023-02-01,263316.0
2023-03-01,243409.0
2023-04-01,279261.0
2023-05-01,245271.0
2023-06-01,257245.0
2023-07-01,221655.0
2023-08-01,176219.0
2023-09-01,155549.0
2023-10-01,217405.0
2023-11-01,257859.0
2023-12-01,233836.0
2024-01-01,307760.0
2024-02-01,247472.0
2024-03-01,187944.0
2024-04-01,160865.0
2024-05-01,216712.0
2024-06-01,151942.0
2024-07-01,228615.0
2024-08-01,210616.0
2024-09-01,182818.0
2024-10-01,238292.0
2024-11-01,255714.0
2024-12-01,386798.0
2025-01-01,361538.0
2025-02-01,382203.0
2025-03-01,250756.0
2025-04-01,251745.0
2025-05-01,262830.0
2025-06-01,240237.0
2025-07-01,273168.0
2025-08-01,239913.0
