Tarih,TP_ITHALATBEC_111
2016-10-01,187928.75
2016-11-01,255236.722
2016-12-01,307564.409
2017-01-01,208381.289
2017-02-01,235368.325
2017-03-01,417721.052
2017-04-01,411067.458
2017-05-01,608671.834
2017-06-01,366956.817
2017-07-01,269021.545
2017-08-01,234015.849
2017-09-01,313274.918
2017-10-01,265904.817
2017-11-01,339208.787
2017-12-01,584865.9
2018-01-01,489860.215
2018-02-01,443852.618
2018-03-01,486250.643
2018-04-01,599478.889
2018-05-01,479967.925
2018-06-01,414925.058
2018-07-01,441692.515
2018-08-01,342819.738
2018-09-01,380091.968
2018-10-01,397644.029
2018-11-01,407916.38
2018-12-01,366293.007
2019-01-01,411190.602
2019-02-01,346381.092
2019-03-01,582044.326
2019-04-01,546658.011
2019-05-01,512060.413
2019-06-01,333472.263
2019-07-01,455539.485
2019-08-01,370596.403
2019-09-01,474767.359
2019-10-01,490050.23
2019-11-01,498535.773
2019-12-01,487276.757
2020-01-01,493449.395
2020-02-01,435835.519
2020-03-01,433999.644
2020-04-01,562773.284
2020-05-01,654630.533
2020-06-01,528829.585
2020-07-01,324443.421
2020-08-01,290643.164
2020-09-01,390658.216
2020-10-01,365309.221
2020-11-01,561978.945
2020-12-01,687306.1
2021-01-01,446485.0
2021-02-01,451915.0
2021-03-01,618779.0
2021-04-01,413188.0
2021-05-01,504872.0
2021-06-01,508338.0
2021-07-01,350720.0
2021-08-01,723351.0
2021-09-01,729757.0
2021-10-01,445109.0
2021-11-01,593128.0
2021-12-01,783555.0
2022-01-01,603501.0
2022-02-01,473073.0
2022-03-01,470682.0
2022-04-01,855862.0
2022-05-01,676828.0
2022-06-01,749965.0
2022-07-01,640142.0
2022-08-01,744895.0
2022-09-01,532750.0
2022-10-01,523654.0
2022-11-01,677032.0
2022-12-01,771682.0
2023-01-01,730177.0
2023-02-01,773392.0
2023-03-01,830804.0
2023-04-01,979806.0
2023-05-01,1235601.0
2023-06-01,713209.0
2023-07-01,646603.0
2023-08-01,485538.0
2023-09-01,432682.0
2023-10-01,509917.0
2023-11-01,514527.0
2023-12-01,544497.0
2024-01-01,547690.0
2024-02-01,538855.0
2024-03-01,513511.0
2024-04-01,613018.0
2024-05-01,499519.0
2024-06-01,464100.0
2024-07-01,375813.0
2024-08-01,342905.0
2024-09-01,343145.0
2024-10-01,273233.0
2024-11-01,391056.0
2024-12-01,378582.0
2025-01-01,686373.0
2025-02-01,704983.0
2025-03-01,709783.0
2025-04-01,885324.0
2025-05-01,689480.0
2025-06-01,558257.0
2025-07-01,436589.0
2025-08-01,259152.0
