Tarih,TP_ITHALATBEC_111
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,303799.729
2013-02-01,270204.606
2013-03-01,383774.689
2013-04-01,251305.764
2013-05-01,304447.556
2013-06-01,252422.007
2013-07-01,245432.474
2013-08-01,239536.45
2013-09-01,299237.551
2013-10-01,186409.029
2013-11-01,252074.707
2013-12-01,351983.148
2014-01-01,277023.649
2014-02-01,220554.777
2014-03-01,328569.035
2014-04-01,399935.993
2014-05-01,445525.516
2014-06-01,439895.652
2014-07-01,308052.053
2014-08-01,421928.789
2014-09-01,414606.193
2014-10-01,401864.356
2014-11-01,380938.151
2014-12-01,385967.075
2015-01-01,402874.394
2015-02-01,379014.611
2015-03-01,380541.1
2015-04-01,270737.358
2015-05-01,262513.191
2015-06-01,297546.761
2015-07-01,218053.589
2015-08-01,276375.303
2015-09-01,173372.029
2015-10-01,277458.77
2015-11-01,303312.264
2015-12-01,346799.856
2016-01-01,227731.54
2016-02-01,258896.865
2016-03-01,275415.826
2016-04-01,358722.69
2016-05-01,318504.267
2016-06-01,313962.582
2016-07-01,233932.954
2016-08-01,376789.351
2016-09-01,267284.004
