Tarih,TP_ITHALATBEC_31
2016-10-01,275445.829
2016-11-01,292519.428
2016-12-01,313138.405
2017-01-01,286524.433
2017-02-01,292195.152
2017-03-01,312564.267
2017-04-01,329348.436
2017-05-01,242675.978
2017-06-01,286680.137
2017-07-01,347108.551
2017-08-01,368802.825
2017-09-01,342865.18
2017-10-01,401866.324
2017-11-01,456621.083
2017-12-01,428740.597
2018-01-01,356541.263
2018-02-01,339015.087
2018-03-01,312713.437
2018-04-01,332312.573
2018-05-01,307805.226
2018-06-01,335892.185
2018-07-01,467066.247
2018-08-01,337717.092
2018-09-01,443084.326
2018-10-01,358035.095
2018-11-01,413167.658
2018-12-01,395226.075
2019-01-01,320201.958
2019-02-01,300705.691
2019-03-01,277429.931
2019-04-01,314719.219
2019-05-01,320235.252
2019-06-01,209888.647
2019-07-01,281263.239
2019-08-01,256490.322
2019-09-01,240123.735
2019-10-01,341852.125
2019-11-01,347389.803
2019-12-01,321575.405
2020-01-01,295695.502
2020-02-01,178717.137
2020-03-01,288517.099
2020-04-01,142460.932
2020-05-01,207841.679
2020-06-01,237877.702
2020-07-01,197556.165
2020-08-01,238124.859
2020-09-01,223769.446
2020-10-01,225051.584
2020-11-01,248055.815
2020-12-01,253518.474
2021-01-01,243555.0
2021-02-01,214150.0
2021-03-01,249353.0
2021-04-01,286474.0
2021-05-01,259073.0
2021-06-01,255588.0
2021-07-01,343606.0
2021-08-01,358344.0
2021-09-01,494788.0
2021-10-01,398181.0
2021-11-01,390687.0
2021-12-01,600154.0
2022-01-01,469651.0
2022-02-01,494602.0
2022-03-01,675622.0
2022-04-01,458167.0
2022-05-01,597174.0
2022-06-01,737936.0
2022-07-01,895949.0
2022-08-01,817858.0
2022-09-01,799304.0
2022-10-01,830836.0
2022-11-01,662803.0
2022-12-01,751404.0
2023-01-01,577026.0
2023-02-01,440193.0
2023-03-01,464845.0
2023-04-01,437183.0
2023-05-01,520361.0
2023-06-01,338145.0
2023-07-01,556172.0
2023-08-01,420819.0
2023-09-01,435110.0
2023-10-01,436818.0
2023-11-01,426335.0
2023-12-01,500073.0
2024-01-01,539930.0
2024-02-01,352808.0
2024-03-01,397510.0
2024-04-01,477861.0
2024-05-01,376502.0
2024-06-01,399941.0
2024-07-01,376561.0
2024-08-01,404187.0
2024-09-01,481345.0
2024-10-01,419849.0
2024-11-01,362688.0
2024-12-01,440771.0
2025-01-01,473513.0
2025-02-01,386606.0
2025-03-01,339917.0
2025-04-01,380583.0
2025-05-01,326868.0
2025-06-01,326988.0
2025-07-01,453690.0
2025-08-01,350594.0
