Tarih,TP_ITHALATBEC_7
2016-10-01,42247.034
2016-11-01,30258.193
2016-12-01,50278.742
2017-01-01,44422.685
2017-02-01,35982.876
2017-03-01,74548.082
2017-04-01,45137.717
2017-05-01,52275.288
2017-06-01,40608.444
2017-07-01,121504.032
2017-08-01,40552.427
2017-09-01,67108.998
2017-10-01,9978.647
2017-11-01,48103.734
2017-12-01,147421.288
2018-01-01,51902.072
2018-02-01,44976.159
2018-03-01,70364.455
2018-04-01,72694.857
2018-05-01,21872.643
2018-06-01,179336.566
2018-07-01,47767.607
2018-08-01,21191.898
2018-09-01,70304.6
2018-10-01,85869.683
2018-11-01,48528.957
2018-12-01,73322.431
2019-01-01,59324.905
2019-02-01,67223.59
2019-03-01,27239.186
2019-04-01,55267.048
2019-05-01,38036.181
2019-06-01,41518.969
2019-07-01,41048.372
2019-08-01,48423.436
2019-09-01,35548.606
2019-10-01,49396.715
2019-11-01,58359.191
2019-12-01,30083.5
2020-01-01,
2020-02-01,41322.602
2020-03-01,33146.798
2020-04-01,31460.695
2020-05-01,55476.696
2020-06-01,31657.214
2020-07-01,39265.287
2020-08-01,45007.078
2020-09-01,34802.26
2020-10-01,19605.871
2020-11-01,95698.688
2020-12-01,29762.756
2021-01-01,19168.0
2021-02-01,43284.0
2021-03-01,34732.0
2021-04-01,22901.0
2021-05-01,24429.0
2021-06-01,28898.0
2021-07-01,75471.0
2021-08-01,27356.0
2021-09-01,34300.0
2021-10-01,10774.0
2021-11-01,29478.0
2021-12-01,37052.0
2022-01-01,11920.0
2022-02-01,11629.0
2022-03-01,13231.0
2022-04-01,52015.0
2022-05-01,22445.0
2022-06-01,12533.0
2022-07-01,16863.0
2022-08-01,29217.0
2022-09-01,22248.0
2022-10-01,14639.0
2022-11-01,35537.0
2022-12-01,14173.0
2023-01-01,35118.0
2023-02-01,37325.0
2023-03-01,17964.0
2023-04-01,11806.0
2023-05-01,17767.0
2023-06-01,37281.0
2023-07-01,12692.0
2023-08-01,14073.0
2023-09-01,25362.0
2023-10-01,13689.0
2023-11-01,20048.0
2023-12-01,28910.0
2024-01-01,42754.0
2024-02-01,13747.0
2024-03-01,41158.0
2024-04-01,18368.0
2024-05-01,82729.0
2024-06-01,27085.0
2024-07-01,48523.0
2024-08-01,13632.0
2024-09-01,164065.0
2024-10-01,45827.0
2024-11-01,92668.0
2024-12-01,64816.0
2025-01-01,48017.0
2025-02-01,69940.0
2025-03-01,46076.0
2025-04-01,107693.0
2025-05-01,26256.0
2025-06-01,38785.0
2025-07-01,182395.0
2025-08-01,71732.0
